sequenceID	full_name	isolate	gb_segment	rec_segment	rec_subtype	gb_subtype	gb_year	gb_month	gb_day	gb_source	gb_lab_host	pubmed_id	length	gb_host	gb_country	gb_place_sampled	m49_country
MT511414	Influenza D virus	D/bovine/Mississippi/C00007N/2014	-	6	-	-	2014	FEB	7	nasal swab	-	-	1164	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511415	Influenza D virus	D/bovine/Mississippi/C00007N/2014	-	7	-	-	2014	FEB	7	nasal swab	-	-	819	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511416	Influenza D virus	D/bovine/Mississippi/C00002N/2014	-	1	-	-	2014	FEB	7	nasal swab	-	-	2319	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511417	Influenza D virus	D/bovine/Mississippi/C00002N/2014	-	2	-	-	2014	FEB	7	nasal swab	-	-	2262	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511418	Influenza D virus	D/bovine/Mississippi/C00002N/2014	-	3	-	-	2014	FEB	7	nasal swab	-	-	2133	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511419	Influenza D virus	D/bovine/Mississippi/C00002N/2014	-	4	D660	-	2014	FEB	7	nasal swab	-	-	1995	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511420	Influenza D virus	D/bovine/Mississippi/C00002N/2014	-	5	-	-	2014	FEB	7	nasal swab	-	-	1659	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511421	Influenza D virus	D/bovine/Mississippi/C00002N/2014	-	6	-	-	2014	FEB	7	nasal swab	-	-	1164	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511422	Influenza D virus	D/bovine/Mississippi/C00002N/2014	-	7	-	-	2014	FEB	7	nasal swab	-	-	819	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511423	Influenza D virus	D/bovine/Mississippi/C00004N/2014	-	1	-	-	2014	FEB	19	nasal swab	-	-	2319	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511424	Influenza D virus	D/bovine/Mississippi/C00004N/2014	-	2	-	-	2014	FEB	19	nasal swab	-	-	2262	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511425	Influenza D virus	D/bovine/Mississippi/C00004N/2014	-	3	-	-	2014	FEB	19	nasal swab	-	-	2133	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511426	Influenza D virus	D/bovine/Mississippi/C00004N/2014	-	4	DOK	-	2014	FEB	19	nasal swab	-	-	1995	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511427	Influenza D virus	D/bovine/Mississippi/C00004N/2014	-	5	-	-	2014	FEB	19	nasal swab	-	-	1659	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511428	Influenza D virus	D/bovine/Mississippi/C00004N/2014	-	6	-	-	2014	FEB	19	nasal swab	-	-	1164	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511429	Influenza D virus	D/bovine/Mississippi/C00004N/2014	-	7	-	-	2014	FEB	19	nasal swab	-	-	819	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511430	Influenza D virus	D/bovine/Mississippi/C00213N/2015	-	1	-	-	2015	JUL	24	nasal swab	-	-	2319	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511431	Influenza D virus	D/bovine/Mississippi/C00213N/2015	-	2	-	-	2015	JUL	24	nasal swab	-	-	2262	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511432	Influenza D virus	D/bovine/Mississippi/C00213N/2015	-	3	-	-	2015	JUL	24	nasal swab	-	-	2133	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511433	Influenza D virus	D/bovine/Mississippi/C00213N/2015	-	4	DOK	-	2015	JUL	24	nasal swab	-	-	1995	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511434	Influenza D virus	D/bovine/Mississippi/C00213N/2015	-	5	-	-	2015	JUL	24	nasal swab	-	-	1659	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511435	Influenza D virus	D/bovine/Mississippi/C00213N/2015	-	6	-	-	2015	JUL	24	nasal swab	-	-	1164	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511436	Influenza D virus	D/bovine/Mississippi/C00213N/2015	-	7	-	-	2015	JUL	24	nasal swab	-	-	819	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511437	Influenza D virus	D/bovine/Mississippi/C00199N/2015	-	1	-	-	2015	JUL	24	nasal swab	-	-	2319	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511438	Influenza D virus	D/bovine/Mississippi/C00199N/2015	-	2	-	-	2015	JUL	24	nasal swab	-	-	2262	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511439	Influenza D virus	D/bovine/Mississippi/C00199N/2015	-	3	-	-	2015	JUL	24	nasal swab	-	-	2133	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511440	Influenza D virus	D/bovine/Mississippi/C00199N/2015	-	4	DOK	-	2015	JUL	24	nasal swab	-	-	1995	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511441	Influenza D virus	D/bovine/Mississippi/C00199N/2015	-	5	-	-	2015	JUL	24	nasal swab	-	-	1659	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511442	Influenza D virus	D/bovine/Mississippi/C00199N/2015	-	6	-	-	2015	JUL	24	nasal swab	-	-	1164	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511443	Influenza D virus	D/bovine/Mississippi/C00199N/2015	-	7	-	-	2015	JUL	24	nasal swab	-	-	819	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511444	Influenza D virus	D/bovine/Mississippi/C00014N/2014	-	1	-	-	2014	FEB	7	nasal swab	-	-	2319	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511445	Influenza D virus	D/bovine/Mississippi/C00014N/2014	-	2	-	-	2014	FEB	7	nasal swab	-	-	2262	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511446	Influenza D virus	D/bovine/Mississippi/C00014N/2014	-	3	-	-	2014	FEB	7	nasal swab	-	-	2133	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511447	Influenza D virus	D/bovine/Mississippi/C00014N/2014	-	5	-	-	2014	FEB	7	nasal swab	-	-	1659	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511448	Influenza D virus	D/bovine/Mississippi/C00014N/2014	-	6	-	-	2014	FEB	7	nasal swab	-	-	1164	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511449	Influenza D virus	D/bovine/Mississippi/C00014N/2014	-	7	-	-	2014	FEB	7	nasal swab	-	-	819	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511450	Influenza D virus	D/bovine/Mississippi/C00158N/2015	-	1	-	-	2015	JAN	9	nasal swab	-	-	2319	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511451	Influenza D virus	D/bovine/Mississippi/C00158N/2015	-	2	-	-	2015	JAN	9	nasal swab	-	-	2262	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511452	Influenza D virus	D/bovine/Mississippi/C00158N/2015	-	3	-	-	2015	JAN	9	nasal swab	-	-	2133	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511453	Influenza D virus	D/bovine/Mississippi/C00158N/2015	-	4	DOK	-	2015	JAN	9	nasal swab	-	-	1995	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511454	Influenza D virus	D/bovine/Mississippi/C00158N/2015	-	5	-	-	2015	JAN	9	nasal swab	-	-	1659	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511455	Influenza D virus	D/bovine/Mississippi/C00158N/2015	-	6	-	-	2015	JAN	9	nasal swab	-	-	1164	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511456	Influenza D virus	D/bovine/Mississippi/C00158N/2015	-	7	-	-	2015	JAN	9	nasal swab	-	-	819	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511457	Influenza D virus	D/bovine/Mississippi/C00020N/2014	-	1	-	-	2014	FEB	7	nasal swab	-	-	2319	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511458	Influenza D virus	D/bovine/Mississippi/C00020N/2014	-	2	-	-	2014	FEB	7	nasal swab	-	-	2262	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511459	Influenza D virus	D/bovine/Mississippi/C00020N/2014	-	3	-	-	2014	FEB	7	nasal swab	-	-	2133	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511460	Influenza D virus	D/bovine/Mississippi/C00020N/2014	-	4	DOK	-	2014	FEB	7	nasal swab	-	-	1995	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511461	Influenza D virus	D/bovine/Mississippi/C00020N/2014	-	5	-	-	2014	FEB	7	nasal swab	-	-	1659	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511462	Influenza D virus	D/bovine/Mississippi/C00020N/2014	-	6	-	-	2014	FEB	7	nasal swab	-	-	1164	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511463	Influenza D virus	D/bovine/Mississippi/C00020N/2014	-	7	-	-	2014	FEB	7	nasal swab	-	-	819	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511464	Influenza D virus	D/bovine/Mississippi/C00218N/2015	-	1	-	-	2015	JUL	24	nasal swab	-	-	2319	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511465	Influenza D virus	D/bovine/Mississippi/C00218N/2015	-	2	-	-	2015	JUL	24	nasal swab	-	-	2262	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511466	Influenza D virus	D/bovine/Mississippi/C00218N/2015	-	3	-	-	2015	JUL	24	nasal swab	-	-	2133	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511467	Influenza D virus	D/bovine/Mississippi/C00218N/2015	-	4	DOK	-	2015	JUL	24	nasal swab	-	-	1995	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511468	Influenza D virus	D/bovine/Mississippi/C00218N/2015	-	5	-	-	2015	JUL	24	nasal swab	-	-	1659	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511469	Influenza D virus	D/bovine/Mississippi/C00218N/2015	-	6	-	-	2015	JUL	24	nasal swab	-	-	1164	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511470	Influenza D virus	D/bovine/Mississippi/C00218N/2015	-	7	-	-	2015	JUL	24	nasal swab	-	-	819	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511471	Influenza D virus	D/bovine/Mississippi/C00165P/2015	-	1	-	-	2015	JAN	17	nasopharyngeal swab	-	-	2319	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511472	Influenza D virus	D/bovine/Mississippi/C00165P/2015	-	2	-	-	2015	JAN	17	nasopharyngeal swab	-	-	2262	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511473	Influenza D virus	D/bovine/Mississippi/C00165P/2015	-	3	-	-	2015	JAN	17	nasopharyngeal swab	-	-	2133	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511474	Influenza D virus	D/bovine/Mississippi/C00165P/2015	-	4	DOK	-	2015	JAN	17	nasopharyngeal swab	-	-	1995	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511475	Influenza D virus	D/bovine/Mississippi/C00165P/2015	-	5	-	-	2015	JAN	17	nasopharyngeal swab	-	-	1659	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511476	Influenza D virus	D/bovine/Mississippi/C00165P/2015	-	6	-	-	2015	JAN	17	nasopharyngeal swab	-	-	1164	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511477	Influenza D virus	D/bovine/Mississippi/C00165P/2015	-	7	-	-	2015	JAN	17	nasopharyngeal swab	-	-	819	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511478	Influenza D virus	D/bovine/Mississippi/C00067N/2014	-	1	-	-	2014	APR	2	nasal swab	-	-	2319	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511479	Influenza D virus	D/bovine/Mississippi/C00067N/2014	-	2	-	-	2014	APR	2	nasal swab	-	-	2262	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511480	Influenza D virus	D/bovine/Mississippi/C00067N/2014	-	3	-	-	2014	APR	2	nasal swab	-	-	2133	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511481	Influenza D virus	D/bovine/Mississippi/C00067N/2014	-	4	DOK	-	2014	APR	2	nasal swab	-	-	1995	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511482	Influenza D virus	D/bovine/Mississippi/C00067N/2014	-	5	-	-	2014	APR	2	nasal swab	-	-	1659	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511483	Influenza D virus	D/bovine/Mississippi/C00067N/2014	-	6	-	-	2014	APR	2	nasal swab	-	-	1164	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511484	Influenza D virus	D/bovine/Mississippi/C00067N/2014	-	7	-	-	2014	APR	2	nasal swab	-	-	819	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511485	Influenza D virus	D/bovine/Mississippi/C00148N/2014	-	1	-	-	2014	JAN	9	nasal swab	-	-	2319	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511486	Influenza D virus	D/bovine/Mississippi/C00148N/2014	-	2	-	-	2014	JAN	9	nasal swab	-	-	2262	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511487	Influenza D virus	D/bovine/Mississippi/C00148N/2014	-	3	-	-	2014	JAN	9	nasal swab	-	-	2133	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511488	Influenza D virus	D/bovine/Mississippi/C00148N/2014	-	4	-	-	2014	JAN	9	nasal swab	-	-	1995	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511489	Influenza D virus	D/bovine/Mississippi/C00148N/2014	-	5	-	-	2014	JAN	9	nasal swab	-	-	1659	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511490	Influenza D virus	D/bovine/Mississippi/C00148N/2014	-	6	-	-	2014	JAN	9	nasal swab	-	-	1164	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511491	Influenza D virus	D/bovine/Mississippi/C00148N/2014	-	7	-	-	2014	JAN	9	nasal swab	-	-	819	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511492	Influenza D virus	D/bovine/Mississippi/C00162N/2015	-	1	-	-	2015	JAN	9	nasal swab	-	-	2319	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511493	Influenza D virus	D/bovine/Mississippi/C00162N/2015	-	2	-	-	2015	JAN	9	nasal swab	-	-	2262	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511494	Influenza D virus	D/bovine/Mississippi/C00162N/2015	-	3	-	-	2015	JAN	9	nasal swab	-	-	2133	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511495	Influenza D virus	D/bovine/Mississippi/C00162N/2015	-	4	DOK	-	2015	JAN	9	nasal swab	-	-	1995	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511496	Influenza D virus	D/bovine/Mississippi/C00162N/2015	-	5	-	-	2015	JAN	9	nasal swab	-	-	1659	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511497	Influenza D virus	D/bovine/Mississippi/C00162N/2015	-	6	-	-	2015	JAN	9	nasal swab	-	-	1164	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511498	Influenza D virus	D/bovine/Mississippi/C00162N/2015	-	7	-	-	2015	JAN	9	nasal swab	-	-	819	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511499	Influenza D virus	D/bovine/Mississippi/C00186N/2015	-	1	-	-	2015	JUL	24	nasal swab	-	-	2319	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511500	Influenza D virus	D/bovine/Mississippi/C00186N/2015	-	2	-	-	2015	JUL	24	nasal swab	-	-	2262	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511501	Influenza D virus	D/bovine/Mississippi/C00186N/2015	-	3	-	-	2015	JUL	24	nasal swab	-	-	2133	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511502	Influenza D virus	D/bovine/Mississippi/C00186N/2015	-	4	DOK	-	2015	JUL	24	nasal swab	-	-	1995	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511503	Influenza D virus	D/bovine/Mississippi/C00186N/2015	-	5	-	-	2015	JUL	24	nasal swab	-	-	1659	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511504	Influenza D virus	D/bovine/Mississippi/C00186N/2015	-	6	-	-	2015	JUL	24	nasal swab	-	-	1164	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511505	Influenza D virus	D/bovine/Mississippi/C00186N/2015	-	7	-	-	2015	JUL	24	nasal swab	-	-	819	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511506	Influenza D virus	D/bovine/Mississippi/C00013N/2014	-	1	-	-	2014	FEB	7	nasal swab	-	-	2319	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511507	Influenza D virus	D/bovine/Mississippi/C00013N/2014	-	2	-	-	2014	FEB	7	nasal swab	-	-	2262	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511508	Influenza D virus	D/bovine/Mississippi/C00013N/2014	-	3	-	-	2014	FEB	7	nasal swab	-	-	2133	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511509	Influenza D virus	D/bovine/Mississippi/C00013N/2014	-	5	-	-	2014	FEB	7	nasal swab	-	-	1659	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511510	Influenza D virus	D/bovine/Mississippi/C00013N/2014	-	6	-	-	2014	FEB	7	nasal swab	-	-	1164	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511511	Influenza D virus	D/bovine/Mississippi/C00013N/2014	-	7	-	-	2014	FEB	7	nasal swab	-	-	819	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511512	Influenza D virus	D/bovine/Mississippi/C00207N/2015	-	1	-	-	2015	JUL	24	nasal swab	-	-	2319	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511513	Influenza D virus	D/bovine/Mississippi/C00207N/2015	-	2	-	-	2015	JUL	24	nasal swab	-	-	2262	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511514	Influenza D virus	D/bovine/Mississippi/C00207N/2015	-	3	-	-	2015	JUL	24	nasal swab	-	-	2133	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511515	Influenza D virus	D/bovine/Mississippi/C00207N/2015	-	4	DOK	-	2015	JUL	24	nasal swab	-	-	1995	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511516	Influenza D virus	D/bovine/Mississippi/C00207N/2015	-	5	-	-	2015	JUL	24	nasal swab	-	-	1659	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511517	Influenza D virus	D/bovine/Mississippi/C00207N/2015	-	6	-	-	2015	JUL	24	nasal swab	-	-	1164	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511518	Influenza D virus	D/bovine/Mississippi/C00207N/2015	-	7	-	-	2015	JUL	24	nasal swab	-	-	819	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511519	Influenza D virus	D/bovine/Mississippi/C00158P/2015	-	1	-	-	2015	JAN	9	nasopharyngeal swab	-	-	2319	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511520	Influenza D virus	D/bovine/Mississippi/C00158P/2015	-	2	-	-	2015	JAN	9	nasopharyngeal swab	-	-	2262	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511521	Influenza D virus	D/bovine/Mississippi/C00158P/2015	-	3	-	-	2015	JAN	9	nasopharyngeal swab	-	-	2133	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511522	Influenza D virus	D/bovine/Mississippi/C00158P/2015	-	4	DOK	-	2015	JAN	9	nasopharyngeal swab	-	-	1995	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511523	Influenza D virus	D/bovine/Mississippi/C00158P/2015	-	5	-	-	2015	JAN	9	nasopharyngeal swab	-	-	1659	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511524	Influenza D virus	D/bovine/Mississippi/C00158P/2015	-	6	-	-	2015	JAN	9	nasopharyngeal swab	-	-	1164	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511525	Influenza D virus	D/bovine/Mississippi/C00158P/2015	-	7	-	-	2015	JAN	9	nasopharyngeal swab	-	-	819	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511526	Influenza D virus	D/bovine/Mississippi/C00009P/2014	-	1	-	-	2014	FEB	7	nasopharyngeal swab	-	-	2319	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511527	Influenza D virus	D/bovine/Mississippi/C00009P/2014	-	2	-	-	2014	FEB	7	nasopharyngeal swab	-	-	2262	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511528	Influenza D virus	D/bovine/Mississippi/C00009P/2014	-	3	-	-	2014	FEB	7	nasopharyngeal swab	-	-	2133	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511529	Influenza D virus	D/bovine/Mississippi/C00009P/2014	-	4	D660	-	2014	FEB	7	nasopharyngeal swab	-	-	1995	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511530	Influenza D virus	D/bovine/Mississippi/C00009P/2014	-	5	-	-	2014	FEB	7	nasopharyngeal swab	-	-	1659	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511531	Influenza D virus	D/bovine/Mississippi/C00009P/2014	-	6	-	-	2014	FEB	7	nasopharyngeal swab	-	-	1164	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511532	Influenza D virus	D/bovine/Mississippi/C00009P/2014	-	7	-	-	2014	FEB	7	nasopharyngeal swab	-	-	819	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511533	Influenza D virus	D/bovine/Mississippi/C00165N/2015	-	1	-	-	2015	JAN	17	nasal swab	-	-	2319	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511534	Influenza D virus	D/bovine/Mississippi/C00165N/2015	-	2	-	-	2015	JAN	17	nasal swab	-	-	2262	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511535	Influenza D virus	D/bovine/Mississippi/C00165N/2015	-	3	-	-	2015	JAN	17	nasal swab	-	-	2133	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511536	Influenza D virus	D/bovine/Mississippi/C00165N/2015	-	4	DOK	-	2015	JAN	17	nasal swab	-	-	1995	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511537	Influenza D virus	D/bovine/Mississippi/C00165N/2015	-	5	-	-	2015	JAN	17	nasal swab	-	-	1659	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511538	Influenza D virus	D/bovine/Mississippi/C00165N/2015	-	6	-	-	2015	JAN	17	nasal swab	-	-	1164	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511539	Influenza D virus	D/bovine/Mississippi/C00165N/2015	-	7	-	-	2015	JAN	17	nasal swab	-	-	819	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511540	Influenza D virus	D/bovine/Mississippi/C00214N/2015	-	1	-	-	2015	JUL	24	nasal swab	-	-	2319	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511541	Influenza D virus	D/bovine/Mississippi/C00214N/2015	-	2	-	-	2015	JUL	24	nasal swab	-	-	2262	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511542	Influenza D virus	D/bovine/Mississippi/C00214N/2015	-	3	-	-	2015	JUL	24	nasal swab	-	-	2133	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511543	Influenza D virus	D/bovine/Mississippi/C00214N/2015	-	4	DOK	-	2015	JUL	24	nasal swab	-	-	1995	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511544	Influenza D virus	D/bovine/Mississippi/C00214N/2015	-	5	-	-	2015	JUL	24	nasal swab	-	-	1659	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511545	Influenza D virus	D/bovine/Mississippi/C00214N/2015	-	6	-	-	2015	JUL	24	nasal swab	-	-	1164	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT511546	Influenza D virus	D/bovine/Mississippi/C00214N/2015	-	7	-	-	2015	JUL	24	nasal swab	-	-	819	Bos taurus	USA	West Point, Mississippi	custom-table-row/m49_country/USA
MT636470	Influenza D virus	D/bovine/Texas/72/2017	1	1	-	-	2017	-	-	-	-	-	2364	Bos taurus	USA	Texas	custom-table-row/m49_country/USA
MT636471	Influenza D virus	D/bovine/Texas/72/2017	2	2	-	-	2017	-	-	-	-	-	2330	Bos taurus	USA	Texas	custom-table-row/m49_country/USA
MT636472	Influenza D virus	D/bovine/Texas/72/2017	3	3	-	-	2017	-	-	-	-	-	2195	Bos taurus	USA	Texas	custom-table-row/m49_country/USA
MT636473	Influenza D virus	D/bovine/Texas/72/2017	4	4	-	-	2017	-	-	-	-	-	2049	Bos taurus	USA	Texas	custom-table-row/m49_country/USA
MT636474	Influenza D virus	D/bovine/Texas/72/2017	5	5	-	-	2017	-	-	-	-	-	1775	Bos taurus	USA	Texas	custom-table-row/m49_country/USA
MT636475	Influenza D virus	D/bovine/Texas/72/2017	6	6	-	-	2017	-	-	-	-	-	1219	Bos taurus	USA	Texas	custom-table-row/m49_country/USA
MT636476	Influenza D virus	D/bovine/Texas/72/2017	7	7	-	-	2017	-	-	-	-	-	860	Bos taurus	USA	Texas	custom-table-row/m49_country/USA
MT700545	Influenza D virus	-	-	4	-	-	2017	-	-	-	-	-	1975	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MW020305	Influenza D virus	D/bovine/California/0363/2019	1	1	-	-	2019	-	-	-	-	33771071	2360	Bos taurus	USA	-	custom-table-row/m49_country/USA
