sequenceID	full_name	isolate	gb_segment	rec_segment	rec_subtype	gb_subtype	gb_year	gb_month	gb_day	gb_source	gb_lab_host	pubmed_id	length	gb_host	gb_country	gb_place_sampled	m49_country.m49_region	m49_country.m49_intermediate_region	m49_country.m49_sub_region
CY031793	Influenza B virus (B/Taiwan/125/2004)	Influenza B virus (B/Taiwan/125/2004)	1	1	-	-	2004	FEB	10	gender:M	MDCK2;E1 passage(s)	-	2295	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY031794	Influenza B virus (B/Taiwan/125/2004)	Influenza B virus (B/Taiwan/125/2004)	2	2	-	-	2004	FEB	10	gender:M	MDCK2;E1 passage(s)	-	2353	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033449	Influenza B virus (B/Ohio/UR06-0410/2007)	Influenza B virus (B/Ohio/UR06-0410/2007)	4	4	Victoria	-	2007	FEB	23	gender:M; age:10Y	-	-	1843	Homo sapiens	USA	Washington, OH	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033450	Influenza B virus (B/Ohio/UR06-0410/2007)	Influenza B virus (B/Ohio/UR06-0410/2007)	7	7	-	-	2007	FEB	23	gender:M; age:10Y	-	-	1112	Homo sapiens	USA	Washington, OH	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033451	Influenza B virus (B/Ohio/UR06-0410/2007)	Influenza B virus (B/Ohio/UR06-0410/2007)	6	6	-	-	2007	FEB	23	gender:M; age:10Y	-	-	1499	Homo sapiens	USA	Washington, OH	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033452	Influenza B virus (B/Ohio/UR06-0410/2007)	Influenza B virus (B/Ohio/UR06-0410/2007)	5	5	-	-	2007	FEB	23	gender:M; age:10Y	-	-	1802	Homo sapiens	USA	Washington, OH	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033453	Influenza B virus (B/Ohio/UR06-0410/2007)	Influenza B virus (B/Ohio/UR06-0410/2007)	8	8	-	-	2007	FEB	23	gender:M; age:10Y	-	-	1054	Homo sapiens	USA	Washington, OH	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033454	Influenza B virus (B/Ohio/UR06-0410/2007)	Influenza B virus (B/Ohio/UR06-0410/2007)	3	3	-	-	2007	FEB	23	gender:M; age:10Y	-	-	2264	Homo sapiens	USA	Washington, OH	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033455	Influenza B virus (B/Ohio/UR06-0410/2007)	Influenza B virus (B/Ohio/UR06-0410/2007)	1	1	-	-	2007	FEB	23	gender:M; age:10Y	-	-	2278	Homo sapiens	USA	Washington, OH	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033456	Influenza B virus (B/Ohio/UR06-0410/2007)	Influenza B virus (B/Ohio/UR06-0410/2007)	2	2	-	-	2007	FEB	23	gender:M; age:10Y	-	-	2351	Homo sapiens	USA	Washington, OH	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033796	Influenza B virus (B/Taiwan/42/2007)	Influenza B virus (B/Taiwan/42/2007)	4	4	Victoria	-	2007	JAN	16	gender:M	MDCK2;E1 passage(s)	-	1839	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033797	Influenza B virus (B/Taiwan/42/2007)	Influenza B virus (B/Taiwan/42/2007)	7	7	-	-	2007	JAN	16	gender:M	MDCK2;E1 passage(s)	-	1144	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033798	Influenza B virus (B/Taiwan/42/2007)	Influenza B virus (B/Taiwan/42/2007)	6	6	-	-	2007	JAN	16	gender:M	MDCK2;E1 passage(s)	-	1493	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033799	Influenza B virus (B/Taiwan/42/2007)	Influenza B virus (B/Taiwan/42/2007)	5	5	-	-	2007	JAN	16	gender:M	MDCK2;E1 passage(s)	-	1810	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033800	Influenza B virus (B/Taiwan/42/2007)	Influenza B virus (B/Taiwan/42/2007)	8	8	-	-	2007	JAN	16	gender:M	MDCK2;E1 passage(s)	-	1057	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033801	Influenza B virus (B/Taiwan/42/2007)	Influenza B virus (B/Taiwan/42/2007)	3	3	-	-	2007	JAN	16	gender:M	MDCK2;E1 passage(s)	-	2264	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033802	Influenza B virus (B/Taiwan/42/2007)	Influenza B virus (B/Taiwan/42/2007)	1	1	-	-	2007	JAN	16	gender:M	MDCK2;E1 passage(s)	-	2328	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033803	Influenza B virus (B/Taiwan/42/2007)	Influenza B virus (B/Taiwan/42/2007)	2	2	-	-	2007	JAN	16	gender:M	MDCK2;E1 passage(s)	-	2354	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033804	Influenza B virus (B/Taiwan/94/2005)	Influenza B virus (B/Taiwan/94/2005)	4	4	Victoria	-	2005	JAN	10	gender:F	MDCK2;E1 passage(s)	-	1836	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033805	Influenza B virus (B/Taiwan/94/2005)	Influenza B virus (B/Taiwan/94/2005)	7	7	-	-	2005	JAN	10	gender:F	MDCK2;E1 passage(s)	-	1145	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033806	Influenza B virus (B/Taiwan/94/2005)	Influenza B virus (B/Taiwan/94/2005)	6	6	-	-	2005	JAN	10	gender:F	MDCK2;E1 passage(s)	-	1523	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033807	Influenza B virus (B/Taiwan/94/2005)	Influenza B virus (B/Taiwan/94/2005)	5	5	-	-	2005	JAN	10	gender:F	MDCK2;E1 passage(s)	-	1803	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033808	Influenza B virus (B/Taiwan/94/2005)	Influenza B virus (B/Taiwan/94/2005)	8	8	-	-	2005	JAN	10	gender:F	MDCK2;E1 passage(s)	-	1055	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033809	Influenza B virus (B/Taiwan/94/2005)	Influenza B virus (B/Taiwan/94/2005)	3	3	-	-	2005	JAN	10	gender:F	MDCK2;E1 passage(s)	-	2258	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033810	Influenza B virus (B/Taiwan/94/2005)	Influenza B virus (B/Taiwan/94/2005)	1	1	-	-	2005	JAN	10	gender:F	MDCK2;E1 passage(s)	-	2328	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033811	Influenza B virus (B/Taiwan/94/2005)	Influenza B virus (B/Taiwan/94/2005)	2	2	-	-	2005	JAN	10	gender:F	MDCK2;E1 passage(s)	-	2349	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033812	Influenza B virus (B/Taiwan/383/2005)	Influenza B virus (B/Taiwan/383/2005)	4	4	Yamagata	-	2005	JAN	27	gender:F	MDCK2;E1 passage(s)	-	1828	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033813	Influenza B virus (B/Taiwan/383/2005)	Influenza B virus (B/Taiwan/383/2005)	7	7	-	-	2005	JAN	27	gender:F	MDCK2;E1 passage(s)	-	1144	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033814	Influenza B virus (B/Taiwan/383/2005)	Influenza B virus (B/Taiwan/383/2005)	6	6	-	-	2005	JAN	27	gender:F	MDCK2;E1 passage(s)	-	1501	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033815	Influenza B virus (B/Taiwan/383/2005)	Influenza B virus (B/Taiwan/383/2005)	5	5	-	-	2005	JAN	27	gender:F	MDCK2;E1 passage(s)	-	1790	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033816	Influenza B virus (B/Taiwan/383/2005)	Influenza B virus (B/Taiwan/383/2005)	8	8	-	-	2005	JAN	27	gender:F	MDCK2;E1 passage(s)	-	1055	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033817	Influenza B virus (B/Taiwan/383/2005)	Influenza B virus (B/Taiwan/383/2005)	3	3	-	-	2005	JAN	27	gender:F	MDCK2;E1 passage(s)	-	2265	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033818	Influenza B virus (B/Taiwan/383/2005)	Influenza B virus (B/Taiwan/383/2005)	1	1	-	-	2005	JAN	27	gender:F	MDCK2;E1 passage(s)	-	2328	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033819	Influenza B virus (B/Taiwan/383/2005)	Influenza B virus (B/Taiwan/383/2005)	2	2	-	-	2005	JAN	27	gender:F	MDCK2;E1 passage(s)	-	2351	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033820	Influenza B virus (B/NYMC BX-5A(Lee/1940-Jilin/20/2003))	B/NYMC BX-5A	4	4	Yamagata	-	-	-	-	-	Egg passage(s)	-	1835	Homo sapiens	-	-	-	-	-
CY033821	Influenza B virus (B/NYMC BX-5A(Lee/1940-Jilin/20/2003))	B/NYMC BX-5A	7	7	-	-	-	-	-	-	Egg passage(s)	-	1145	Homo sapiens	-	-	-	-	-
CY033822	Influenza B virus (B/NYMC BX-5A(Lee/1940-Jilin/20/2003))	B/NYMC BX-5A	6	6	-	-	-	-	-	-	Egg passage(s)	-	1500	Homo sapiens	-	-	-	-	-
CY033823	Influenza B virus (B/NYMC BX-5A(Lee/1940-Jilin/20/2003))	B/NYMC BX-5A	5	5	-	-	-	-	-	-	Egg passage(s)	-	1806	Homo sapiens	-	-	-	-	-
CY033824	Influenza B virus (B/NYMC BX-5A(Lee/1940-Jilin/20/2003))	B/NYMC BX-5A	8	8	-	-	-	-	-	-	Egg passage(s)	-	1036	Homo sapiens	-	-	-	-	-
CY033825	Influenza B virus (B/NYMC BX-5A(Lee/1940-Jilin/20/2003))	B/NYMC BX-5A	3	3	-	-	-	-	-	-	Egg passage(s)	-	2255	Homo sapiens	-	-	-	-	-
CY033826	Influenza B virus (B/NYMC BX-5A(Lee/1940-Jilin/20/2003))	B/NYMC BX-5A	1	1	-	-	-	-	-	-	Egg passage(s)	-	2329	Homo sapiens	-	-	-	-	-
CY033827	Influenza B virus (B/NYMC BX-5A(Lee/1940-Jilin/20/2003))	B/NYMC BX-5A	2	2	-	-	-	-	-	-	Egg passage(s)	-	2348	Homo sapiens	-	-	-	-	-
CY033828	Influenza B virus (B/Jilin/20/2003)	Influenza B virus (B/Jilin/20/2003)	4	4	Yamagata	-	2003	-	-	-	Egg passage(s)	-	1827	Homo sapiens	China	Jilin	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033829	Influenza B virus (B/Jilin/20/2003)	Influenza B virus (B/Jilin/20/2003)	7	7	-	-	2003	-	-	-	Egg passage(s)	-	1142	Homo sapiens	China	Jilin	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033830	Influenza B virus (B/Jilin/20/2003)	Influenza B virus (B/Jilin/20/2003)	6	6	-	-	2003	-	-	-	Egg passage(s)	-	1505	Homo sapiens	China	Jilin	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033831	Influenza B virus (B/Jilin/20/2003)	Influenza B virus (B/Jilin/20/2003)	5	5	-	-	2003	-	-	-	Egg passage(s)	-	1793	Homo sapiens	China	Jilin	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033832	Influenza B virus (B/Jilin/20/2003)	Influenza B virus (B/Jilin/20/2003)	8	8	-	-	2003	-	-	-	Egg passage(s)	-	1037	Homo sapiens	China	Jilin	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033833	Influenza B virus (B/Jilin/20/2003)	Influenza B virus (B/Jilin/20/2003)	3	3	-	-	2003	-	-	-	Egg passage(s)	-	2258	Homo sapiens	China	Jilin	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033834	Influenza B virus (B/Jilin/20/2003)	Influenza B virus (B/Jilin/20/2003)	1	1	-	-	2003	-	-	-	Egg passage(s)	-	2334	Homo sapiens	China	Jilin	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033835	Influenza B virus (B/Jilin/20/2003)	Influenza B virus (B/Jilin/20/2003)	2	2	-	-	2003	-	-	-	Egg passage(s)	-	2345	Homo sapiens	China	Jilin	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033836	Influenza B virus (B/NYMC BX-7(Lee/1940-Jiangsu/10/2003))	B/NYMC BX-7	4	4	Yamagata	-	-	-	-	-	Egg passage(s)	-	1827	Homo sapiens	-	-	-	-	-
CY033837	Influenza B virus (B/NYMC BX-7(Lee/1940-Jiangsu/10/2003))	B/NYMC BX-7	7	7	-	-	-	-	-	-	Egg passage(s)	-	1144	Homo sapiens	-	-	-	-	-
CY033838	Influenza B virus (B/NYMC BX-7(Lee/1940-Jiangsu/10/2003))	B/NYMC BX-7	6	6	-	-	-	-	-	-	Egg passage(s)	-	1502	Homo sapiens	-	-	-	-	-
CY033839	Influenza B virus (B/NYMC BX-7(Lee/1940-Jiangsu/10/2003))	B/NYMC BX-7	5	5	-	-	-	-	-	-	Egg passage(s)	-	1801	Homo sapiens	-	-	-	-	-
CY033840	Influenza B virus (B/NYMC BX-7(Lee/1940-Jiangsu/10/2003))	B/NYMC BX-7	8	8	-	-	-	-	-	-	Egg passage(s)	-	1041	Homo sapiens	-	-	-	-	-
CY033841	Influenza B virus (B/NYMC BX-7(Lee/1940-Jiangsu/10/2003))	B/NYMC BX-7	3	3	-	-	-	-	-	-	Egg passage(s)	-	2256	Homo sapiens	-	-	-	-	-
CY033842	Influenza B virus (B/NYMC BX-7(Lee/1940-Jiangsu/10/2003))	B/NYMC BX-7	1	1	-	-	-	-	-	-	Egg passage(s)	-	2332	Homo sapiens	-	-	-	-	-
CY033843	Influenza B virus (B/NYMC BX-7(Lee/1940-Jiangsu/10/2003))	B/NYMC BX-7	2	2	-	-	-	-	-	-	Egg passage(s)	-	2351	Homo sapiens	-	-	-	-	-
CY033844	Influenza B virus (B/Jiangsu/10/2003)	Influenza B virus (B/Jiangsu/10/2003)	4	4	Yamagata	-	2003	-	-	-	Egg passage(s)	-	1825	Homo sapiens	China	Jiangsu	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033845	Influenza B virus (B/Jiangsu/10/2003)	Influenza B virus (B/Jiangsu/10/2003)	7	7	-	-	2003	-	-	-	Egg passage(s)	-	1142	Homo sapiens	China	Jiangsu	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033846	Influenza B virus (B/Jiangsu/10/2003)	Influenza B virus (B/Jiangsu/10/2003)	6	6	-	-	2003	-	-	-	Egg passage(s)	-	1501	Homo sapiens	China	Jiangsu	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033847	Influenza B virus (B/Jiangsu/10/2003)	Influenza B virus (B/Jiangsu/10/2003)	5	5	-	-	2003	-	-	-	Egg passage(s)	-	1793	Homo sapiens	China	Jiangsu	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033848	Influenza B virus (B/Jiangsu/10/2003)	Influenza B virus (B/Jiangsu/10/2003)	8	8	-	-	2003	-	-	-	Egg passage(s)	-	1044	Homo sapiens	China	Jiangsu	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033849	Influenza B virus (B/Jiangsu/10/2003)	Influenza B virus (B/Jiangsu/10/2003)	3	3	-	-	2003	-	-	-	Egg passage(s)	-	2261	Homo sapiens	China	Jiangsu	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033850	Influenza B virus (B/Jiangsu/10/2003)	Influenza B virus (B/Jiangsu/10/2003)	1	1	-	-	2003	-	-	-	Egg passage(s)	-	2328	Homo sapiens	China	Jiangsu	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033851	Influenza B virus (B/Jiangsu/10/2003)	Influenza B virus (B/Jiangsu/10/2003)	2	2	-	-	2003	-	-	-	Egg passage(s)	-	2351	Homo sapiens	China	Jiangsu	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033852	Influenza B virus (B/Florida/7/2004)	Influenza B virus (B/Florida/7/2004)	4	4	Yamagata	-	2004	-	-	-	Egg passage(s)	-	1826	Homo sapiens	USA	Florida	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033853	Influenza B virus (B/Florida/7/2004)	Influenza B virus (B/Florida/7/2004)	7	7	-	-	2004	-	-	-	Egg passage(s)	-	1143	Homo sapiens	USA	Florida	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033854	Influenza B virus (B/Florida/7/2004)	Influenza B virus (B/Florida/7/2004)	6	6	-	-	2004	-	-	-	Egg passage(s)	-	1500	Homo sapiens	USA	Florida	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033855	Influenza B virus (B/Florida/7/2004)	Influenza B virus (B/Florida/7/2004)	5	5	-	-	2004	-	-	-	Egg passage(s)	-	1802	Homo sapiens	USA	Florida	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033856	Influenza B virus (B/Florida/7/2004)	Influenza B virus (B/Florida/7/2004)	8	8	-	-	2004	-	-	-	Egg passage(s)	-	1045	Homo sapiens	USA	Florida	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033857	Influenza B virus (B/Florida/7/2004)	Influenza B virus (B/Florida/7/2004)	3	3	-	-	2004	-	-	-	Egg passage(s)	-	2254	Homo sapiens	USA	Florida	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033858	Influenza B virus (B/Florida/7/2004)	Influenza B virus (B/Florida/7/2004)	1	1	-	-	2004	-	-	-	Egg passage(s)	-	2325	Homo sapiens	USA	Florida	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033859	Influenza B virus (B/Florida/7/2004)	Influenza B virus (B/Florida/7/2004)	2	2	-	-	2004	-	-	-	Egg passage(s)	-	2346	Homo sapiens	USA	Florida	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033860	Influenza B virus (B/Hawaii/33/2004)	Influenza B virus (B/Hawaii/33/2004)	4	4	Victoria	-	2004	-	-	-	Egg passage(s)	-	1830	Homo sapiens	USA	Hawaii	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033861	Influenza B virus (B/Hawaii/33/2004)	Influenza B virus (B/Hawaii/33/2004)	7	7	-	-	2004	-	-	-	Egg passage(s)	-	1142	Homo sapiens	USA	Hawaii	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033862	Influenza B virus (B/Hawaii/33/2004)	Influenza B virus (B/Hawaii/33/2004)	6	6	-	-	2004	-	-	-	Egg passage(s)	-	1501	Homo sapiens	USA	Hawaii	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033863	Influenza B virus (B/Hawaii/33/2004)	Influenza B virus (B/Hawaii/33/2004)	5	5	-	-	2004	-	-	-	Egg passage(s)	-	1794	Homo sapiens	USA	Hawaii	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033864	Influenza B virus (B/Hawaii/33/2004)	Influenza B virus (B/Hawaii/33/2004)	8	8	-	-	2004	-	-	-	Egg passage(s)	-	1037	Homo sapiens	USA	Hawaii	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033865	Influenza B virus (B/Hawaii/33/2004)	Influenza B virus (B/Hawaii/33/2004)	3	3	-	-	2004	-	-	-	Egg passage(s)	-	2266	Homo sapiens	USA	Hawaii	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033866	Influenza B virus (B/Hawaii/33/2004)	Influenza B virus (B/Hawaii/33/2004)	1	1	-	-	2004	-	-	-	Egg passage(s)	-	2327	Homo sapiens	USA	Hawaii	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033867	Influenza B virus (B/Hawaii/33/2004)	Influenza B virus (B/Hawaii/33/2004)	2	2	-	-	2004	-	-	-	Egg passage(s)	-	2351	Homo sapiens	USA	Hawaii	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033868	Influenza B virus (B/NYMC BX-17(Lee/1940-Malaysia/2506/2004))	B/NYMC BX-17	4	4	Victoria	-	-	-	-	-	Egg passage(s)	-	1843	Homo sapiens	-	-	-	-	-
CY033869	Influenza B virus (B/NYMC BX-17(Lee/1940-Malaysia/2506/2004))	B/NYMC BX-17	7	7	-	-	-	-	-	-	Egg passage(s)	-	1143	Homo sapiens	-	-	-	-	-
CY033870	Influenza B virus (B/NYMC BX-17(Lee/1940-Malaysia/2506/2004))	B/NYMC BX-17	6	6	-	-	-	-	-	-	Egg passage(s)	-	1495	Homo sapiens	-	-	-	-	-
CY033871	Influenza B virus (B/NYMC BX-17(Lee/1940-Malaysia/2506/2004))	B/NYMC BX-17	5	5	-	-	-	-	-	-	Egg passage(s)	-	1794	Homo sapiens	-	-	-	-	-
CY033872	Influenza B virus (B/NYMC BX-17(Lee/1940-Malaysia/2506/2004))	B/NYMC BX-17	8	8	-	-	-	-	-	-	Egg passage(s)	-	1040	Homo sapiens	-	-	-	-	-
CY033873	Influenza B virus (B/NYMC BX-17(Lee/1940-Malaysia/2506/2004))	B/NYMC BX-17	3	3	-	-	-	-	-	-	Egg passage(s)	-	2260	Homo sapiens	-	-	-	-	-
CY033874	Influenza B virus (B/NYMC BX-17(Lee/1940-Malaysia/2506/2004))	B/NYMC BX-17	1	1	-	-	-	-	-	-	Egg passage(s)	-	2331	Homo sapiens	-	-	-	-	-
CY033875	Influenza B virus (B/NYMC BX-17(Lee/1940-Malaysia/2506/2004))	B/NYMC BX-17	2	2	-	-	-	-	-	-	Egg passage(s)	-	2351	Homo sapiens	-	-	-	-	-
CY033876	Influenza B virus (B/Florida/4/2006)	Influenza B virus (B/Florida/4/2006)	4	4	Yamagata	-	2006	-	-	-	Egg passage(s)	-	1828	Homo sapiens	USA	Florida	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033877	Influenza B virus (B/Florida/4/2006)	Influenza B virus (B/Florida/4/2006)	7	7	-	-	2006	-	-	-	Egg passage(s)	-	1144	Homo sapiens	USA	Florida	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033878	Influenza B virus (B/Florida/4/2006)	Influenza B virus (B/Florida/4/2006)	6	6	-	-	2006	-	-	-	Egg passage(s)	-	1502	Homo sapiens	USA	Florida	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033879	Influenza B virus (B/Florida/4/2006)	Influenza B virus (B/Florida/4/2006)	5	5	-	-	2006	-	-	-	Egg passage(s)	-	1788	Homo sapiens	USA	Florida	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033880	Influenza B virus (B/Florida/4/2006)	Influenza B virus (B/Florida/4/2006)	8	8	-	-	2006	-	-	-	Egg passage(s)	-	1059	Homo sapiens	USA	Florida	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033881	Influenza B virus (B/Florida/4/2006)	Influenza B virus (B/Florida/4/2006)	3	3	-	-	2006	-	-	-	Egg passage(s)	-	2261	Homo sapiens	USA	Florida	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033882	Influenza B virus (B/Florida/4/2006)	Influenza B virus (B/Florida/4/2006)	1	1	-	-	2006	-	-	-	Egg passage(s)	-	2330	Homo sapiens	USA	Florida	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033883	Influenza B virus (B/Florida/4/2006)	Influenza B virus (B/Florida/4/2006)	2	2	-	-	2006	-	-	-	Egg passage(s)	-	2349	Homo sapiens	USA	Florida	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY033884	Influenza B virus (B/Taiwan/45/2001)	Influenza B virus (B/Taiwan/45/2001)	4	4	Yamagata	-	2001	JAN	3	-	MDCK1;E1 passage(s)	-	1836	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033885	Influenza B virus (B/Taiwan/45/2001)	Influenza B virus (B/Taiwan/45/2001)	7	7	-	-	2001	JAN	3	-	MDCK1;E1 passage(s)	-	1147	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033886	Influenza B virus (B/Taiwan/45/2001)	Influenza B virus (B/Taiwan/45/2001)	6	6	-	-	2001	JAN	3	-	MDCK1;E1 passage(s)	-	1499	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033887	Influenza B virus (B/Taiwan/45/2001)	Influenza B virus (B/Taiwan/45/2001)	5	5	-	-	2001	JAN	3	-	MDCK1;E1 passage(s)	-	1792	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033888	Influenza B virus (B/Taiwan/45/2001)	Influenza B virus (B/Taiwan/45/2001)	8	8	-	-	2001	JAN	3	-	MDCK1;E1 passage(s)	-	1037	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
CY033889	Influenza B virus (B/Taiwan/45/2001)	Influenza B virus (B/Taiwan/45/2001)	3	3	-	-	2001	JAN	3	-	MDCK1;E1 passage(s)	-	2264	Homo sapiens	Taiwan	Taoyuan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
