sequenceID	full_name	isolate	gb_segment	rec_segment	rec_subtype	gb_subtype	gb_year	gb_month	gb_day	gb_source	gb_lab_host	pubmed_id	length	gb_host	gb_country	gb_place_sampled	m49_country.m49_region	m49_country.m49_intermediate_region	m49_country.m49_sub_region
AF100370	Influenza B virus	B/Nagano/2038/98	-	5	-	-	-	-	-	-	-	10196339	1750	-	Japan	Nagano	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100371	Influenza B virus	B/Shiga/51/98	-	5	-	-	-	-	-	-	-	10196339	1761	-	Japan	Shiga	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100372	Influenza B virus	B/Shiga/T30/98	-	5	-	-	-	-	-	-	-	10196339	1760	-	Japan	Shiga	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100373	Influenza B virus	B/Yamanashi/166/98	-	5	-	-	-	-	-	-	-	10196339	1760	-	Japan	Yamanashi	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100374	Influenza B virus	B/Norway/1/84	-	7	-	-	-	-	-	-	-	10196339	1140	-	Norway	-	custom-table-row/m49_region/europe	-	custom-table-row/m49_sub_region/northern_europe
AF100375	Influenza B virus	B/Ibaraki/2/85	-	7	-	-	-	-	-	-	-	10196339	1141	-	Japan	Ibaraki	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100376	Influenza B virus	B/Victoria/2/87	-	7	-	-	-	-	-	-	-	10196339	1142	-	-	-	-	-	-
AF100377	Influenza B virus	B/Aichi/5/88	-	7	-	-	-	-	-	-	-	10196339	1142	-	Japan	Aichi	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100378	Influenza B virus	B/Yamagata/16/88	-	7	-	-	-	-	-	-	-	10196339	1141	-	Japan	Yamagata	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100379	Influenza B virus	B/Panama/45/90	-	7	-	-	-	-	-	-	-	10196339	1139	-	Panama	-	custom-table-row/m49_region/americas	custom-table-row/m49_intermediate_region/central_america	custom-table-row/m49_sub_region/latin_america_and_the_caribbean
AF100380	Influenza B virus	B/Mie/1/93	-	7	-	-	-	-	-	-	-	10196339	1141	-	Japan	Mie	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100381	Influenza B virus (B/Beijing/184/93)	B/Beijing/184/93	7	7	-	-	1993	-	-	-	-	10196339	1138	Homo sapiens	China	Beijing	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100382	Influenza B virus	B/Guangdong/8/93	-	7	-	-	-	-	-	-	-	10196339	1143	-	China	Guangdong	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100383	Influenza B virus	B/Guangdong/5/94	-	7	-	-	-	-	-	-	-	10196339	1141	-	China	Guangdong	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100384	Influenza B virus	B/Harbin/7/94	-	7	-	-	-	-	-	-	-	10196339	1141	-	China	Harbin	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100385	Influenza B virus	B/Argentina/218/97	-	7	-	-	-	-	-	-	-	10196339	1141	-	Argentina	-	custom-table-row/m49_region/americas	custom-table-row/m49_intermediate_region/south_america	custom-table-row/m49_sub_region/latin_america_and_the_caribbean
AF100386	Influenza B virus	B/Beijing/243/97	-	7	-	-	-	-	-	-	-	10196339	1141	-	China	Beijing	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100387	Influenza B virus	B/Henan/22/97	-	7	-	-	-	-	-	-	-	10196339	1141	-	China	Henan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100388	Influenza B virus	B/Chiba/447/98	-	7	-	-	-	-	-	-	-	10196339	1141	-	Japan	Chiba	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100389	Influenza B virus	B/Nagano/2038/98	-	7	-	-	-	-	-	-	-	10196339	1141	-	Japan	Nagano	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100390	Influenza B virus	B/Shiga/51/98	-	7	-	-	-	-	-	-	-	10196339	1141	-	Japan	Shiga	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100391	Influenza B virus	B/Shiga/T30/98	-	7	-	-	-	-	-	-	-	10196339	1121	-	Japan	Shiga	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100392	Influenza B virus	B/Yamanashi/166/98	-	7	-	-	-	-	-	-	-	10196339	1141	-	Japan	Yamanashi	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100393	Influenza B virus	B/Norway/1/84	-	8	-	-	-	-	-	-	-	10196339	1026	-	Norway	-	custom-table-row/m49_region/europe	-	custom-table-row/m49_sub_region/northern_europe
AF100394	Influenza B virus	B/Ibaraki/2/85	-	8	-	-	-	-	-	-	-	10196339	1026	-	Japan	Ibaraki	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100395	Influenza B virus	B/Aichi/5/88	-	8	-	-	-	-	-	-	-	10196339	1026	-	Japan	Aichi	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100396	Influenza B virus	B/Yamagata/16/88	-	8	-	-	-	-	-	-	-	10196339	1026	-	Japan	Yamagata	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100397	Influenza B virus	B/Panama/45/90	-	8	-	-	-	-	-	-	-	10196339	1026	-	Panama	-	custom-table-row/m49_region/americas	custom-table-row/m49_intermediate_region/central_america	custom-table-row/m49_sub_region/latin_america_and_the_caribbean
AF100398	Influenza B virus	B/Mie/1/93	-	8	-	-	-	-	-	-	-	10196339	1026	-	Japan	Mie	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100399	Influenza B virus (B/Beijing/184/93)	B/Beijing/184/93	8	8	-	-	1993	-	-	-	-	10196339	1026	Homo sapiens	China	Beijing	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100400	Influenza B virus	B/Guangdong/8/93	-	8	-	-	-	-	-	-	-	10196339	1026	-	China	Guangdong	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100401	Influenza B virus	B/Guangdong/5/94	-	8	-	-	-	-	-	-	-	10196339	1026	-	China	Guangdong	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100402	Influenza B virus	B/Harbin/7/94	-	8	-	-	-	-	-	-	-	10196339	1026	-	China	Harbin	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100403	Influenza B virus	B/Argentina/218/97	-	8	-	-	-	-	-	-	-	10196339	1026	-	Argentina	-	custom-table-row/m49_region/americas	custom-table-row/m49_intermediate_region/south_america	custom-table-row/m49_sub_region/latin_america_and_the_caribbean
AF100404	Influenza B virus	B/Henan/22/97	-	8	-	-	-	-	-	-	-	10196339	1026	-	China	Henan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100405	Influenza B virus	B/Beijing/243/97	-	8	-	-	-	-	-	-	-	10196339	1026	-	China	Beijing	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100406	Influenza B virus	B/Shiga/51/98	-	8	-	-	-	-	-	-	-	10196339	1026	-	Japan	Shiga	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100407	Influenza B virus	B/Shiga/T30/98	-	8	-	-	-	-	-	-	-	10196339	1026	-	Japan	Shiga	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100408	Influenza B virus	B/Chiba/447/98	-	8	-	-	-	-	-	-	-	10196339	1026	-	Japan	Chiba	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100409	Influenza B virus	B/Nagano/2038/98	-	8	-	-	-	-	-	-	-	10196339	1026	-	Japan	Nagano	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100410	Influenza B virus	B/Yamanashi/166/98	-	8	-	-	-	-	-	-	-	10196339	1026	-	Japan	Yamanashi	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF101066	Influenza B virus	B/Bangkok/64	-	4	Yamagata	-	-	-	-	-	-	10196339	1038	-	Thailand	Bangkok	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/south_eastern_asia
AF101067	Influenza B virus	B/Osaka/70	-	4	Yamagata	-	-	-	-	-	-	10196339	1035	-	Japan	Osaka	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF101068	Influenza B virus (B/Gifu/1973)	B/Gifu/73	4	4	Yamagata	-	-	-	-	-	-	10196339	1032	-	Japan	Gifu	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF101069	Influenza B virus (B/Guma/1973)	B/Guma/73	4	4	Yamagata	-	-	-	-	-	-	10196339	1032	-	-	-	-	-	-
AF101070	Influenza B virus	B/Kanagawa/3/76	-	4	Yamagata	-	-	-	-	-	-	10196339	1035	-	Japan	Kanagawa	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF101071	Influenza B virus	B/Norway/1/84	-	4	Yamagata	-	-	-	-	-	-	10196339	1035	-	Norway	-	custom-table-row/m49_region/europe	-	custom-table-row/m49_sub_region/northern_europe
AF101973	Influenza B virus (B/Aichi/5/88)	B/Aichi/5/88	-	2	-	-	-	-	-	-	-	10725418	2313	-	-	-	-	-	-
AF101974	Influenza B virus (B/Beijing/184/93)	B/Beijing/184/93	-	2	-	-	-	-	-	-	-	10725418	2313	-	-	-	-	-	-
AF101975	Influenza B virus (B/Beijing/243/97)	B/Beijing/243/97	-	2	-	-	-	-	-	-	-	10725418	2313	-	-	-	-	-	-
AF101976	Influenza B virus (B/Chiba/447/98)	B/Chiba/447/98	-	2	-	-	-	-	-	-	-	10725418	2313	-	-	-	-	-	-
AF101977	Influenza B virus (B/Guangdong/08/93)	B/Guangdong/08/93	-	2	-	-	-	-	-	-	-	10725418	2313	-	-	-	-	-	-
AF101978	Influenza B virus (B/Guangdong/05/94)	B/Guangdong/05/94	-	2	-	-	-	-	-	-	-	10725418	2313	-	-	-	-	-	-
AF101979	Influenza B virus (B/Harbin/7/1994)	B/Harbin/07/94	-	2	-	-	-	-	-	-	-	10725418	2313	-	-	-	-	-	-
AF101980	Influenza B virus (B/Henan/22/97)	B/Henan/22/97	-	2	-	-	-	-	-	-	-	10725418	2313	-	-	-	-	-	-
AF101981	Influenza B virus (B/Ibaraki/2/85)	B/Ibaraki/2/85	-	2	-	-	-	-	-	-	-	10725418	2313	-	-	-	-	-	-
AF101982	Influenza B virus (B/Lee/1940)	B/Lee/40	-	2	-	-	-	-	-	-	-	10725418	2313	-	-	-	-	-	-
AF101983	Influenza B virus (B/Mie/01/1993)	B/Mie/1/93	-	2	-	-	-	-	-	-	-	10725418	2313	-	-	-	-	-	-
AF101984	Influenza B virus (B/Norway/1/84)	B/Norway/1/84	-	2	-	-	-	-	-	-	-	10725418	2313	-	-	-	-	-	-
AF101985	Influenza B virus (B/Shiga/51/98)	B/Shiga/51/98	-	2	-	-	-	-	-	-	-	10725418	2313	-	-	-	-	-	-
AF101986	Influenza B virus (B/Shiga/T30/98)	B/Shiga/T30/98	-	2	-	-	-	-	-	-	-	10725418	2313	-	-	-	-	-	-
AF101987	Influenza B virus (B/Singapore/222/79)	B/Singapore/222/79	-	2	-	-	-	-	-	-	-	10725418	2313	-	-	-	-	-	-
AF101988	Influenza B virus (B/Victoria/2/1987)	B/Victoria/2/87	-	2	-	-	-	-	-	-	-	10725418	2313	-	-	-	-	-	-
AF101989	Influenza B virus (B/Yamagata/16/1988)	B/Yamagata/16/88	-	2	-	-	-	-	-	-	-	10725418	2313	-	-	-	-	-	-
AF101990	Influenza B virus (B/Yamanashi/166/1998)	B/Yamanashi/166/98	-	2	-	-	-	-	-	-	-	10725418	2313	-	-	-	-	-	-
AF101991	Influenza B virus (B/Aichi/5/88)	B/Aichi/5/88	-	1	-	-	-	-	-	-	-	10725418	2259	-	-	-	-	-	-
AF101992	Influenza B virus (B/Beijing/184/93)	B/Beijing/184/93	-	1	-	-	-	-	-	-	-	10725418	2259	-	-	-	-	-	-
AF101993	Influenza B virus (B/Beijing/243/97)	B/Beijing/243/97	-	1	-	-	-	-	-	-	-	10725418	2259	-	-	-	-	-	-
AF101994	Influenza B virus (B/Chiba/447/98)	B/Chiba/447/98	-	1	-	-	-	-	-	-	-	10725418	2259	-	-	-	-	-	-
AF101995	Influenza B virus (B/Guangdong/05/94)	B/Guangdong/05/94	-	1	-	-	-	-	-	-	-	10725418	2259	-	-	-	-	-	-
AF101996	Influenza B virus (B/Guangdong/08/93)	B/Guangdong/08/93	-	1	-	-	-	-	-	-	-	10725418	2259	-	-	-	-	-	-
AF101997	Influenza B virus (B/Harbin/7/1994)	B/Harbin/07/94	-	1	-	-	-	-	-	-	-	10725418	2259	-	-	-	-	-	-
AF101998	Influenza B virus (B/Henan/22/97)	B/Henan/22/97	-	1	-	-	-	-	-	-	-	10725418	2259	-	-	-	-	-	-
AF101999	Influenza B virus (B/Ibaraki/2/85)	B/Ibaraki/2/85	-	1	-	-	-	-	-	-	-	10725418	2259	-	-	-	-	-	-
AF102000	Influenza B virus (B/Mie/01/1993)	B/Mie/1/93	-	1	-	-	-	-	-	-	-	10725418	2259	-	-	-	-	-	-
AF102001	Influenza B virus (B/Norway/1/84)	B/Norway/1/84	-	1	-	-	-	-	-	-	-	10725418	2259	-	-	-	-	-	-
AF102002	Influenza B virus (B/Shiga/51/98)	B/Shiga/51/98	-	1	-	-	-	-	-	-	-	10725418	2259	-	-	-	-	-	-
AF102003	Influenza B virus (B/Shiga/T30/98)	B/Shiga/T30/98	-	1	-	-	-	-	-	-	-	10725418	2259	-	-	-	-	-	-
AF102004	Influenza B virus (B/Singapore/222/79)	B/Singapore/222/79	-	1	-	-	-	-	-	-	-	10725418	2259	-	-	-	-	-	-
AF102005	Influenza B virus (B/Victoria/2/1987)	B/Victoria/2/87	-	1	-	-	-	-	-	-	-	10725418	2259	-	-	-	-	-	-
AF102006	Influenza B virus (B/Yamagata/16/1988)	B/Yamagata/16/88	-	1	-	-	-	-	-	-	-	10725418	2259	-	-	-	-	-	-
AF102007	Influenza B virus (B/Yamanashi/166/1998)	B/Yamanashi/166/98	-	1	-	-	-	-	-	-	-	10725418	2259	-	-	-	-	-	-
AF102008	Influenza B virus (B/Aichi/5/88)	B/Aichi/5/88	-	3	-	-	-	-	-	-	-	10725418	2204	-	-	-	-	-	-
AF102009	Influenza B virus (B/Beijing/184/93)	B/Beijing/184/93	-	3	-	-	-	-	-	-	-	10725418	2201	-	-	-	-	-	-
AF102010	Influenza B virus (B/Beijing/243/97)	B/Beijing/243/97	-	3	-	-	-	-	-	-	-	10725418	2201	-	-	-	-	-	-
AF102011	Influenza B virus (B/Chiba/447/98)	B/Chiba/447/98	-	3	-	-	-	-	-	-	-	10725418	2201	-	-	-	-	-	-
AF102012	Influenza B virus (B/Guangdong/05/94)	B/Guangdong/05/94	-	3	-	-	-	-	-	-	-	10725418	2204	-	-	-	-	-	-
AF102013	Influenza B virus (B/Guangdong/08/93)	B/Guangdong/08/93	-	3	-	-	-	-	-	-	-	10725418	2204	-	-	-	-	-	-
AF102014	Influenza B virus (B/Harbin/7/1994)	B/Harbin/07/94	-	3	-	-	-	-	-	-	-	10725418	2201	-	-	-	-	-	-
AF102015	Influenza B virus (B/Henan/22/97)	B/Henan/22/97	-	3	-	-	-	-	-	-	-	10725418	2201	-	-	-	-	-	-
AF102016	Influenza B virus (B/Ibaraki/2/85)	B/Ibaraki/2/85	-	3	-	-	-	-	-	-	-	10725418	2204	-	-	-	-	-	-
AF102017	Influenza B virus (B/Lee/1940)	B/Lee/40	-	3	-	-	-	-	-	-	-	10725418	2204	-	-	-	-	-	-
AF102018	Influenza B virus (B/Mie/01/1993)	B/Mie/1/93	-	3	-	-	-	-	-	-	-	10725418	2201	-	-	-	-	-	-
AF102019	Influenza B virus (B/Norway/1/84)	B/Norway/1/84	-	3	-	-	-	-	-	-	-	10725418	2204	-	-	-	-	-	-
AF102020	Influenza B virus (B/Shiga/51/98)	B/Shiga/51/98	-	3	-	-	-	-	-	-	-	10725418	2201	-	-	-	-	-	-
AF102021	Influenza B virus (B/Shiga/T30/98)	B/Shiga/T30/98	-	3	-	-	-	-	-	-	-	10725418	2201	-	-	-	-	-	-
AF102022	Influenza B virus (B/Victoria/2/1987)	B/Victoria/2/87	-	3	-	-	-	-	-	-	-	10725418	2204	-	-	-	-	-	-
AF102023	Influenza B virus (B/Yamagata/16/1988)	B/Yamagata/16/88	-	3	-	-	-	-	-	-	-	10725418	2204	-	-	-	-	-	-
AF102024	Influenza B virus (B/Yamanashi/166/1998)	B/Yamanashi/166/98	-	3	-	-	-	-	-	-	-	10725418	2201	-	-	-	-	-	-
AF129889	Influenza B virus (B/Memphis/3/89)	B/Memphis/3/89	-	4	Yamagata	-	-	-	-	-	-	10438823	1758	-	USA	-	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
AF129890	Influenza B virus (B/Memphis/3/93)	B/Memphis/3/93	-	4	Yamagata	-	-	-	-	-	-	10438823	1105	-	-	-	-	-	-
AF129891	Influenza B virus (B/Memphis/18/95)	B/Memphis/18/95	-	4	Yamagata	-	-	-	-	-	-	10438823	1752	-	USA	-	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
AF129892	Influenza B virus (B/Memphis/20/1996)	B/Memphis/20/96	-	4	Yamagata	-	-	-	-	-	-	10438823	1375	-	-	-	-	-	-
AF129893	Influenza B virus (B/Memphis/10/97)	B/Memphis/10/97	-	4	Yamagata	-	-	-	-	-	-	10438823	1775	-	-	-	-	-	-
AF129894	Influenza B virus (B/Memphis/12/97)	B/Memphis/12/97	-	4	Yamagata	-	-	-	-	-	-	10438823	1775	-	-	-	-	-	-
AF129895	Influenza B virus (B/Nashville/6/89)	B/Nashville/6/89	-	4	Yamagata	-	-	-	-	-	-	10438823	1758	-	USA	-	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
AF129896	Influenza B virus (B/Houston/1/91)	B/Houston/1/91	-	4	Yamagata	-	-	-	-	-	-	10438823	1752	-	USA	-	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
AF129898	Influenza B virus (B/Sichuan/8/92)	B/Sichuan/8/92	-	4	Yamagata	-	-	-	-	-	-	10438823	1755	-	China	-	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF129899	Influenza B virus (B/Houston/1/92)	B/Houston/1/92	-	4	Yamagata	-	-	-	-	-	-	10438823	1752	-	USA	-	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
AF129900	Influenza B virus (B/Houston/2/93)	B/Houston/2/93	-	4	Yamagata	-	-	-	-	-	-	10438823	1752	-	USA	-	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
AF129902	Influenza B virus (B/Memphis/5/93)	B/Memphis/5/93	-	4	Yamagata	-	-	-	-	-	-	10438823	1752	-	USA	-	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
AF129905	Influenza B virus (B/Memphis/19/96)	B/Memphis/19/96	-	4	Yamagata	-	-	-	-	-	-	10438823	1755	-	USA	-	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
AF129906	Influenza B virus (B/Nashville/3/96)	B/Nashville/3/96	-	4	Yamagata	-	-	-	-	-	-	10438823	1755	-	USA	-	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
AF129907	Influenza B virus (B/Nashville/6/89)	B/Nashville/6/89	-	6	-	-	-	-	-	-	-	10438823	1405	-	USA	-	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
AF129908	Influenza B virus (B/Panama/45/1990)	B/Panama/45/90	-	6	-	-	-	-	-	-	-	10438823	1405	-	-	-	-	-	-
AF129909	Influenza B virus (B/Houston/1/91)	B/Houston/1/91	-	6	-	-	-	-	-	-	-	10438823	1405	-	USA	-	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
AF129910	Influenza B virus (B/Nashville/48/91)	B/Nashville/48/91	-	6	-	-	-	-	-	-	-	10438823	1405	-	USA	-	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
AF129911	Influenza B virus (B/Sichuan/8/92)	B/Sichuan/8/92	-	6	-	-	-	-	-	-	-	10438823	1408	-	China	-	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF129912	Influenza B virus (B/Houston/1/92)	B/Houston/1/92	-	6	-	-	-	-	-	-	-	10438823	1405	-	USA	-	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
AF129913	Influenza B virus (B/Nashville/107/93)	B/Nashville/107/93	-	6	-	-	-	-	-	-	-	10438823	1405	-	USA	-	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
AF129914	Influenza B virus (B/Houston/2/93)	B/Houston/2/93	-	6	-	-	-	-	-	-	-	10438823	1405	-	USA	-	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
AF129915	Influenza B virus (B/Memphis/3/93)	B/Memphis/3/93	-	6	-	-	-	-	-	-	-	10438823	1400	-	-	-	-	-	-
AF129916	Influenza B virus (B/Memphis/4/93)	B/Memphis/4/93	-	6	-	-	-	-	-	-	-	10438823	1405	-	USA	-	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
AF129917	Influenza B virus (B/Memphis/5/93)	B/Memphis/5/93	-	6	-	-	-	-	-	-	-	10438823	1405	-	USA	-	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
AF129918	Influenza B virus (B/Memphis/18/95)	B/Memphis/18/95	-	6	-	-	-	-	-	-	-	10438823	1405	-	USA	-	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
AF129919	Influenza B virus (B/Houston/1/96)	B/Houston/1/96	-	6	-	-	-	-	-	-	-	10438823	1408	-	USA	-	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
AF129920	Influenza B virus (B/Memphis/19/96)	B/Memphis/19/96	-	6	-	-	-	-	-	-	-	10438823	1408	-	USA	-	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
AF129921	Influenza B virus (B/Memphis/20/1996)	B/Memphis/20/96	-	6	-	-	-	-	-	-	-	10438823	1421	-	-	-	-	-	-
AF129922	Influenza B virus (B/Nashville/3/96)	B/Nashville/3/96	-	6	-	-	-	-	-	-	-	10438823	1408	-	USA	-	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
AF129923	Influenza B virus (B/Memphis/10/97)	B/Memphis/10/97	-	6	-	-	-	-	-	-	-	10438823	1348	-	-	-	-	-	-
AF129924	Influenza B virus (B/Memphis/12/97)	B/Memphis/12/97	-	6	-	-	-	-	-	-	-	10438823	1348	-	-	-	-	-	-
AF131990	Influenza B virus (B/Lyon/1271/96)	B/Lyon/1271/96	-	4	Yamagata	-	-	-	-	-	-	10489338	1056	-	-	-	-	-	-
AF131991	Influenza B virus (B/Lyon/1271/96)	B/Lyon/1271/96	-	4	Yamagata	-	-	-	-	-	-	10489338	1056	-	-	-	-	-	-
AF131992	Influenza B virus (B/Lyon/1271/96)	B/Lyon/1271/96	-	4	Yamagata	-	-	-	-	-	-	10489338	1056	-	-	-	-	-	-
AF134906	Influenza B virus (B/Nanchang/26/93)	B/Nanchang/26/93	-	6	-	-	-	-	-	-	-	10438823	1408	-	China	-	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF134907	Influenza B virus (B/Nanchang/480/94)	B/Nanchang/480/94	-	6	-	-	-	-	-	-	-	10438823	1408	-	USA	-	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
AF134908	Influenza B virus (B/Nanchang/8/95)	B/Nanchang/8/95	-	6	-	-	-	-	-	-	-	10438823	1408	-	China	-	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF134909	Influenza B virus (B/Nanchang/6/96)	B/Nanchang/6/96	-	6	-	-	-	-	-	-	-	10438823	1408	-	China	-	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF134910	Influenza B virus (B/Nanchang/5/97)	B/Nanchang/5/97	-	6	-	-	-	-	-	-	-	10438823	1408	-	China	-	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF134911	Influenza B virus (B/Nanchang/26/93)	B/Nanchang/26/93	-	4	Yamagata	-	-	-	-	-	-	10438823	1755	-	China	-	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF134914	Influenza B virus (B/Nanchang/6/96)	B/Nanchang/6/96	-	4	Yamagata	-	-	-	-	-	-	10438823	1758	-	China	-	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF134915	Influenza B virus (B/Nanchang/5/97)	B/Nanchang/5/97	-	4	-	-	-	-	-	-	-	10438823	1758	-	China	-	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF170569	Influenza B virus (B/Harbin/7/1994)	B/Harbin/7/94	-	5	-	-	-	-	-	-	-	10600605	1683	-	China	Harbin	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF170570	Influenza B virus (B/Harbin/7/1994)	B/Harbin/7/94	-	3	-	-	-	-	-	-	-	10600605	2181	-	China	Harbin	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF170571	Influenza B virus (B/Harbin/7/1994)	B/Harbin/7/94	1	1	-	-	-	-	-	-	-	10600605	2292	Homo sapiens	China	Harbin	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF170572	Influenza B virus (B/Harbin/7/1994)	B/Harbin/7/94	2	2	-	-	-	-	-	-	-	10600605	2327	Homo sapiens	China	Harbin	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF217215	Influenza B virus (B/Netherlands/1/97)	B/Netherlands/1/97	-	4	Yamagata	-	-	-	-	-	-	10807575	1090	-	-	-	-	-	-
AF217216	Influenza B virus (B/Netherlands/429/98)	B/Netherlands/429/98	-	4	Yamagata	-	-	-	-	-	-	10807575	1090	-	-	-	-	-	-
AF217217	Influenza B virus (B/Netherlands/2/95)	B/Netherlands/2/95	-	4	Yamagata	-	-	-	-	-	-	10807575	1090	-	-	-	-	-	-
AF217218	Influenza B virus (B/Netherlands/384/95)	B/Netherlands/384/95	-	4	Yamagata	-	-	-	-	-	-	10807575	1090	-	-	-	-	-	-
AF217219	Influenza B virus (B/Seal/Netherlands/1/99)	B/Seal/Netherlands/1/99	-	4	Yamagata	-	-	-	-	-	-	10807575	1090	-	-	-	-	-	-
AF217220	Influenza B virus (B/Netherlands/32/94)	B/Netherlands/32/94	-	4	Yamagata	-	-	-	-	-	-	10807575	1087	-	-	-	-	-	-
AF217221	Influenza B virus (B/Netherlands/31/95)	B/Netherlands/31/95	-	4	Yamagata	-	-	-	-	-	-	10807575	1087	-	-	-	-	-	-
