sequenceID	full_name	isolate	gb_segment	rec_segment	rec_subtype	gb_subtype	gb_year	gb_month	gb_day	gb_source	gb_lab_host	pubmed_id	length	gb_host	gb_country	gb_place_sampled	m49_country
LC123313	Influenza C virus (C/Yamagata/5/92)	C/Yamagata/5/92	1	1	-	-	1992	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123314	Influenza C virus (C/Yamagata/1/93)	C/Yamagata/1/93	1	1	-	-	1993	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123315	Influenza C virus (C/Miyagi/1/93)	C/Miyagi/1/93	1	1	-	-	1993	-	-	-	-	27384661	2325	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123316	Influenza C virus (C/Miyagi/3/93)	C/Miyagi/3/93	1	1	-	-	1993	-	-	-	-	27384661	2325	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123317	Influenza C virus (C/Miyagi/7/93)	C/Miyagi/7/93	1	1	-	-	1993	-	-	-	-	27384661	2325	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123318	Influenza C virus (C/Miyagi/8/96)	C/Miyagi/8/96	1	1	-	-	1996	-	-	-	-	27384661	2325	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123319	Influenza C virus (C/Miyagi/9/96)	C/Miyagi/9/96	1	1	-	-	1996	-	-	-	-	27384661	2325	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123320	Influenza C virus (C/Yamagata/8/96)	C/Yamagata/8/96	1	1	-	-	1996	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123321	Influenza C virus (C/Yamagata/13/98)	C/Yamagata/13/98	1	1	-	-	1998	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123322	Influenza C virus (C/Aichi/1/99)	C/Aichi/1/99	1	1	-	-	1999	-	-	-	-	27384661	2325	Homo sapiens	Japan	Aichi	custom-table-row/m49_country/JPN
LC123323	Influenza C virus (C/Yamagata/3/2000)	C/Yamagata/3/2000	1	1	-	-	2000	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123324	Influenza C virus (C/Yamagata/6/2000)	C/Yamagata/6/2000	1	1	-	-	2000	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123325	Influenza C virus (C/Yamagata/5/2002)	C/Yamagata/5/2002	1	1	-	-	2002	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123326	Influenza C virus (C/Yamagata/7/2002)	C/Yamagata/7/2002	1	1	-	-	2002	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123327	Influenza C virus (C/Miyagi/4/2002)	C/Miyagi/4/2002	1	1	-	-	2002	-	-	-	-	27384661	2325	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123328	Influenza C virus (C/Miyagi/11/2002)	C/Miyagi/11/2002	1	1	-	-	2002	-	-	-	-	27384661	2325	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123329	Influenza C virus (C/Miyagi/20/2002)	C/Miyagi/20/2002	1	1	-	-	2002	-	-	-	-	27384661	2325	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123330	Influenza C virus (C/Miyagi/28/2002)	C/Miyagi/28/2002	1	1	-	-	2002	-	-	-	-	27384661	2325	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123331	Influenza C virus (C/Miyagi/31/2002)	C/Miyagi/31/2002	1	1	-	-	2002	-	-	-	-	27384661	2325	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123332	Influenza C virus (C/Yamagata/3/2004)	C/Yamagata/3/2004	1	1	-	-	2004	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123333	Influenza C virus (C/Yamagata/14/2004)	C/Yamagata/14/2004	1	1	-	-	2004	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123334	Influenza C virus (C/Yamagata/15/2004)	C/Yamagata/15/2004	1	1	-	-	2004	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123335	Influenza C virus (C/Yamagata/18/2004)	C/Yamagata/18/2004	1	1	-	-	2004	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123336	Influenza C virus (C/Yamagata/26/2004)	C/Yamagata/26/2004	1	1	-	-	2004	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123337	Influenza C virus (C/Yamagata/27/2004)	C/Yamagata/27/2004	1	1	-	-	2004	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123338	Influenza C virus (C/Miyagi/12/2004)	C/Miyagi/12/2004	1	1	-	-	2004	-	-	-	-	27384661	2325	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123339	Influenza C virus (C/Miyagi/25/2004)	C/Miyagi/25/2004	1	1	-	-	2004	-	-	-	-	27384661	2325	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123340	Influenza C virus (C/Miyagi/42/2004)	C/Miyagi/42/2004	1	1	-	-	2004	-	-	-	-	27384661	2325	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123341	Influenza C virus (C/Miyagi/47/2004)	C/Miyagi/47/2004	1	1	-	-	2004	-	-	-	-	27384661	2325	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123342	Influenza C virus (C/Yamagata/1/2005)	C/Yamagata/1/2005	1	1	-	-	2005	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123343	Influenza C virus (C/Yamagata/2/2005)	C/Yamagata/2/2005	1	1	-	-	2005	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123344	Influenza C virus (C/Yamagata/3/2005)	C/Yamagata/3/2005	1	1	-	-	2005	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123345	Influenza C virus (C/Miyagi/2/2005)	C/Miyagi/2/2005	1	1	-	-	2005	-	-	-	-	27384661	2325	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123346	Influenza C virus (C/Miyagi/4/2005)	C/Miyagi/4/2005	1	1	-	-	2005	-	-	-	-	27384661	2325	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123347	Influenza C virus (C/Fukuoka/1/2005)	C/Fukuoka/1/2005	1	1	-	-	2005	-	-	-	-	27384661	2325	Homo sapiens	Japan	Fukuoka	custom-table-row/m49_country/JPN
LC123348	Influenza C virus (C/Fukuoka/2/2006)	C/Fukuoka/2/2006	1	1	-	-	2006	-	-	-	-	27384661	2325	Homo sapiens	Japan	Fukuoka	custom-table-row/m49_country/JPN
LC123349	Influenza C virus (C/Yamagata/1/2006)	C/Yamagata/1/2006	1	1	-	-	2006	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123350	Influenza C virus (C/Yamagata/9/2006)	C/Yamagata/9/2006	1	1	-	-	2006	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123351	Influenza C virus (C/Yamagata/13/2006)	C/Yamagata/13/2006	1	1	-	-	2006	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123352	Influenza C virus (C/Yamagata/14/2006)	C/Yamagata/14/2006	1	1	-	-	2006	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123353	Influenza C virus (C/Yamagata/20/2006)	C/Yamagata/20/2006	1	1	-	-	2006	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123354	Influenza C virus (C/Miyagi/4/2006)	C/Miyagi/4/2006	1	1	-	-	2006	-	-	-	-	27384661	2325	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123355	Influenza C virus (C/Yamagata/1/2007)	C/Yamagata/1/2007	1	1	-	-	2007	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123356	Influenza C virus (C/Yamagata/3/2008)	C/Yamagata/3/2008	1	1	-	-	2008	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123357	Influenza C virus (C/Yamagata/11/2008)	C/Yamagata/11/2008	1	1	-	-	2008	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123358	Influenza C virus (C/Yamagata/16/2008)	C/Yamagata/16/2008	1	1	-	-	2008	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123359	Influenza C virus (C/Yamagata/18/2008)	C/Yamagata/18/2008	1	1	-	-	2008	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123360	Influenza C virus (C/Miyagi/2/2008)	C/Miyagi/2/2008	1	1	-	-	2008	-	-	-	-	27384661	2325	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123361	Influenza C virus (C/Yamagata/2/2010)	C/Yamagata/2/2010	1	1	-	-	2010	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123362	Influenza C virus (C/Miyagi/3/2010)	C/Miyagi/3/2010	1	1	-	-	2010	-	-	-	-	27384661	2325	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123363	Influenza C virus (C/Tokyo/3/2010)	C/Tokyo/3/2010	1	1	-	-	2010	-	-	-	-	27384661	2325	Homo sapiens	Japan	Tokyo	custom-table-row/m49_country/JPN
LC123364	Influenza C virus (C/Yamagata/1/2012)	C/Yamagata/1/2012	1	1	-	-	2012	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123365	Influenza C virus (C/Yamagata/3/2012)	C/Yamagata/3/2012	1	1	-	-	2012	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123366	Influenza C virus (C/Yamagata/4/2012)	C/Yamagata/4/2012	1	1	-	-	2012	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123367	Influenza C virus (C/Yamagata/7/2012)	C/Yamagata/7/2012	1	1	-	-	2012	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123368	Influenza C virus (C/Yamagata/14/2012)	C/Yamagata/14/2012	1	1	-	-	2012	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123369	Influenza C virus (C/Yamagata/28/2012)	C/Yamagata/28/2012	1	1	-	-	2012	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123370	Influenza C virus (C/Yamagata/29/2012)	C/Yamagata/29/2012	1	1	-	-	2012	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123371	Influenza C virus (C/Miyagi/2/2012)	C/Miyagi/2/2012	1	1	-	-	2012	-	-	-	-	27384661	2325	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123372	Influenza C virus (C/Fukuoka/1/2012)	C/Fukuoka/1/2012	1	1	-	-	2012	-	-	-	-	27384661	2325	Homo sapiens	Japan	Fukuoka	custom-table-row/m49_country/JPN
LC123373	Influenza C virus (C/Yamagata/6/2014)	C/Yamagata/6/2014	1	1	-	-	2014	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123374	Influenza C virus (C/Yamagata/13/2014)	C/Yamagata/13/2014	1	1	-	-	2014	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123375	Influenza C virus (C/Yamagata/16/2014)	C/Yamagata/16/2014	1	1	-	-	2014	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123376	Influenza C virus (C/Yamagata/30/2014)	C/Yamagata/30/2014	1	1	-	-	2014	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123377	Influenza C virus (C/Yamagata/32/2014)	C/Yamagata/32/2014	1	1	-	-	2014	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123378	Influenza C virus (C/Yamagata/33/2014)	C/Yamagata/33/2014	1	1	-	-	2014	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123379	Influenza C virus (C/Yamagata/35/2014)	C/Yamagata/35/2014	1	1	-	-	2014	-	-	-	-	27384661	2325	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123380	Influenza C virus (C/Miyagi/2/2014)	C/Miyagi/2/2014	1	1	-	-	2014	-	-	-	-	27384661	2325	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123381	Influenza C virus (C/Miyagi/5/2014)	C/Miyagi/5/2014	1	1	-	-	2014	-	-	-	-	27384661	2325	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123382	Influenza C virus (C/Miyagi/6/2014)	C/Miyagi/6/2014	1	1	-	-	2014	-	-	-	-	27384661	2325	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123383	Influenza C virus (C/Tokyo/1/2014)	C/Tokyo/1/2014	1	1	-	-	2014	-	-	-	-	27384661	2325	Homo sapiens	Japan	Tokyo	custom-table-row/m49_country/JPN
LC123384	Influenza C virus (C/Tokyo/4/2014)	C/Tokyo/4/2014	1	1	-	-	2014	-	-	-	-	27384661	2325	Homo sapiens	Japan	Tokyo	custom-table-row/m49_country/JPN
LC123385	Influenza C virus (C/Taylor/1233/1947)	C/Taylor/1233/1947	2	2	-	-	1947	-	-	-	-	27384661	2322	Homo sapiens	USA	-	custom-table-row/m49_country/USA
LC123386	Influenza C virus (C/Great Lakes/1167/1954)	C/Great Lakes/1167/1954	2	2	-	-	1954	-	-	-	-	27384661	2322	Homo sapiens	USA	-	custom-table-row/m49_country/USA
LC123387	Influenza C virus (C/Yamagata/64)	C/Yamagata/64	2	2	-	-	1964	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123388	Influenza C virus (C/Johannesburg/4/67)	C/Johannesburg/4/67	2	2	-	-	1967	-	-	-	-	27384661	2322	Homo sapiens	South Africa	-	custom-table-row/m49_country/ZAF
LC123389	Influenza C virus (C/Paris/1/67)	C/Paris/1/67	2	2	-	-	1967	-	-	-	-	27384661	2322	Homo sapiens	France	-	custom-table-row/m49_country/FRA
LC123390	Influenza C virus (C/Georgia/1/69)	C/Georgia/1/69	2	2	-	-	1969	-	-	-	-	27384661	2322	Homo sapiens	USA	-	custom-table-row/m49_country/USA
LC123391	Influenza C virus (C/Sapporo/71)	C/Sapporo/71	2	2	-	-	1971	-	-	-	-	27384661	2322	Homo sapiens	Japan	Hokkaido	custom-table-row/m49_country/JPN
LC123392	Influenza C virus (C/Aomori/74)	C/Aomori/74	2	2	-	-	1974	-	-	-	-	27384661	2322	Homo sapiens	Japan	Aomori	custom-table-row/m49_country/JPN
LC123393	Influenza C virus (C/New Jersey/1/76)	C/New Jersey/1/76	2	2	-	-	1976	-	-	-	-	27384661	2322	Homo sapiens	USA	-	custom-table-row/m49_country/USA
LC123394	Influenza C virus (C/Kanagawa/1/76)	C/Kanagawa/1/76	2	2	-	-	1976	-	-	-	-	27384661	2322	Homo sapiens	Japan	Kanagawa	custom-table-row/m49_country/JPN
LC123395	Influenza C virus (C/Miyagi/77)	C/Miyagi/77	2	2	-	-	1977	-	-	-	-	27384661	2322	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123396	Influenza C virus (C/California/78)	C/California/78	2	2	-	-	1978	-	-	-	-	27384661	2322	Homo sapiens	USA	-	custom-table-row/m49_country/USA
LC123397	Influenza C virus (C/Kansas/1/79)	C/Kansas/1/79	2	2	-	-	1979	-	-	-	-	27384661	2322	Homo sapiens	USA	-	custom-table-row/m49_country/USA
LC123398	Influenza C virus (C/Greece/1/79)	C/Greece/1/79	2	2	-	-	1979	-	-	-	-	27384661	2322	Homo sapiens	Greece	-	custom-table-row/m49_country/GRC
LC123399	Influenza C virus (C/Kyoto/1/79)	C/Kyoto/1/79	2	2	-	-	1979	-	-	-	-	27384661	2322	Homo sapiens	Japan	Kyoto	custom-table-row/m49_country/JPN
LC123400	Influenza C virus (C/Shizuoka/79)	C/Shizuoka/79	2	2	-	-	1979	-	-	-	-	27384661	2322	Homo sapiens	Japan	Shizuoka	custom-table-row/m49_country/JPN
LC123401	Influenza C virus (C/Mississippi/80)	C/Mississippi/80	2	2	-	-	1980	-	-	-	-	27384661	2322	Homo sapiens	USA	-	custom-table-row/m49_country/USA
LC123402	Influenza C virus (C/Aichi/1/81)	C/Aichi/1/81	2	2	-	-	1981	-	-	-	-	27384661	2322	Homo sapiens	Japan	Aichi	custom-table-row/m49_country/JPN
LC123403	Influenza C virus (C/Yamagata/7/81)	C/Yamagata/7/81	2	2	-	-	1981	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123404	Influenza C virus (C/Yamagata/10/1981)	C/Yamagata/10/1981	2	2	-	-	1981	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123405	Influenza C virus (C/Yamagata/26/81)	C/Yamagata/26/81	2	2	-	-	1981	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123406	Influenza C virus (C/pig/Beijing/115/81)	C/pig/Beijing/115/81	2	2	-	-	1981	-	-	-	-	27384661	2322	Sus scrofa	China	-	custom-table-row/m49_country/CHN
LC123407	Influenza C virus (C/Sao Paulo/378/82)	C/Sao Paulo/378/82	2	2	-	-	1982	-	-	-	-	27384661	2322	Homo sapiens	Brazil	-	custom-table-row/m49_country/BRA
LC123408	Influenza C virus (C/Nara/82)	C/Nara/82	2	2	-	-	1982	-	-	-	-	27384661	2322	Homo sapiens	Japan	Nara	custom-table-row/m49_country/JPN
LC123409	Influenza C virus (C/England/892/1983)	C/England/892/1983	2	2	-	-	1983	-	-	-	-	27384661	2322	Homo sapiens	United Kingdom	-	custom-table-row/m49_country/GBR
LC123410	Influenza C virus (C/Yamagata/7/88)	C/Yamagata/7/88	2	2	-	-	1988	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123411	Influenza C virus (C/Yamagata/9/88)	C/Yamagata/9/88	2	2	-	-	1988	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123412	Influenza C virus (C/Yamagata/10/89)	C/Yamagata/10/89	2	2	-	-	1989	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123413	Influenza C virus (C/Miyagi/5/91)	C/Miyagi/5/91	2	2	-	-	1991	-	-	-	-	27384661	2322	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123414	Influenza C virus (C/Yamagata/4/92)	C/Yamagata/4/92	2	2	-	-	1992	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123415	Influenza C virus (C/Yamagata/5/92)	C/Yamagata/5/92	2	2	-	-	1992	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123416	Influenza C virus (C/Yamagata/1/93)	C/Yamagata/1/93	2	2	-	-	1993	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123417	Influenza C virus (C/Miyagi/1/93)	C/Miyagi/1/93	2	2	-	-	1993	-	-	-	-	27384661	2322	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123418	Influenza C virus (C/Miyagi/3/93)	C/Miyagi/3/93	2	2	-	-	1993	-	-	-	-	27384661	2322	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123419	Influenza C virus (C/Miyagi/7/93)	C/Miyagi/7/93	2	2	-	-	1993	-	-	-	-	27384661	2322	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123420	Influenza C virus (C/Miyagi/8/96)	C/Miyagi/8/96	2	2	-	-	1996	-	-	-	-	27384661	2322	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123421	Influenza C virus (C/Miyagi/9/96)	C/Miyagi/9/96	2	2	-	-	1996	-	-	-	-	27384661	2322	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123422	Influenza C virus (C/Yamagata/8/96)	C/Yamagata/8/96	2	2	-	-	1996	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123423	Influenza C virus (C/Yamagata/13/98)	C/Yamagata/13/98	2	2	-	-	1998	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123424	Influenza C virus (C/Aichi/1/99)	C/Aichi/1/99	2	2	-	-	1999	-	-	-	-	27384661	2322	Homo sapiens	Japan	Aichi	custom-table-row/m49_country/JPN
LC123425	Influenza C virus (C/Yamagata/3/2000)	C/Yamagata/3/2000	2	2	-	-	2000	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123426	Influenza C virus (C/Yamagata/6/2000)	C/Yamagata/6/2000	2	2	-	-	2000	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123427	Influenza C virus (C/Yamagata/5/2002)	C/Yamagata/5/2002	2	2	-	-	2002	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123428	Influenza C virus (C/Yamagata/7/2002)	C/Yamagata/7/2002	2	2	-	-	2002	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123429	Influenza C virus (C/Miyagi/4/2002)	C/Miyagi/4/2002	2	2	-	-	2002	-	-	-	-	27384661	2322	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123430	Influenza C virus (C/Miyagi/11/2002)	C/Miyagi/11/2002	2	2	-	-	2002	-	-	-	-	27384661	2322	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123431	Influenza C virus (C/Miyagi/20/2002)	C/Miyagi/20/2002	2	2	-	-	2002	-	-	-	-	27384661	2322	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123432	Influenza C virus (C/Miyagi/28/2002)	C/Miyagi/28/2002	2	2	-	-	2002	-	-	-	-	27384661	2322	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123433	Influenza C virus (C/Miyagi/31/2002)	C/Miyagi/31/2002	2	2	-	-	2002	-	-	-	-	27384661	2322	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123434	Influenza C virus (C/Yamagata/3/2004)	C/Yamagata/3/2004	2	2	-	-	2004	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123435	Influenza C virus (C/Yamagata/14/2004)	C/Yamagata/14/2004	2	2	-	-	2004	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123436	Influenza C virus (C/Yamagata/15/2004)	C/Yamagata/15/2004	2	2	-	-	2004	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123437	Influenza C virus (C/Yamagata/18/2004)	C/Yamagata/18/2004	2	2	-	-	2004	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123438	Influenza C virus (C/Yamagata/26/2004)	C/Yamagata/26/2004	2	2	-	-	2004	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123439	Influenza C virus (C/Yamagata/27/2004)	C/Yamagata/27/2004	2	2	-	-	2004	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123440	Influenza C virus (C/Miyagi/12/2004)	C/Miyagi/12/2004	2	2	-	-	2004	-	-	-	-	27384661	2322	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123441	Influenza C virus (C/Miyagi/25/2004)	C/Miyagi/25/2004	2	2	-	-	2004	-	-	-	-	27384661	2322	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123442	Influenza C virus (C/Miyagi/42/2004)	C/Miyagi/42/2004	2	2	-	-	2004	-	-	-	-	27384661	2322	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123443	Influenza C virus (C/Miyagi/47/2004)	C/Miyagi/47/2004	2	2	-	-	2004	-	-	-	-	27384661	2322	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123444	Influenza C virus (C/Yamagata/1/2005)	C/Yamagata/1/2005	2	2	-	-	2005	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123445	Influenza C virus (C/Yamagata/2/2005)	C/Yamagata/2/2005	2	2	-	-	2005	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123446	Influenza C virus (C/Yamagata/3/2005)	C/Yamagata/3/2005	2	2	-	-	2005	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123447	Influenza C virus (C/Miyagi/2/2005)	C/Miyagi/2/2005	2	2	-	-	2005	-	-	-	-	27384661	2322	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123448	Influenza C virus (C/Miyagi/4/2005)	C/Miyagi/4/2005	2	2	-	-	2005	-	-	-	-	27384661	2322	Homo sapiens	Japan	Miyagi	custom-table-row/m49_country/JPN
LC123449	Influenza C virus (C/Fukuoka/1/2005)	C/Fukuoka/1/2005	2	2	-	-	2005	-	-	-	-	27384661	2322	Homo sapiens	Japan	Fukuoka	custom-table-row/m49_country/JPN
LC123450	Influenza C virus (C/Fukuoka/2/2006)	C/Fukuoka/2/2006	2	2	-	-	2006	-	-	-	-	27384661	2322	Homo sapiens	Japan	Fukuoka	custom-table-row/m49_country/JPN
LC123451	Influenza C virus (C/Yamagata/1/2006)	C/Yamagata/1/2006	2	2	-	-	2006	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
LC123452	Influenza C virus (C/Yamagata/9/2006)	C/Yamagata/9/2006	2	2	-	-	2006	-	-	-	-	27384661	2322	Homo sapiens	Japan	Yamagata	custom-table-row/m49_country/JPN
