isolate	gb_serotype	rec_serotype	mlca_serotype	genome_lineage	iso_year	iso_month	iso_day	origin_type	iso_host	sample_type	iso_country	iso_place_name	segment1_accession	segment2_accession	segment3_accession	segment4_accession	segment5_accession	segment6_accession	segment7_accession
C/Yamagata/14/2012	-	-	-	-|-|-|-|-|-|-	2012	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123866	LC125030
C/Yamagata/9/2006	-	-	-	-|-|-|-|-|-|-	2006	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123848	LC125012
C/New Jersey/1/76	-	-	Yamagata	-|-|-|Yamagata|-|-|-	1976	-	-	host	Homo sapiens	-	USA	-	LC123291	LC123393	LC123495	AB035362	-	-	-
C/Thailand/B12597_HE_gene/2015	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2015	AUG	31	host	Homo sapiens	nasal swab	Thailand	-	-	-	-	MK480585	-	-	-
C/Yamagata/14/2014	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2014	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC013255	-	-	-
C/Alberta/10161/2011	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2011	APR	15	host	Homo sapiens	nasopharyngeal swab	Canada	-	-	-	-	JX080414	-	JX133159	-
C/Philippines/1972-2011/2011	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2011	-	-	host	Homo sapiens	nasopharynx/oropharynx	Philippines	-	-	-	-	ON013508	-	-	-
C/Aomori/74	-	-	-	-|-|-|-|-|-|-	1974	-	-	host	Homo sapiens	-	Japan	-	LC123290	LC123392	LC123494	D63469	LC123728	-	AB034158
C/Yamagata/1/2018	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2018	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512499	-	-	-
CMiyagi/5/93	-	-	-	-|-|-|-|-|-|-	-	-	-	host	-	-	-	-	-	-	AB086735	-	-	-	-
C/Yamagata/19/2018	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2018	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512504	-	-	-
C/Milan/1101/2009	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2009	-	-	host	Homo sapiens	nasopharyngeal swab	Italy	-	-	-	-	JX129182	-	-	-
C/Minnesota/30/2015	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2015	FEB	23	host	Homo sapiens	-	USA	-	-	-	-	CY239475	-	CY239476	-
C/India/P119564/2011	-	-	-	-|-|-|-|-|-|-	2011	JUN	10	host	Homo sapiens	TS/NS	India	-	-	-	-	-	-	KT232087	KT232088
C/Milan/1130/2010	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2010	-	-	host	Homo sapiens	nasopharyngeal swab	Italy	-	-	-	-	JX129183	-	-	-
C/Scotland/7274/2007	-	-	-	-|-|-|-|-|-|-	2007	-	-	host	Homo sapiens	respiratory sample	United Kingdom	-	-	-	-	-	-	KT835362	KT835369
C/Kaohsiung/106051925/2014	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2014	MAY	19	host	Homo sapiens	throat swab	Taiwan	-	-	-	-	MH185832	-	-	-
C/Philippines/3841-2011/2011	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2011	-	-	host	Homo sapiens	nasopharynx/oropharynx	Philippines	-	-	-	-	ON013517	-	-	-
C/Yamagata/4/89	-	-	Aichi	-|-|-|Aichi|-|-|-	-	-	-	host	-	-	-	-	-	-	-	D88428	-	-	-
C/Miyagi/4/2006	-	-	-	-|-|-|-|-|-|-	2006	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123852	LC125016
C/Miyagi/7/2006	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2006	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739860	-	-	-
C/Thailand/CN38_PB1_gene/2017	-	-	-	-|-|-|-|-|-|-	2017	MAR	7	host	Homo sapiens	nasal swab	Thailand	-	-	MK480603	-	-	-	-	-
C/Chenogju/GPD805/2015	-	-	-	-|-|-|-|-|-|-	2015	MAR	19	host	Homo sapiens	-	South Korea	-	-	-	-	-	-	-	MK050099
C/Miyagi/8/2008	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2008	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739865	-	-	-
C/Iwate/2/2016	-	-	-	-|-|-|-|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC327664	LC327665
C/Yamagata/64	-	-	-	-|-|-|-|-|-|-	1964	-	-	host	Homo sapiens	-	Japan	-	LC123285	LC123387	LC123489	D63467	LC123724	-	AB034155
C/Yamagata/7/2012	-	-	-	-|-|-|-|-|-|-	2012	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123865	LC125029
C/Biliran/TB2-162/2014	-	-	-	-|-|-|-|-|-|-	2014	JUN	25	host	Homo sapiens	nasal swab	Philippines	-	-	-	-	-	-	MZ330882	MZ330884
C/Niigata/1/2004	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	-	-	-	host	-	-	Japan	-	-	-	-	AB252158	-	-	-
C/Miyagi/9/2012	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2012	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739882	-	-	-
C/Miyagi/8/91	-	-	Aichi	-|-|-|Aichi|-|-|-	1991	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739855	-	-	-
C/Thailand/B12597_P3_gene/2015	-	-	-	-|-|-|-|-|-|-	2015	AUG	31	host	Homo sapiens	nasal swab	Thailand	-	-	-	MK480591	-	-	-	-
C/Yamagata/4/88	-	-	Yamagata	-|-|-|Yamagata|-|-|-	-	-	-	host	-	-	-	-	-	-	-	D63503	-	-	-
C/Minnesota/33/2015	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2015	MAR	11	host	Homo sapiens	-	USA	-	-	-	-	CY239481	-	CY239482	-
C/Bovine/Montana/12/2016	-	-	-	-|-|-|-|-|-|-	2016	NOV	18	host	Bos taurus	sick calve's nasal swab	USA	-	-	-	-	-	-	MH348118	MH348119
C/Kaohsiung/96060801C/2007	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2007	JUN	8	host	Homo sapiens	throat swab	Taiwan	-	-	-	-	MH185830	-	-	-
C/Biliran/TB4-130/2018	-	-	-	-|-|-|-|-|-|-	2018	MAR	27	host	Homo sapiens	nasal swab	Philippines	-	-	-	-	-	-	MZ330924	MZ330926
C/Mie/67/2012	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	-	-	-	host	-	-	Japan	-	-	-	-	AB751600	-	-	-
C/Alberta/2193/2011	-	-	-	-|-|-|-|-|-|-	2011	JAN	24	host	Homo sapiens	nasopharyngeal fluid	Canada	-	-	-	-	-	-	JX133157	-
C/Yamagata/1/88	-	-	-	-|-|-|-|-|-|-	-	-	-	host	Homo sapiens	-	-	-	-	-	-	-	-	-	AB002469
C/Bovine/Kansas/20/2017	-	-	-	-|-|-|-|-|-|-	2017	OCT	10	host	Bos taurus	lung	USA	-	-	-	-	-	-	MH421871	-
C/Miyagi/5/2006	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2006	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739858	-	-	-
C/Bovine/Minisoda/18/2017	-	-	-	-|-|-|-|-|-|-	2017	MAR	7	host	Bos taurus	nasal swab	USA	-	-	-	-	-	-	MH421870	-
C/Biliran/TB4-024/2017	-	-	-	-|-|-|-|-|-|-	2017	MAY	16	host	Homo sapiens	nasal swab	Philippines	-	-	-	-	-	-	MZ330910	MZ330912
C/Berlin/1/85	-	-	-	-|-|-|-|-|-|-	-	-	-	host	-	embryonated chicken eggs	-	-	X55992	-	-	-	-	-	-
C/Alberta/4941/2011	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2011	FEB	22	host	Homo sapiens	nasopharyngeal swab	Canada	-	-	-	-	JX080413	-	JX133158	-
C/Thailand/B12983_P3_gene/2015	-	-	-	-|-|-|-|-|-|-	2015	SEP	25	host	Homo sapiens	nasal swab	Thailand	-	-	-	MK480598	-	-	-	-
C/Kanagawa/2/2004	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	-	-	-	host	-	-	Japan	-	-	-	-	AB252161	-	-	-
C/Thailand/B12597_PB2_gene/2015	-	-	-	-|-|-|-|-|-|-	2015	AUG	31	host	Homo sapiens	nasal swab	Thailand	-	MK480590	-	-	-	-	-	-
C/Seoul/APD462/2015	-	-	-	-|-|-|-|-|-|-	2015	APR	11	host	Homo sapiens	-	South Korea	-	-	-	-	-	-	MK050101	MK050096
C/Bovine/Kansas/21/2017	-	-	-	-|-|-|-|-|-|-	2017	NOV	22	host	Bos taurus	lung	USA	-	-	-	-	-	-	MH421872	-
C/Miyagi/47/2004	-	-	-	-|-|-|-|-|-|-	2004	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123839	LC125003
C/Miyagi/5/2008	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2008	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739863	-	-	-
C/Yamagata/4/2016	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC385861	-	-	-
C/Mie/277/2012	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	-	-	-	host	-	-	Japan	-	-	-	-	AB751365	-	-	-
Yamagata/64	-	-	-	-|-|-|-|-|-|-	-	-	-	host	-	-	-	-	-	-	-	-	-	D16258	-
C/Palawan/068/2014	-	-	-	-|-|-|-|-|-|-	2014	MAR	18	host	Homo sapiens	nasal swab	Philippines	-	-	-	-	-	-	MZ331008	MZ331010
C/Yamagata/2/2018	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2018	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512500	-	-	-
C/Miyagi/13/2008	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2008	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739869	-	-	-
C/Thailand/c5395_PB1_gene/2015	-	-	-	-|-|-|-|-|-|-	2015	JAN	7	host	Homo sapiens	nasal swab	Thailand	-	-	MK480582	-	-	-	-	-
C/Thailand/B12983_NP_gene/2015	-	-	-	-|-|-|-|-|-|-	2015	SEP	25	host	Homo sapiens	nasal swab	Thailand	-	-	-	-	-	MK480595	-	-
C/Scotland/7482/2007	-	-	-	-|-|-|-|-|-|-	2007	-	-	host	Homo sapiens	respiratory sample	United Kingdom	-	-	-	-	-	-	KT835363	KT835367
C/Beijing/115/81	-	-	-	-|-|-|-|-|-|-	-	-	-	host	Homo sapiens	-	-	-	D78405	D78406	D78404	-	-	-	-
C/Thailand/B12597_NP_gene/2015	-	-	-	-|-|-|-|-|-|-	2015	AUG	31	host	Homo sapiens	nasal swab	Thailand	-	-	-	-	-	MK480588	-	-
C/Thailand/B12597_PB1_gene/2015	-	-	-	-|-|-|-|-|-|-	2015	AUG	31	host	Homo sapiens	nasal swab	Thailand	-	-	MK480589	-	-	-	-	-
C/Nara/82	-	-	-	-|-|-|-|-|-|-	1982	-	-	host	Homo sapiens	-	Japan	-	LC123306	LC123408	LC123510	-	LC123742	AB000723	AB034165
C/Alberta/3502/2011	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2011	MAR	18	host	Homo sapiens	auger suction	Canada	-	-	-	-	JX080411	-	JX133153	-
C/Bovine/Nebraska/16/2017	-	-	-	-|-|-|-|-|-|-	2017	FEB	27	host	Bos taurus	lung	USA	-	-	-	-	-	-	MH421869	-
C/Yamagata/1/2016	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC385860	-	-	-
C/Thailand/CN38_NP_gene/2017	-	-	-	-|-|-|-|-|-|-	2017	MAR	7	host	Homo sapiens	nasal swab	Thailand	-	-	-	-	-	MK480602	-	-
C/Minnesota/28/2015	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2015	FEB	8	host	Homo sapiens	-	USA	-	-	-	-	CY239471	-	CY239472	-
Yamagata/1/88	-	-	-	-|-|-|-|-|-|-	-	-	-	host	-	-	-	-	-	-	-	-	-	D16261	-
C/Minnesota/12/2015	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2015	MAR	12	host	Homo sapiens	-	USA	-	-	-	-	CY239438	-	CY239439	-
C/Yamagata/25/2016	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512492	-	-	-
C/Minnesota/27/2015	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2015	FEB	4	host	Homo sapiens	-	USA	-	-	-	-	CY239469	-	CY239470	-
C/Yamagata/3/2008	-	-	-	-|-|-|-|-|-|-	2008	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123854	LC125018
C/Miyagi/28/2002	-	-	-	-|-|-|-|-|-|-	2002	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123828	LC124992
C/Minnesota/02/2015	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2015	JAN	9	host	Homo sapiens	-	USA	-	-	-	-	CY239421	-	CY239420	-
C/Biliran/TB5-736/2016	-	-	-	-|-|-|-|-|-|-	2016	OCT	5	host	Homo sapiens	nasal swab	Philippines	-	-	-	-	-	-	MZ330987	MZ330989
C/Thailand/c5395_P3_gene/2015	-	-	-	-|-|-|-|-|-|-	2015	JAN	7	host	Homo sapiens	nasal swab	Thailand	-	-	-	MK480584	-	-	-	-
C/Yamagata/8/2018	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2018	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512502	-	-	-
C/Miyagi/4/2016	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739893	-	-	-
C/Yamagata/5/2018	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2018	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512512	-	-	-
C/Catalonia/1430/2009	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2009	SEP	28	host	Homo sapiens	nasopharyngeal swab	Spain	-	-	-	-	HM748632	-	-	-
C/Cheongju/GPD1653/2016	-	-	-	-|-|-|-|-|-|-	2016	MAY	19	host	Homo sapiens	-	South Korea	-	-	-	-	-	-	-	MK050098
C/Tokyo/4/2014	-	-	-	-|-|-|-|-|-|-	2014	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123882	LC125046
C/Minnesota/31/2015	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2015	FEB	28	host	Homo sapiens	-	USA	-	-	-	-	CY239477	-	CY239478	-
C/Philippines/1881-2011/2011	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2011	-	-	host	Homo sapiens	nasopharynx/oropharynx	Philippines	-	-	-	-	ON013513	-	-	-
C/Yamagata/5/89	-	-	-	-|-|-|-|-|-|-	-	-	-	host	-	-	-	-	-	-	-	-	-	-	AB034174
C/Thailand/CN38_P3_gene/2017	-	-	-	-|-|-|-|-|-|-	2017	MAR	7	host	Homo sapiens	nasal swab	Thailand	-	-	-	MK480605	-	-	-	-
C/Miyagi/4/2018	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2018	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739902	-	-	-
C/Mie/186/2012	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	-	-	-	host	-	-	Japan	-	-	-	-	AB751364	-	-	-
Mississippi/80	-	-	-	-|-|-|-|-|-|-	-	-	-	host	-	-	-	-	-	-	-	-	-	-	D00032
C/Bovine/Texas/1/2016	-	-	-	-|-|-|-|-|-|-	2016	NOV	14	host	Bos taurus	nasal swab	USA	-	-	-	-	-	-	MH421864	-
C/Biliran/TB4-169/2018	-	-	-	-|-|-|-|-|-|-	2018	APR	24	host	Homo sapiens	nasal swab	Philippines	-	-	-	-	-	-	MZ330931	MZ330933
C/Miyagi/2/2014	-	-	-	-|-|-|-|-|-|-	2014	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123878	LC125042
C/Taylor/1233/1947	-	-	Taylor	-|-|-|Taylor|-|-|-	1947	-	-	host	Homo sapiens	-	USA	-	LC123283	LC123385	LC123487	LC122632	LC123722	-	LC124977
C/Yamagata/32/2016	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512495	-	-	-
C/Thailand/c5395_NP_gene/2015	-	-	-	-|-|-|-|-|-|-	2015	JAN	7	host	Homo sapiens	nasal swab	Thailand	-	-	-	-	-	MK480581	-	-
CaenCA4	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2005	-	-	host	-	-	France	-	-	-	-	EU086913	-	-	-
C/Victoria/2/2012	-	-	-	-|-|-|-|-|-|-	2012	-	-	host	Homo sapiens	-	Australia	-	-	-	-	-	-	KM504282	KM504283
C/Ann Arbor/1/50	-	-	Taylor	-|-|-|Taylor|-|-|-	1950	-	-	host	Homo sapiens	-	USA	-	-	-	-	LC385858	-	NC_006312	NC_006306
C/Minnesota/25/2015	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2015	APR	14	host	Homo sapiens	-	USA	-	-	-	-	CY239461	-	CY239462	-
C/Miyagi/2/2012	-	-	-	-|-|-|-|-|-|-	2012	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123869	LC125033
C/Catalonia/1318/2009	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2009	SEP	1	host	Homo sapiens	nasopharyngeal swab	Spain	-	-	-	-	HM748631	-	-	-
C/Philippines/2007-2011/2011	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2011	-	-	host	Homo sapiens	nasopharynx/oropharynx	Philippines	-	-	-	-	ON013501	-	-	-
C/Minnesota/09/2015	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2015	MAR	10	host	Homo sapiens	-	USA	-	-	-	-	CY239435	-	CY239434	-
C/Yamagata/16/2018	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2018	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512503	-	-	-
C/Fukuoka/3/2004	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	-	-	-	host	-	-	Japan	-	-	-	-	AB252165	-	-	-
C/Yamagata/2/2005	-	-	-	-|-|-|-|-|-|-	2005	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123841	LC125005
C/Philippines/2081-2011/2011	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2011	-	-	host	Homo sapiens	nasopharynx/oropharynx	Philippines	-	-	-	-	ON013511	-	-	-
C/Catalonia/1373/2009	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2009	SEP	9	host	Homo sapiens	nasopharyngeal swab	Spain	-	-	-	-	HM748628	-	-	-
C/Thailand/CN38_M_gene/2017	-	-	-	-|-|-|-|-|-|-	2017	MAR	7	host	Homo sapiens	nasal swab	Thailand	-	-	-	-	-	-	MK480600	-
C/JJ/1950	-	-	Taylor	-|-|-|Taylor|-|-|-	-	-	-	host	-	-	-	-	FR671420	FR671421	-	FR671422	FR671423	FR671424	FR671425
C/Yamagata/20/2006	-	-	-	-|-|-|-|-|-|-	2006	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123851	LC125015
C/Yamagata/40/2018	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2018	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512508	-	-	-
C/Milan/976/2010	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2010	-	-	host	Homo sapiens	nasopharyngeal swab	Italy	-	-	-	-	JX129184	-	-	-
C/Minnesota/19/2015	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2015	MAR	30	host	Homo sapiens	-	USA	-	-	-	-	CY239450	-	CY239451	-
C/Philippines/4335-2010/2010	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2010	-	-	host	Homo sapiens	nasopharynx/oropharynx	Philippines	-	-	-	-	ON013500	-	-	-
C/Yamagata/2/2017	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2017	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512498	-	-	-
C/Miyagi/4/2002	-	-	-	-|-|-|-|-|-|-	2002	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123825	LC124989
C/Seoul/APD401/2015	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2015	MAR	29	host	Homo sapiens	-	South Korea	-	-	-	-	MK050093	-	-	MK050095
C/Milan/128/2009	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2009	-	-	host	Homo sapiens	nasopharyngeal swab	Italy	-	-	-	-	JX129180	-	-	-
C/Yamagata/18/2004	-	-	-	-|-|-|-|-|-|-	2004	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123833	LC124997
C/Philippines/2554-2011/2011	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2011	-	-	host	Homo sapiens	nasopharynx/oropharynx	Philippines	-	-	-	-	ON013514	-	-	-
C/Kaohsiung/97042912C/2008	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2008	APR	29	host	Homo sapiens	throat swab	Taiwan	-	-	-	-	MH185831	-	-	-
C/Miyagi/3/92	-	-	Yamagata	-|-|-|Yamagata|-|-|-	-	-	-	host	-	-	-	-	-	-	-	AB219076	-	-	-
C/Biliran/TB4-271/2019	-	-	-	-|-|-|-|-|-|-	2019	JUL	8	host	Homo sapiens	nasal swab	Philippines	-	-	-	-	-	-	MZ330938	MZ330940
C/Miyagi/5/93	-	-	-	-|-|-|-|-|-|-	-	-	-	host	-	-	-	-	AB086682	AB086710	-	AB086661	AB086752	AB086771	AB086794
C/Thailand/CN38_NS_gene/2017	-	-	-	-|-|-|-|-|-|-	2017	MAR	7	host	Homo sapiens	nasal swab	Thailand	-	-	-	-	-	-	-	MK480601
C/Fukuoka/2/2004	-	-	Yamagata	-|-|-|Yamagata|-|-|-	-	-	-	host	-	-	Japan	-	-	-	-	AB252164	-	-	-
C/Biliran/TB5-536/2016	-	-	-	-|-|-|-|-|-|-	2016	JUL	18	host	Homo sapiens	nasal swab	Philippines	-	-	-	-	-	-	MZ330973	MZ330975
C/Alberta/2921/2011	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2011	MAR	4	host	Homo sapiens	nasopharyngeal swab	Canada	-	-	-	-	JX080409	-	JX133151	-
C/Cheongju/GPD805/2015	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2015	MAR	19	host	Homo sapiens	-	South Korea	-	-	-	-	MK050094	-	-	-
C/Philippines/2069-2011/2011	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2011	-	-	host	Homo sapiens	nasopharynx/oropharynx	Philippines	-	-	-	-	ON013510	-	-	-
C/Thailand/c5395_M_gene/2015	-	-	-	-|-|-|-|-|-|-	2015	JAN	7	host	Homo sapiens	nasal swab	Thailand	-	-	-	-	-	-	MK480579	-
C/Tokyo/3/2010	-	-	-	-|-|-|-|-|-|-	2010	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123861	LC125025
C/Miyagi/2/2008	-	-	-	-|-|-|-|-|-|-	2008	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123858	LC125022
C/Scotland/7383/2007	-	-	-	-|-|-|-|-|-|-	2007	-	-	host	Homo sapiens	respiratory sample	United Kingdom	-	-	-	-	-	-	KT835364	KT835368
C/Miyagi/10/2012	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2012	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739883	-	-	-
C/Minnesota/03/2014	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2014	DEC	15	host	Homo sapiens	-	USA	-	-	-	-	CY239465	-	CY239466	-
C/Kaohsiung/107020729/2018	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2018	FEB	7	host	Homo sapiens	throat swab	Taiwan	-	-	-	-	MH185834	-	-	-
C/Biliran/TB2-180/2014	-	-	-	-|-|-|-|-|-|-	2014	JUL	7	host	Homo sapiens	nasal swab	Philippines	-	-	-	-	-	-	MZ330889	MZ330891
C/Mie/199/2012egg	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	-	-	-	host	-	-	Japan	-	-	-	-	AB751596	-	-	-
C/Miyagi/1/2008	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2008	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739861	-	-	-
C/Minnesota/20/2015	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2015	MAR	29	host	Homo sapiens	-	USA	-	-	-	-	CY239452	-	CY239453	-
C/Singapore/DSO-050530/2006	-	-	-	-|-|-|-|-|-|-	2006	MAY	18	host	Homo sapiens	-	Singapore	-	-	-	-	-	-	JX963106	JX963114
C/Mie/193/2012	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	-	-	-	host	-	-	Japan	-	-	-	-	AB751597	-	-	-
C/Yamagata/31/2018	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2018	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512506	-	-	-
C/Yamagata/24/2016	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC385864	-	-	-
C/Minnesota/26/2015	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2015	APR	15	host	Homo sapiens	-	USA	-	-	-	-	CY239463	-	CY239464	-
C/Bovine/Oklahoma/2/2017	-	-	-	-|-|-|-|-|-|-	2017	DEC	1	host	Bos taurus	nasal swab	USA	-	-	-	-	-	-	MH421865	-
C/Catalonia/1754/2009	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2009	NOV	9	host	Homo sapiens	nasopharyngeal swab	Spain	-	-	-	-	HM748624	-	-	-
C/Alberta/2616/2011	-	-	-	-|-|-|-|-|-|-	2011	FEB	25	host	Homo sapiens	auger suction	Canada	-	-	-	-	-	-	JX133150	-
C/Minnesota/03/2015	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2015	JAN	14	host	Homo sapiens	-	USA	-	-	-	-	CY239422	-	CY239423	-
C/Miyagi/11/2002	-	-	-	-|-|-|-|-|-|-	2002	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123826	LC124990
C/Yamagata/12/2016	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC385863	-	-	-
C/Philippines/1813-2011/2011	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2011	-	-	host	Homo sapiens	nasopharynx/oropharynx	Philippines	-	-	-	-	ON013505	-	-	-
C/Melbourne/1/2011	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2011	SEP	6	host	Homo sapiens	throat swab	Australia	-	-	-	-	JQ045710	-	-	-
C/Yamagata/26/2016	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC385865	-	-	-
C/Miyagi/1/2006	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2006	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739856	-	-	-
