cg_subtype	strain_count
A5|E1|A12|H10|A8|N8|A|A	1
B4|E1|A11|H1|A8|N3|B|B	1
B9|E1|A10|H4|A11|N6|B|B	49
A5|D1|A12|H3|A8|N2|A|A	86
B4|E1|A7|H7|A11|N6|B|B	1
B10|E1|A11|H4|A11|N3|B|B	2
A5|D1|A12|H2|A11|N1|A|A	1
B10|E1|A12|H10|A11|N4|B|A	1
A3|D1|A12|H2|A8|N6|A|A	1
B9|E1|A10|H11|A11|N6|B|A	1
B3|E1|A3|H4|A11|N1|B|A	2
B2|B1|A1|H1|A2|N1|B|A	1
B10|E1|A12|H2|A11|N9|B|A	1
B9|E1|A10|H3|A11|N4|B|A	1
B9|E1|A11|H4|A11|N3|B|B	2
B10|E1|A10|H5|A11|N1|B|A	8
A5|D1|A12|H2|A8|N5|A|A	4
B4|E1|A11|H1|A11|N4|B|B	1
B9|E1|A12|H2|A11|N3|B|B	1
B8|E1|A10|H11|A11|N3|B|A	1
B10|E1|A3|H9|A11|N2|B|B	5
A3|D1|A12|H6|A8|N1|B|A	1
A4|D1|A12|H9|A8|N2|B|A	4
B3|E1|A7|H1|A3|N1|B1|X	2
B9|E1|A11|H6|A11|N5|B|A	13
B5|C1|A7|H1|A3|N1|A|X	5
B4|D1|A3|H2|A11|N1|A|A	2
B10|D1|A3|H11|A11|N9|B|A	14
A3|D1|A4|H1|A8|N2|A|X	1
B5|E1|A10|H9|A11|N8|A|A	2
A5|D1|A5|H5|A8|N1|A|X	1
B9|E1|A10|H10|A11|N2|B|A	2
B9|E1|A11|H7|A11|N3|B|A	26
B10|E1|A10|H3|A11|N8|B|A	48
B10|E1|A3|H4|A11|N5|B|B	3
B10|E1|A10|H7|A11|N4|B|B	1
B8|E1|A3|H1|A11|N1|B|A	9
B4|E1|A3|H7|A11|N9|B|B	1
B5|E1|A3|H3|A11|N9|B|B	1
B10|E1|A12|H4|A11|N6|B|A	11
A4|E1|A3|H1|A11|N9|A|A	1
B10|E1|A3|H7|A11|N9|B|A	29
B1|E1|A2|H9|A4|N2|B|A	1
B10|E1|A3|H5|A11|N9|B|A	6
B10|E1|A3|H6|A11|N1|B|A	25
B4|E1|A3|H3|A11|N2|B|B	7
A5|D1|A5|H10|A8|N2|A|A	3
A2|E1|A3|H16|A7|N5|A|A	1
B10|E1|A3|H11|A11|N2|B|B	1
A3|D1|A12|H3|A8|N3|A|B	2
B8|E1|A3|H3|A8|N8|B|B	1
B10|E1|A7|H4|A11|N2|B|A	2
B10|E1|A3|H10|A5|N5|B|A	64
A5|D1|A12|H12|A8|N3|A|B	1
A5|E1|A12|H13|A7|N6|A|A	1
B5|E1|A10|H12|A11|N5|B|A	1
B8|D1|A12|H7|A8|N1|A|A	1
A3|D1|A4|H1|A8|N1|B|X	1
A4|D1|A12|H6|A8|N5|A|A	1
A5|D1|A12|H11|A11|N9|A|A	5
B10|E1|A7|H4|A11|N8|B|A	4
B9|E1|A10|H7|A11|N5|B|A	4
B5|E1|A7|H7|A11|N3|B|A	1
B10|E1|A11|H8|A11|N4|B|B	5
A3|D1|A12|H6|A8|N2|A|A	28
A5|D1|A5|H10|A8|N8|A|A	22
B10|E1|A3|H6|A11|N5|B|A	1
B9|E1|A10|H6|A11|N5|B|A	2
A5|D1|A12|H7|A8|N5|A|A	3
B4|E1|A10|H10|A11|N7|B|B	3
B10|E1|A7|H10|A11|N9|B|A	1
B10|E1|A12|H2|A8|N4|B|A	1
B8|E1|A3|H11|A11|N2|B|A	7
A5|E1|A7|H4|A11|N6|B|A	1
B8|E1|A3|H12|A11|N5|B|A	9
B4|E1|A12|H11|A11|N9|B|A	1
B10|E1|A11|H3|A11|N2|B|B	2
B9|E1|A11|H6|A11|N1|B|B	7
B9|E1|A7|H3|A11|N8|B|A	27
A3|D1|A12|H10|A8|N9|A|A	4
B9|E1|A7|H12|A11|N8|B|B	1
B3|E1|A7|H2|A11|N7|A|A	1
B8|E1|A10|H10|A11|N1|B|B	1
B9|E1|A7|H10|A11|N3|B|A	2
B2|D1|A5|H9|A8|N2|A|A	2
B8|E1|A10|H9|A11|N6|A|A	2
B10|E1|A3|H3|A11|N2|B|A	44
A5|D1|A7|H2|A8|N5|A|A	1
B9|E1|A10|H2|A11|N3|B|B	1
B5|E1|A10|H8|A11|N4|B|A	1
B8|E1|A7|H4|A11|N6|B|A	7
B9|E1|A12|H4|A8|N6|B|B	1
B10|E1|A12|H6|A11|N2|B|B	1
B10|E1|A11|H4|A11|N1|B|B	1
B9|E1|A12|H12|A8|N2|A|B	1
B10|E1|A11|H7|A11|N8|B|B	12
B9|E1|A3|H4|A8|N6|A|A	1
B9|E1|A3|H10|A11|N7|B|B	1
A3|E1|A12|H4|A11|N4|A|A	1
B10|E1|A3|H10|A5|N2|B|A	5
B3|E1|A10|H6|A11|N8|A|A	2
A3|D1|A12|H1|A8|N9|A|A	1
A4|D1|A7|H6|A8|N5|A|A	2
A4|D1|A5|H6|A8|N6|B|A	6
B9|E1|A3|H3|A11|N3|B|A	5
B8|E1|A8|H3|A11|N6|B|A	1
B3|E1|A8|H1|A11|N2|B|A	1
A5|D1|A12|H2|A8|N3|A|A	38
A5|D1|A5|H4|A8|N2|A|A	4
A5|D1|A5|H7|A8|N9|A|A	401
A3|D1|A5|H11|A8|N9|A|A	3
A5|D1|A12|H4|A8|N3|A|B	3
B10|E1|A10|H12|A11|N5|B|A	24
B10|E1|A3|H10|A11|N4|B|A	13
A3|D1|A5|H9|A8|N2|A|A	93
B10|E1|A11|H12|A11|N4|B|A	1
B9|E1|A10|H6|A11|N2|B|A	8
B9|E1|A11|H8|A11|N4|B|A	3
A3|D1|A12|H6|A8|N9|A|A	1
A4|E1|A12|H6|A8|N6|A|A	4
B3|E1|A12|H3|A11|N6|B|A	1
A4|D1|A5|H6|A11|N6|A|A	2
A2|E1|A6|H16|A7|N8|B|B	1
A3|D1|A12|H11|A8|N9|A|B	8
B9|E1|A7|H7|A11|N4|B|B	2
B4|E1|A7|H3|A11|N8|B|A	5
B9|E1|A10|H6|A11|N8|B|A	11
B10|E1|A3|H1|A11|N8|B|A	4
B3|E1|A11|H6|A11|N1|B|B	2
A3|D1|A12|H7|A8|N2|A|B	3
B9|E1|A3|H11|A11|N9|B|B	23
B10|E1|A12|H3|A11|N8|B|B	12
A4|E1|A3|H1|A11|N6|A|A	32
B3|E1|A7|H3|A11|N2|B|A	4
B10|E1|A7|H2|A11|N9|B|B	1
B10|E1|A3|H11|A11|N3|B|B	2
B6|C1|A7|H1|A3|N1|B1|X	35
B9|E1|A8|H7|A11|N2|B|B	70
A5|D1|A12|H3|A8|N3|A|A	9
B9|E1|A11|H12|A11|N5|B|B	5
A5|D1|A12|H5|A8|N3|A|B	13
A5|D1|A12|H8|A8|N4|A|B	9
A5|D1|A12|H5|A8|N8|A|A	538
B8|E1|A10|H1|A11|N1|B|A	11
A5|D1|A12|H8|A8|N2|A|B	2
B9|E1|A3|H9|A8|N2|B|B	1
A3|D1|A12|H10|A8|N9|A|B	1
B5|E1|A8|H1|A3|N1|B1|X	1
B5|E1|A5|H1|A3|N2|B1|X	1
B9|E1|A7|H6|A11|N6|B|B	3
B9|E1|A3|H7|A11|N3|B|B	15
B9|E1|A3|H6|A11|N9|B|A	1
A3|D1|A12|H5|A8|N5|A|A	10
B5|E1|A10|H3|A11|N3|B|A	1
B10|E1|A10|H7|A11|N6|B|A	3
A4|D1|A12|H3|A8|N2|A|A	7
B3|E1|A12|H4|A11|N6|B|A	1
A3|D1|A12|H8|A11|N4|A|A	3
B9|E1|A11|H4|A11|N1|B|A	1
A3|D1|A12|H6|A11|N1|A|B	1
B9|E1|A3|H4|A11|N6|B|A	93
A4|D1|A7|H5|A8|N6|A|B	1
B10|E1|A11|H11|A11|N9|B|A	11
B10|E1|A12|H4|A7|N7|B|A	1
B9|E1|A10|H9|A11|N2|B|A	3
A3|D1|A12|H3|A8|N1|A|B	3
B10|E1|A6|H3|A11|N6|B|A	1
B4|E1|A7|H12|A11|N5|B|B	4
B8|E1|A10|H4|A11|N8|B|B	1
B10|E1|A3|H3|A1|N8|B|B	1
A3|D1|A12|H3|A11|N8|B|A	2
A5|D1|A5|H7|A8|N2|A|A	4
B10|E1|A3|H13|A11|N2|B|A	19
B8|E1|A3|H4|A11|N3|B|A	3
B4|E1|A11|H10|A11|N2|A|A	1
A5|D1|A12|H10|A8|N3|A|B	2
B10|E1|A7|H5|A11|N3|B|A	3
A3|D1|A11|H3|A8|N2|B|A	1
B9|E1|A3|H3|A11|N2|B|B	4
B2|C1|A1|H1|A3|N1|B|A	3
A3|D1|A5|H7|A8|N8|A|A	1
A5|D1|A12|H7|A11|N8|A|A	1
B4|E1|A3|H4|A11|N8|B|B	4
B10|E1|A3|H4|A11|N2|B|B	4
B5|E1|A12|H1|A3|N1|B1|A	2
B10|E1|A3|H5|A11|N9|B|B	1
B8|E1|A3|H3|A11|N2|B|A	15
B10|E1|A7|H10|A11|N4|B|A	2
B1|E1|A2|H1|A4|N1|B|B	2
B9|E1|A7|H1|A11|N1|B|A	11
B8|E1|A3|H11|A11|N2|B|B	2
A4|D1|A12|H3|A8|N8|A|A	8
B4|E1|A8|H1|A11|N8|B|B	1
A5|D1|A12|H2|A8|N3|A|B	5
A4|E1|A12|H6|A11|N1|A|A	1
B10|E1|A11|H1|A11|N6|B|B	1
B3|E1|A10|H6|A11|N2|B|A	1
B9|E1|A10|H12|A11|N4|B|A	28
B8|E1|A3|H1|A11|N3|B|B	2
A5|D1|A12|H5|A6|N2|A|A	2
B8|E1|A8|H3|A11|N8|B|B	1
B5|C1|A7|H1|A3|N2|B1|X	13
B9|E1|A3|H6|A8|N1|B|A	2
B9|E1|A11|H4|A8|N4|B|A	1
A5|D1|A12|H11|A8|N3|A|A	5
B9|E1|A3|H4|A11|N5|B|A	1
B10|E1|A11|H6|A11|N2|B|A	5
B9|E1|A10|H7|A11|N6|B|A	2
B5|E1|A3|H2|A11|N3|B|A	3
B2|C1|A1|H3|A2|N1|B2|A	4
B10|E1|A3|H3|A11|N2|B|B	2
A1|E1|A3|H13|A7|N6|A|A	1
A4|D1|A4|H10|A8|N4|A|A	1
A5|D1|A12|H9|A8|N2|B|A	8
B9|E1|A11|H5|A11|N1|B|B	2
B7|C1|A7|H1|A3|N1|A|X	2
B10|E1|A7|H9|A11|N2|B|A	1
B4|E1|A3|H7|A11|N2|B|B	27
B5|E1|A10|H6|A11|N6|B|A	1
A5|D1|A12|H4|A8|N9|A|B	1
B5|E1|A3|H9|A11|N9|B|A	4
B9|E1|A12|H7|A11|N8|B|B	1
B4|E1|A7|H3|A8|N8|B|B	6
B9|E1|A10|H5|A11|N1|B|A	7
B10|E1|A10|H3|A11|N2|B|A	20
A5|D1|A12|H7|A8|N3|A|B	4
A5|D1|A12|H5|A8|N3|A|A	24
B3|E1|A10|H9|A11|N5|A|A	5
B10|E1|A3|H11|A5|N5|B|B	1
B4|E1|A11|H10|A11|N1|B|A	2
A5|D1|A12|H1|A11|N6|A|A	1
B8|E1|A11|H6|A11|N2|B|A	25
A4|E1|A12|H6|A11|N2|A|A	1
A5|D1|A12|H6|A11|N1|A|A	1
B10|E1|A10|H12|A11|N3|B|A	1
B5|E1|A10|H5|A11|N2|B|B	1
B9|E1|A10|H1|A11|N9|B|B	1
A5|D1|A12|H5|A8|NZ|A|A	1
B2|E1|A1|H1|A3|N1|B|A	2
A3|D1|A12|H6|A8|N8|A|A	8
B10|E1|A11|H6|A11|N8|B|B	3
A3|D1|A5|H10|A8|N7|A|A	9
B9|E1|A11|H7|A11|N9|B|A	1
A5|D1|A12|H10|A11|N5|A|B	1
A3|D1|A12|H4|A8|N1|A|A	3
A3|B1|A12|H5|A9|N9|A|A	1
B3|E1|A11|H4|A11|N6|B|A	1
B2|E1|A1|H1|A2|N1|B2|A	84
B5|E1|A3|H11|A11|N2|B|B	1
B4|E1|A8|H3|A11|N6|B|B	1
A3|D1|A7|H11|A8|N9|A|B	1
A3|D1|A4|H1|A8|N2|A|A	116
B7|C1|A7|H1|A2|N2|A|A	1
B4|E1|A10|H3|A11|N3|B|B	1
B9|E1|A12|H11|A11|N9|B|A	3
B10|E1|A3|H14|A11|N5|B|A	3
B3|E1|A3|H6|A11|N2|B|A	2
B5|E1|A10|H3|A11|N2|B|A	2
B4|E1|A12|H4|A11|N6|B|A	2
B10|E1|A11|H3|A8|N6|B|A	1
B3|E1|A6|H5|A11|N2|B|A	1
A3|D1|A5|H3|A8|N3|A|A	4
B8|E1|A11|H3|A11|N8|B|A	6
B8|E1|A10|H7|A11|N3|B|A	2
B5|C1|A7|H1|A3|N1|B1|X	24
B5|E1|A10|H6|A11|N2|B|A	1
A5|D1|A12|H15|A8|N4|A|B	1
B10|E1|A7|H7|A11|N3|B|A	7
A5|D1|A5|H6|A8|N8|A|A	2
A3|D1|A12|H6|A8|N2|B|A	1
B2|C1|A7|H1|A3|N1|A|A	8
A1|E1|A11|H13|A7|N2|B|A	1
A5|D1|A12|H11|A8|N3|A|B	3
B2|C1|A7|H1|A2|N1|A|A	2
B4|E1|A3|H3|A11|N8|B|A	9
A4|E1|A12|H6|A11|N5|A|A	1
B3|E1|A7|H3|A11|N8|B|B	7
B10|E1|A10|H11|A11|N3|B|B	2
B3|E1|A11|H3|A11|N8|B|B	1
B9|E1|A10|H12|A11|N1|B|A	2
A3|D1|A4|H1|A9|N1|B|A	2
B10|E1|A11|H3|A11|N8|B|A	79
B2|C1|A1|H1|A2|N1|B|A	10
B8|E1|A3|H6|A11|N2|B|B	4
B1|E1|A2|H4|A5|N2|B|A	2
B5|E1|A10|H1|A11|N9|B|A	2
B10|E1|A7|H3|A11|N6|B|A	2
B8|E1|A7|H2|A11|N7|A|A	2
B10|E1|A3|H4|A11|N2|B|A	15
B5|E1|A10|H10|A11|N6|B|A	2
B4|E1|A11|H4|A11|N2|B|A	1
B4|E1|A3|H11|A11|N2|B|A	1
B9|E1|A10|H5|A11|N3|B|A	3
A3|E1|A12|H5|A8|N1|A|A	1
B3|E1|A3|H7|A11|N5|B|A	1
B6|C1|A7|H1|A3|N1|B|X	67
B10|E1|A3|H14|A8|N3|B|A	2
B8|E1|A10|H2|A11|N1|A|A	2
A5|D1|A12|H10|A8|N3|A|A	37
B9|E1|A3|H5|A11|N9|B|A	5
B8|E1|A3|H3|A5|N8|B|A	1
A2|E1|A6|H13|A7|N8|A|A	3
B8|E1|A3|H2|A11|N3|B|A	1
A3|D1|A7|H10|A8|N9|A|A	1
B4|E1|A7|H10|A11|N1|A|A	1
A5|D1|A12|H6|A8|N4|A|A	1
B9|E1|A11|H5|A11|N9|B|B	1
B3|E1|A7|H4|A11|N2|B|A	1
B3|D1|A5|H1|A3|N1|B1|X	1
A3|E1|A7|H4|A11|N6|B|A	1
B4|E1|A3|H4|A8|N6|B|B	5
B10|E1|A11|H2|A11|N8|B|A	1
B10|E1|A7|H10|A11|N7|B|B	5
A3|E1|A12|H5|A8|N2|B|A	1
B9|E1|A7|H11|A11|N6|B|B	4
B8|E1|A11|H2|A11|N7|B|B	1
B8|E1|A7|H6|A11|N1|B|A	6
B10|E1|A11|H4|A11|N5|B|A	2
A3|D1|A7|H10|A8|N7|A|A	1
B9|E1|A3|H5|A11|N1|B|B	1
B10|E1|A3|H5|A8|N3|B|A	1
B9|E1|A8|H4|A11|N2|B|A	1
A3|D1|A12|H2|A8|N1|A|B	1
B10|E1|A11|H9|A11|N2|B|A	8
B8|E1|A7|H12|A11|N5|B|A	3
A5|D1|A12|H12|A8|N5|A|A	14
B10|E1|A7|H6|A11|N8|B|A	2
B4|E1|A12|H9|A11|N2|B|B	1
B8|E1|A10|H5|A11|N2|B|B	12
A3|D1|A12|H6|A11|N5|A|A	1
B4|E1|A3|H3|A11|N8|B|B	8
A4|D1|A12|H6|A8|N1|A|A	5
B10|E1|A10|H11|A11|N8|B|A	1
B10|E1|A11|H10|A8|N7|B|A	1
A3|D1|A12|H7|A8|N6|A|A	3
B9|E1|A10|H10|A11|N4|B|A	1
B8|E1|A10|H12|A11|N5|B|A	1
A4|D1|A5|H9|A8|N2|A|A	6
B10|E1|A10|H12|A11|N5|B|B	4
B8|E1|A3|H5|A11|N9|B|B	2
B8|E1|A11|H6|A11|N8|B|A	4
B3|E1|A7|H3|A11|N6|B|B	1
A3|D1|A5|H7|A8|N9|A|B	5
A4|D1|A12|H1|A3|N2|A|X	1
A5|D1|A7|H6|A8|N8|A|A	1
B4|E1|A3|H7|A11|N8|B|A	1
A5|D1|A5|H5|A8|N8|A|A	1
B5|E1|A10|H5|A11|N2|B|A	5
B2|C1|A1|H1|A2|N1|B2|A	13
A4|D1|A12|H5|A8|N2|A|B	3
A3|D1|A12|H7|A8|N9|A|B	3
B4|E1|A3|H3|A8|N8|B|B	14
B4|E1|A10|H2|A11|N3|B|B	1
B8|E1|A8|H3|A11|N2|B|A	1
B4|E1|A3|H6|A11|N8|B|B	2
B9|E1|A10|H3|A11|N7|B|A	2
B9|E1|A11|H4|A11|N8|B|B	4
A4|E1|A3|H1|A11|N9|B|A	9
B5|E1|A10|H11|A11|N3|B|B	1
B9|E1|A7|H7|A11|N2|B|A	1
A3|D1|A5|H7|A8|N6|A|A	1
B9|E1|A3|H10|A11|N3|B|B	3
A3|D1|A11|H3|A8|N2|A|A	73
B9|E1|A11|H6|A11|N4|B|B	1
A3|E1|A7|H5|A8|N8|A|A	3
B5|E1|A11|H4|A11|N6|B|A	4
B10|E1|A3|H8|A8|N4|B|A	1
B9|E1|A10|H7|A11|N9|B|A	6
B2|D1|A1|H1|A2|N1|B|A	1
B8|E1|A10|H3|A11|N8|B|A	7
B9|E1|A11|H5|A11|N4|B|A	1
A5|D1|A5|H3|A8|N3|A|A	1
B4|E1|A10|H5|A11|N2|B|B	39
B5|E1|A10|H4|A11|N6|B|B	1
B10|E1|A12|H5|A11|N9|B|A	4
B9|E1|A11|H7|A11|N6|B|A	1
A5|D1|A12|H1|A8|N4|A|A	1
B9|E1|A11|H7|A11|N4|B|B	3
B5|E1|A11|H9|A11|N9|B|A	2
B4|A1|A5|H1|A3|N1|B1|X	1
B8|E1|A3|H2|A11|N4|B|A	1
B9|E1|A10|H3|A11|N2|B|A	28
B8|E1|A7|H7|A11|N4|B|B	1
A3|D1|A12|H7|A8|N7|A|B	3
A3|D1|A12|H3|A8|N6|A|A	21
B4|D1|A7|H3|A11|N6|A|A	1
A3|D1|A12|H7|A11|N9|A|A	1
A3|D1|A12|H3|A8|N8|A|A	28
B4|E1|A3|H4|A11|N8|B|A	3
B8|E1|A11|H3|A11|N8|B|B	10
B9|E1|A11|H2|A11|N2|B|A	3
B9|E1|A3|H7|A11|N9|B|A	7
B9|E1|A3|H2|A11|N9|B|B	2
A3|D1|A12|H4|A8|N2|A|A	13
B4|E1|A11|H2|A11|N1|B|B	1
B9|E1|A11|H3|A11|N1|B|A	7
B10|E1|A7|H11|A11|N6|B|A	1
B10|E1|A3|H11|A11|N3|B|A	10
A5|D1|A12|H6|A8|N2|A|A	102
B10|E1|A3|H12|A11|N9|B|A	4
A5|D1|A7|H5|A8|N1|A|B	1
B10|E1|A3|H10|A11|N3|B|A	46
B10|E1|A7|H13|A11|N2|B|A	1
B4|E1|A8|H6|A11|N8|B|A	1
A5|D1|A12|H4|A8|N2|A|B	11
B1|E1|A2|H11|A4|N2|B|A	6
B10|E1|A11|H12|A11|N5|B|A	6
B5|E1|A11|H4|A11|N2|B|A	1
A3|D1|A12|H6|A11|N2|A|A	13
B3|E1|A11|H11|A11|N2|A|A	1
A3|E1|A12|H7|A11|N7|B|A	2
B8|E1|A11|H4|A11|N8|B|B	1
B9|E1|A3|H9|A11|N1|B|A	1
B4|E1|A3|H5|A11|N1|B|B	1
A4|D1|A5|H6|A8|N9|A|A	2
A5|E1|A7|H3|A11|N6|B|A	1
A4|D1|A7|H3|A11|N6|A|A	1
B4|E1|A3|H8|A11|N4|B|A	3
A3|D1|A12|H7|A8|N8|A|A	5
B10|E1|A7|H2|A11|N3|B|B	1
B9|E1|A3|H1|A11|N8|B|B	1
A4|D1|A12|H5|A11|N9|A|A	1
B8|E1|A11|H3|A11|N6|B|A	1
B9|E1|A10|H7|A11|N2|B|B	2
B10|E1|A11|H4|A11|N8|B|B	28
B10|E1|A10|H4|A11|N8|B|A	13
B10|E1|A7|H5|A11|N2|B|B	2
B8|E1|A10|H7|A11|N2|B|A	1
B10|E1|A10|H9|A11|N2|B|A	1
B8|E1|A10|H11|A11|N2|B|A	2
B9|E1|A11|H2|A11|N9|B|B	1
B4|E1|A11|H1|A11|N1|B|A	2
A3|D1|A12|H10|A8|N1|A|B	2
B10|E1|A3|H3|A11|N1|B|A	6
A3|D1|A12|H5|A8|N7|A|A	1
A3|E1|A7|H11|A8|N6|A|A	2
B9|E1|A3|H10|A11|N2|B|A	3
A5|D1|A12|H14|A8|N3|A|A	1
B9|E1|A12|H7|A11|N3|B|A	10
B1|E1|A2|H6|A4|N1|B|A	1
B10|E1|A11|H10|A11|N5|B|A	1
A3|D1|A5|H1|A8|N2|A|A	7
B9|E1|A11|H3|A11|N8|B|B	32
B3|E1|A8|H3|A11|N4|B|A	1
B3|E1|A7|H12|A11|N5|B|A	2
B9|E1|A10|H4|A11|N2|B|B	1
B9|E1|A10|H11|A11|N9|B|A	12
B8|D1|A12|H7|A8|N2|A|B	1
B6|C1|A7|H1|A3|N1|A|X	64
B5|E1|A7|H3|A11|N8|B|B	1
B8|E1|A11|H5|A11|N3|B|A	1
A5|E1|A12|H11|A11|N2|B|A	2
B9|E1|A10|H1|A11|N8|B|A	7
B9|E1|A10|H1|A11|N3|B|A	6
A3|D1|A4|H3|A8|N2|A|A	153
A5|D1|A12|H10|A8|N8|A|B	20
B8|E1|A8|H7|A11|N3|B|A	1
B8|E1|A3|H6|A11|N4|B|A	1
B3|E1|A3|H3|A11|N3|B|B	1
B4|E1|A3|H3|A11|N6|B|A	9
B10|E1|A10|H9|A11|N9|B|A	2
B10|E1|A7|H10|A11|N2|B|A	14
B8|E1|A10|H11|A11|N9|A|A	3
B1|E1|A2|H11|A4|N9|B|A	3
B8|E1|A10|H10|A11|N1|B|A	1
B9|E1|A7|H5|A11|N8|B|A	1
B9|E1|A11|H1|A11|N8|B|B	3
B9|E1|A3|H3|A11|N5|B|A	1
A5|D1|A12|H11|A7|N9|A|A	1
B4|E1|A11|H1|A11|N8|B|A	2
B9|E1|A10|H2|A11|N9|B|B	1
A3|D1|A12|H3|A8|N1|A|A	1
B5|E1|A8|H5|A11|N2|B|B	1
B2|A1|A1|H3|A3|N1|B|A	1
B5|E1|A3|H3|A11|N5|B|B	1
B4|E1|A11|H6|A11|N1|B|A	2
A5|E1|A12|H5|A8|N1|A|B	2
B10|E1|A11|H6|A11|N5|B|A	2
B3|E1|A6|H6|A11|N1|B|A	2
B8|E1|A7|H2|A11|N5|B|A	1
B10|E1|A11|H10|A11|N1|B|B	2
A4|D1|A7|H5|A8|N2|A|B	1
A3|D1|A12|H2|A8|N2|A|B	2
B10|E1|A3|H10|A11|N7|B|B	3
A1|E1|A7|H13|A7|N2|B|A	2
B10|E1|A7|H1|A11|N3|B|A	1
B9|E1|A3|H10|A11|N7|B|A	32
B3|E1|A8|H1|A11|N3|B|B	1
B10|E1|A11|H2|A11|N5|B|A	1
A5|D1|A12|H4|A8|N8|A|A	14
A5|D1|A12|H3|A11|N8|A|A	15
B10|E1|A11|H12|A11|N5|B|B	15
B5|E1|A3|H12|A11|N2|B|A	1
B9|E1|A11|H14|A11|N3|B|A	8
B6|C1|A7|H1|A3|N2|B1|X	36
B10|E1|A11|H12|A11|N1|B|A	6
A3|E1|A3|H11|A11|N9|B|A	2
B9|E1|A10|H4|A11|N8|B|A	4
B10|E1|A3|H12|A11|N1|B|A	4
B9|E1|A11|H14|A11|N4|B|A	2
B3|E1|A3|H11|A11|N9|B|A	3
B10|E1|A3|H2|A11|N1|B|B	1
B9|A1|A2|H11|A11|N2|B|A	3
B9|E1|A3|H2|A8|N2|A|A	1
B10|E1|A12|H10|A11|N3|B|A	1
A4|E1|A11|H10|A11|N7|A|B	1
B4|D1|A12|H3|A11|N6|B|A	1
B10|E1|A3|H2|A11|N8|B|A	1
A3|D1|A12|H9|A11|N2|A|B	1
B5|E1|A3|H1|A11|N1|B|A	7
B9|E1|A11|H4|A11|N9|B|A	2
B10|E1|A3|H1|A11|N9|B|A	1
B5|E1|A8|H6|A11|N8|B|A	9
B8|E1|A10|H3|A11|N2|B|B	1
B10|E1|A10|H3|A11|N6|B|B	7
A3|E1|A12|H1|A8|N2|A|A	1
B4|E1|A8|H2|A11|N2|B|B	17
A5|E1|A12|H9|A11|N2|A|A	1
B10|E1|A3|H1|A11|N5|B|A	1
B9|E1|A10|H4|A11|N8|B|B	3
B9|E1|A10|H10|A11|N5|B|A	1
A5|E1|A12|H3|A11|N8|B|A	2
B10|E1|A7|H6|A11|N8|B|B	1
B9|E1|A6|H6|A11|N8|B|B	1
B9|E1|A11|H7|A11|N8|B|B	1
B3|E1|A3|H4|A11|N6|B|A	1
B10|E1|A3|H5|A11|N4|B|A	1
B4|E1|A3|H6|A11|N7|A|A	1
A3|D1|A4|H3|A8|N1|A|A	9
A5|D1|A12|H10|A8|N4|A|A	17
B2|A1|A1|H1|A2|N1|B2|A	579
B3|E1|A10|H2|A11|N1|A|A	1
B10|D1|A3|H11|A11|N5|B|A	4
B10|E1|A10|H6|A8|N8|B|B	1
B9|E1|A3|H6|A11|N5|B|A	4
A3|D1|A5|H7|A8|N9|A|A	4
A4|E1|A3|H10|A11|N7|A|B	1
B5|E1|A3|H6|A11|N1|B|A	2
B5|E1|A10|H9|A11|N9|A|A	2
B9|E1|A3|H5|A11|N9|B|B	3
B8|E1|A7|H6|A11|N8|B|B	2
A5|D1|A12|H12|A8|N8|A|A	2
B5|E1|A10|H7|A11|N8|B|A	1
B9|E1|A10|H1|A11|N6|B|A	2
A5|D1|A12|H2|A8|N2|A|A	3
A5|D1|A12|H12|A11|N9|A|A	1
B9|E1|A10|H9|A11|N2|A|A	1
B10|E1|A10|H3|A11|N8|B|B	6
A4|D1|A5|H6|A8|N2|B|A	5
A3|E1|A7|H11|A11|N6|A|A	1
B9|E1|A11|H10|A11|N3|B|A	2
B9|E1|A11|H3|A11|N2|B|A	9
B9|E1|A10|H9|A11|N5|A|A	1
B4|E1|A10|H5|A11|N5|B|B	29
B4|E1|A11|H4|A11|N1|B|B	1
B10|E1|A10|H6|A11|N1|B|A	5
B1|E1|A2|H6|A4|N2|B|A	6
B10|E1|A3|H1|A11|N3|B|B	1
B10|E1|A3|H2|A11|N3|B|B	2
B3|E1|A10|H11|A11|N9|B|A	2
B10|E1|A7|H11|A11|N9|B|A	5
A3|D1|A7|H3|A8|N2|A|A	148
B8|E1|A8|H6|A11|N8|B|A	3
B7|C1|A7|H3|A2|N2|B|A	1
B9|E1|A3|H4|A11|N4|B|A	1
B8|E1|A11|H7|A11|N3|B|B	5
B10|E1|A3|H9|A11|N2|B|A	7
B9|E1|A8|H3|A11|N2|B|A	1
B10|E1|A11|H2|A11|N3|B|B	3
B4|E1|A3|H12|A11|N5|B|B	1
B9|E1|A3|H3|A8|N8|B|A	3
B10|E1|A10|H10|A11|N9|B|A	2
B10|E1|A3|H10|A11|N5|B|B	20
A3|D1|A5|H1|A8|N4|A|A	5
B10|E1|A11|H5|A8|N6|B|A	1
B9|E1|A11|H1|A11|N2|B|B	1
B9|E1|A11|H5|A11|N2|B|B	5
B10|E1|A11|H2|A11|N1|B|A	1
A3|D1|A12|H3|A8|N8|A|B	31
A3|D1|A12|H7|A11|N3|A|B	1
A5|D1|A12|H2|A8|N9|A|B	2
B4|E1|A7|H4|A11|N6|B|B	10
