sequenceID	source.name	rec_segment	gb_segment	gb_subtype	rec_subtype	gb_year	gb_month	gb_day	gb_country	length	pubmed_id	full_name	gb_lab_host	gb_host	isolate	gb_source	m49_country
LC327661	icv-ncbi-refseqs-seg3	3	3	-	-	2016	-	-	Japan	2139	30068890	Influenza C virus (C/Iwate/2/2016)	-	Homo sapiens	C/Iwate/2/2016	-	custom-table-row/m49_country/JPN
LC603645	icv-ncbi-refseqs-seg3	3	3	-	-	1988	-	-	Japan	2139	33802440	Influenza C virus	-	Homo sapiens	C/Yamagata/11/88	-	custom-table-row/m49_country/JPN
LC603652	icv-ncbi-refseqs-seg3	3	3	-	-	2004	-	-	Japan	2139	33802440	Influenza C virus	-	Homo sapiens	C/Yamagata/29/2004	-	custom-table-row/m49_country/JPN
LC720291	icv-ncbi-refseqs-seg3	3	3	-	-	2018	-	-	Japan	2172	37741464	Influenza C virus	-	Homo sapiens	-	nasopharyngea swab using HBTEC-ALI culture	custom-table-row/m49_country/JPN
MH348115	icv-ncbi-refseqs-seg3	3	3	-	-	2016	NOV	18	USA	2156	-	Influenza C virus	-	Bos taurus	C/Bovine/Montana/12/2016	sick calve's nasal swab	custom-table-row/m49_country/USA
MH828692	icv-ncbi-refseqs-seg3	3	3	-	-	2014	APR	16	Viet Nam	2183	32499763	Influenza C virus	-	Homo sapiens	C/Vietnam/1290/2014	nasopharyngeal swab	custom-table-row/m49_country/VNM
MK050102	icv-ncbi-refseqs-seg3	3	3	-	-	2015	APR	11	South Korea	2130	30978620	Influenza C virus	-	Homo sapiens	C/Seoul/APD462/2015	-	custom-table-row/m49_country/KOR
MZ330885	icv-ncbi-refseqs-seg3	3	3	-	-	2014	JUN	25	Philippines	2130	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB2-162/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330892	icv-ncbi-refseqs-seg3	3	3	-	-	2014	JUL	7	Philippines	2130	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB2-180/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330899	icv-ncbi-refseqs-seg3	3	3	-	-	2014	JUL	24	Philippines	2130	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB2-204/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330906	icv-ncbi-refseqs-seg3	3	3	-	-	2014	OCT	2	Philippines	2130	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB2-293/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330913	icv-ncbi-refseqs-seg3	3	3	-	-	2017	MAY	16	Philippines	2130	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-024/2017	nasal swab	custom-table-row/m49_country/PHL
MZ330920	icv-ncbi-refseqs-seg3	3	3	-	-	2017	JUN	15	Philippines	2130	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-067/2017	nasal swab	custom-table-row/m49_country/PHL
MZ330927	icv-ncbi-refseqs-seg3	3	3	-	-	2018	MAR	27	Philippines	2130	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-130/2018	nasal swab	custom-table-row/m49_country/PHL
MZ330934	icv-ncbi-refseqs-seg3	3	3	-	-	2018	APR	24	Philippines	2130	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-169/2018	nasal swab	custom-table-row/m49_country/PHL
MZ330941	icv-ncbi-refseqs-seg3	3	3	-	-	2019	JUL	8	Philippines	2130	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-271/2019	nasal swab	custom-table-row/m49_country/PHL
MZ330948	icv-ncbi-refseqs-seg3	3	3	-	-	2014	JUN	2	Philippines	2130	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-195/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330955	icv-ncbi-refseqs-seg3	3	3	-	-	2014	JUN	20	Philippines	2130	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-241/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330962	icv-ncbi-refseqs-seg3	3	3	-	-	2017	JUN	13	Philippines	2130	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-312/2017	nasal swab	custom-table-row/m49_country/PHL
MZ330969	icv-ncbi-refseqs-seg3	3	3	-	-	2016	JUN	29	Philippines	2130	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-498/2016	nasal swab	custom-table-row/m49_country/PHL
MZ330976	icv-ncbi-refseqs-seg3	3	3	-	-	2016	JUL	18	Philippines	2130	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-536/2016	nasal swab	custom-table-row/m49_country/PHL
MZ330983	icv-ncbi-refseqs-seg3	3	3	-	-	2016	AUG	23	Philippines	2130	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-625/2016	nasal swab	custom-table-row/m49_country/PHL
MZ330990	icv-ncbi-refseqs-seg3	3	3	-	-	2016	OCT	5	Philippines	2130	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-736/2016	nasal swab	custom-table-row/m49_country/PHL
MZ330997	icv-ncbi-refseqs-seg3	3	3	-	-	2014	JUL	10	Philippines	2130	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB8-250/2014	nasal swab	custom-table-row/m49_country/PHL
MZ331004	icv-ncbi-refseqs-seg3	3	3	-	-	2015	JUL	3	Philippines	2130	-	Influenza C virus	-	Homo sapiens	C/Palawan/061/2015	nasal swab	custom-table-row/m49_country/PHL
MZ331011	icv-ncbi-refseqs-seg3	3	3	-	-	2014	MAR	18	Philippines	2130	-	Influenza C virus	-	Homo sapiens	C/Palawan/068/2014	nasal swab	custom-table-row/m49_country/PHL
NC_006309	icv-ncbi-refseqs-seg3	3	3	-	-	-	-	-	-	2183	15218173	Influenza C virus (C/Ann Arbor/1/50)	-	-	C/Ann Arbor/1/50	-	-
OK254892	icv-ncbi-refseqs-seg3	3	3	-	-	2020	-	-	China	2127	-	Influenza C virus	-	Canis familiaris	C/canine/China/Guangzhou-1/2020	nasal swab	custom-table-row/m49_country/CHN
OK254899	icv-ncbi-refseqs-seg3	3	3	-	-	2020	-	-	China	2127	-	Influenza C virus	-	Canis familiaris	C/canine/China/Guangzhou-2/2020	nasal swab	custom-table-row/m49_country/CHN
AB035357	icv-ncbi-refseqs-seg4	4	-	Taylor	-	-	-	-	-	1987	10811928	Influenza C virus	-	-	C/Paris/1/67	-	-
AB252153	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	-	-	-	Japan	1926	17215347	Influenza C virus (C/Yamagata/3/2004)	-	-	C/Yamagata/3/2004	-	custom-table-row/m49_country/JPN
AB252156	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	-	-	-	Japan	1926	17215347	Influenza C virus (C/Miyagi/12/2004)	-	-	C/Miyagi/12/2004	-	custom-table-row/m49_country/JPN
AB252157	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	-	-	-	Japan	1926	17215347	Influenza C virus (C/Miyagi/42/2004)	-	-	C/Miyagi/42/2004	-	custom-table-row/m49_country/JPN
AB899777	icv-ncbi-refseqs-seg4	4	-	Aichi	-	1992	-	-	Japan	1926	25017953	Influenza C virus (C/Yamagata/4/92)	-	Homo sapiens	C/Yamagata/4/92	-	custom-table-row/m49_country/JPN
D30697	icv-ncbi-refseqs-seg4	4	4	Yamagata	-	-	-	-	-	1987	7996155	Influenza C virus (C/Nara/2/85)	-	-	C/Nara/2/85	-	-
GQ853452	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2006	DEC	4	Singapore	1988	-	Influenza C virus (C/Singapore/DSO-070203/2006)	-	Homo sapiens	C/Singapore/DSO-070203/2006	-	custom-table-row/m49_country/SGP
GQ853453	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2006	NOV	17	Singapore	1983	-	Influenza C virus (C/Singapore/DSO-070170/2006)	-	Homo sapiens	C/Singapore/DSO-070170/2006	-	custom-table-row/m49_country/SGP
GQ853454	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2006	NOV	29	Singapore	1997	-	Influenza C virus (C/Singapore/DSO-070193/2006)	-	Homo sapiens	C/Singapore/DSO-070193/2006	-	custom-table-row/m49_country/SGP
GQ853455	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2006	MAY	18	Singapore	1987	-	Influenza C virus (C/Singapore/DSO-050530/2006)	-	Homo sapiens	C/Singapore/DSO-050530/2006	-	custom-table-row/m49_country/SGP
JX947861	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2011	JUL	15	India	1944	23523822	Influenza C virus (C/Eastern India/1202/2011)	-	Homo sapiens	C/Eastern India/1202/2011	-	custom-table-row/m49_country/IND
KM504280	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2012	-	-	Australia	2073	-	Influenza C virus (C/Victoria/2/2012)	-	Homo sapiens	C/Victoria/2/2012	-	custom-table-row/m49_country/AUS
KM507548	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2012	FEB	24	India	1883	-	Influenza C virus (C/India/P121719/2012)	-	Homo sapiens	C/India/P121719/2012	TS/NS	custom-table-row/m49_country/IND
KM507555	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2013	APR	25	India	1942	-	Influenza C virus (C/India/P135047/2013)	-	Homo sapiens	C/India/P135047/2013	TS/NS	custom-table-row/m49_country/IND
KT232085	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2011	JUN	10	India	1926	-	Influenza C virus (C/India/P119564/2011)	-	Homo sapiens	C/India/P119564/2011	TS/NS	custom-table-row/m49_country/IND
KT835351	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2007	-	-	United Kingdom	1817	26655269	Influenza C virus (C/Scotland/6855/2007)	-	Homo sapiens	C/Scotland/6855/2007	respiratory sample	custom-table-row/m49_country/GBR
KT835352	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2007	-	-	United Kingdom	1817	26655269	Influenza C virus (C/Scotland/7274/2007)	-	Homo sapiens	C/Scotland/7274/2007	respiratory sample	custom-table-row/m49_country/GBR
KT835353	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2007	-	-	United Kingdom	1817	26655269	Influenza C virus (C/Scotland/7383/2007)	-	Homo sapiens	C/Scotland/7383/2007	respiratory sample	custom-table-row/m49_country/GBR
KT835354	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2007	-	-	United Kingdom	1817	26655269	Influenza C virus (C/Scotland/7482/2007)	-	Homo sapiens	C/Scotland/7482/2007	respiratory sample	custom-table-row/m49_country/GBR
LC122633	icv-ncbi-refseqs-seg4	4	4	Yamagata	-	1954	-	-	USA	1986	27384661	Influenza C virus (C/Great Lakes/1167/1954)	-	Homo sapiens	C/Great Lakes/1167/1954	-	custom-table-row/m49_country/USA
LC122634	icv-ncbi-refseqs-seg4	4	4	Yamagata	-	1978	-	-	USA	1986	27384661	Influenza C virus (C/California/78)	-	Homo sapiens	C/California/78	-	custom-table-row/m49_country/USA
LC122635	icv-ncbi-refseqs-seg4	4	4	Mississippi	-	1980	-	-	USA	1983	27384661	Influenza C virus (C/Mississippi/80)	-	Homo sapiens	C/Mississippi/80	-	custom-table-row/m49_country/USA
LC122638	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2002	-	-	Japan	1926	27384661	Influenza C virus (C/Yamagata/5/2002)	-	Homo sapiens	C/Yamagata/5/2002	-	custom-table-row/m49_country/JPN
LC122639	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2002	-	-	Japan	1926	27384661	Influenza C virus (C/Miyagi/4/2002)	-	Homo sapiens	C/Miyagi/4/2002	-	custom-table-row/m49_country/JPN
LC122640	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2002	-	-	Japan	1926	27384661	Influenza C virus (C/Miyagi/11/2002)	-	Homo sapiens	C/Miyagi/11/2002	-	custom-table-row/m49_country/JPN
LC122641	icv-ncbi-refseqs-seg4	4	4	Yamagata	-	2002	-	-	Japan	1926	27384661	Influenza C virus (C/Miyagi/20/2002)	-	Homo sapiens	C/Miyagi/20/2002	-	custom-table-row/m49_country/JPN
LC122642	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2002	-	-	Japan	1926	27384661	Influenza C virus (C/Miyagi/28/2002)	-	Homo sapiens	C/Miyagi/28/2002	-	custom-table-row/m49_country/JPN
LC122643	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2002	-	-	Japan	1926	27384661	Influenza C virus (C/Miyagi/31/2002)	-	Homo sapiens	C/Miyagi/31/2002	-	custom-table-row/m49_country/JPN
LC122644	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2004	-	-	Japan	1926	27384661	Influenza C virus (C/Yamagata/18/2004)	-	Homo sapiens	C/Yamagata/18/2004	-	custom-table-row/m49_country/JPN
LC122645	icv-ncbi-refseqs-seg4	4	4	Mississippi	-	2004	-	-	Japan	1983	27384661	Influenza C virus (C/Yamagata/26/2004)	-	Homo sapiens	C/Yamagata/26/2004	-	custom-table-row/m49_country/JPN
LC122646	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2004	-	-	Japan	1926	27384661	Influenza C virus (C/Miyagi/25/2004)	-	Homo sapiens	C/Miyagi/25/2004	-	custom-table-row/m49_country/JPN
LC122647	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2004	-	-	Japan	1926	27384661	Influenza C virus (C/Miyagi/47/2004)	-	Homo sapiens	C/Miyagi/47/2004	-	custom-table-row/m49_country/JPN
LC122648	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2005	-	-	Japan	1986	27384661	Influenza C virus (C/Yamagata/1/2005)	-	Homo sapiens	C/Yamagata/1/2005	-	custom-table-row/m49_country/JPN
LC122649	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2005	-	-	Japan	1964	27384661	Influenza C virus (C/Yamagata/2/2005)	-	Homo sapiens	C/Yamagata/2/2005	-	custom-table-row/m49_country/JPN
LC122650	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2005	-	-	Japan	1964	27384661	Influenza C virus (C/Yamagata/3/2005)	-	Homo sapiens	C/Yamagata/3/2005	-	custom-table-row/m49_country/JPN
LC122651	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2005	-	-	Japan	1964	27384661	Influenza C virus (C/Miyagi/2/2005)	-	Homo sapiens	C/Miyagi/2/2005	-	custom-table-row/m49_country/JPN
LC122652	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2005	-	-	Japan	1986	27384661	Influenza C virus (C/Miyagi/4/2005)	-	Homo sapiens	C/Miyagi/4/2005	-	custom-table-row/m49_country/JPN
LC122653	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2005	-	-	Japan	1951	27384661	Influenza C virus (C/Fukuoka/1/2005)	-	Homo sapiens	C/Fukuoka/1/2005	-	custom-table-row/m49_country/JPN
LC122654	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2006	-	-	Japan	1964	27384661	Influenza C virus (C/Fukuoka/2/2006)	-	Homo sapiens	C/Fukuoka/2/2006	-	custom-table-row/m49_country/JPN
LC122655	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2006	-	-	Japan	1986	27384661	Influenza C virus (C/Yamagata/1/2006)	-	Homo sapiens	C/Yamagata/1/2006	-	custom-table-row/m49_country/JPN
LC122656	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2006	-	-	Japan	1986	27384661	Influenza C virus (C/Yamagata/9/2006)	-	Homo sapiens	C/Yamagata/9/2006	-	custom-table-row/m49_country/JPN
LC122657	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2006	-	-	Japan	1986	27384661	Influenza C virus (C/Yamagata/13/2006)	-	Homo sapiens	C/Yamagata/13/2006	-	custom-table-row/m49_country/JPN
LC122658	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2006	-	-	Japan	1986	27384661	Influenza C virus (C/Yamagata/20/2006)	-	Homo sapiens	C/Yamagata/20/2006	-	custom-table-row/m49_country/JPN
LC122659	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2006	-	-	Japan	1986	27384661	Influenza C virus (C/Miyagi/4/2006)	-	Homo sapiens	C/Miyagi/4/2006	-	custom-table-row/m49_country/JPN
LC122660	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2007	-	-	Japan	1986	27384661	Influenza C virus (C/Yamagata/1/2007)	-	Homo sapiens	C/Yamagata/1/2007	-	custom-table-row/m49_country/JPN
LC122661	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2008	-	-	Japan	1986	27384661	Influenza C virus (C/Yamagata/3/2008)	-	Homo sapiens	C/Yamagata/3/2008	-	custom-table-row/m49_country/JPN
LC122662	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2008	-	-	Japan	1986	27384661	Influenza C virus (C/Yamagata/11/2008)	-	Homo sapiens	C/Yamagata/11/2008	-	custom-table-row/m49_country/JPN
LC122663	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2008	-	-	Japan	1986	27384661	Influenza C virus (C/Yamagata/16/2008)	-	Homo sapiens	C/Yamagata/16/2008	-	custom-table-row/m49_country/JPN
LC122664	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2008	-	-	Japan	1986	27384661	Influenza C virus (C/Miyagi/2/2008)	-	Homo sapiens	C/Miyagi/2/2008	-	custom-table-row/m49_country/JPN
LC122665	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2010	-	-	Japan	1986	27384661	Influenza C virus (C/Miyagi/3/2010)	-	Homo sapiens	C/Miyagi/3/2010	-	custom-table-row/m49_country/JPN
LC122666	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2010	-	-	Japan	1986	27384661	Influenza C virus (C/Tokyo/3/2010)	-	Homo sapiens	C/Tokyo/3/2010	-	custom-table-row/m49_country/JPN
LC122667	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2012	-	-	Japan	1986	27384661	Influenza C virus (C/Yamagata/1/2012)	-	Homo sapiens	C/Yamagata/1/2012	-	custom-table-row/m49_country/JPN
LC122668	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2012	-	-	Japan	1986	27384661	Influenza C virus (C/Yamagata/3/2012)	-	Homo sapiens	C/Yamagata/3/2012	-	custom-table-row/m49_country/JPN
LC122669	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2012	-	-	Japan	1986	27384661	Influenza C virus (C/Yamagata/7/2012)	-	Homo sapiens	C/Yamagata/7/2012	-	custom-table-row/m49_country/JPN
LC122670	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2012	-	-	Japan	1986	27384661	Influenza C virus (C/Yamagata/14/2012)	-	Homo sapiens	C/Yamagata/14/2012	-	custom-table-row/m49_country/JPN
LC122671	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2012	-	-	Japan	1986	27384661	Influenza C virus (C/Yamagata/28/2012)	-	Homo sapiens	C/Yamagata/28/2012	-	custom-table-row/m49_country/JPN
LC122672	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2012	-	-	Japan	1986	27384661	Influenza C virus (C/Miyagi/2/2012)	-	Homo sapiens	C/Miyagi/2/2012	-	custom-table-row/m49_country/JPN
LC122673	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2012	-	-	Japan	1986	27384661	Influenza C virus (C/Fukuoka/1/2012)	-	Homo sapiens	C/Fukuoka/1/2012	-	custom-table-row/m49_country/JPN
LC122674	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2014	-	-	Japan	1986	27384661	Influenza C virus (C/Miyagi/2/2014)	-	Homo sapiens	C/Miyagi/2/2014	-	custom-table-row/m49_country/JPN
LC122675	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2014	-	-	Japan	1986	27384661	Influenza C virus (C/Miyagi/5/2014)	-	Homo sapiens	C/Miyagi/5/2014	-	custom-table-row/m49_country/JPN
LC122676	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2014	-	-	Japan	1986	27384661	Influenza C virus (C/Miyagi/6/2014)	-	Homo sapiens	C/Miyagi/6/2014	-	custom-table-row/m49_country/JPN
LC122677	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2014	-	-	Japan	1986	27384661	Influenza C virus (C/Tokyo/1/2014)	-	Homo sapiens	C/Tokyo/1/2014	-	custom-table-row/m49_country/JPN
LC122678	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2014	-	-	Japan	1986	27384661	Influenza C virus (C/Tokyo/4/2014)	-	Homo sapiens	C/Tokyo/4/2014	-	custom-table-row/m49_country/JPN
LC327655	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2016	-	-	Japan	2027	30068890	Influenza C virus (C/Iwate/1/2016)	-	Homo sapiens	C/Iwate/1/2016	-	custom-table-row/m49_country/JPN
LC327662	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2016	-	-	Japan	2027	30068890	Influenza C virus (C/Iwate/2/2016)	-	Homo sapiens	C/Iwate/2/2016	-	custom-table-row/m49_country/JPN
LC603641	icv-ncbi-refseqs-seg4	4	4	Yamagata	-	1988	-	-	Japan	1986	33802440	Influenza C virus	-	Homo sapiens	C/Yamagata/11/88	-	custom-table-row/m49_country/JPN
LC603648	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2004	-	-	Japan	1986	33802440	Influenza C virus	-	Homo sapiens	C/Yamagata/29/2004	-	custom-table-row/m49_country/JPN
LC720285	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2018	-	-	Japan	2063	37741464	Influenza C virus	-	Homo sapiens	-	nasopharyngea swab using HBTEC-ALI culture	custom-table-row/m49_country/JPN
MH348116	icv-ncbi-refseqs-seg4	4	4	Mississippi	-	2016	NOV	18	USA	1992	-	Influenza C virus	-	Bos taurus	C/Bovine/Montana/12/2016	sick calve's nasal swab	custom-table-row/m49_country/USA
MH828688	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2014	APR	16	Viet Nam	1867	32499763	Influenza C virus	-	Homo sapiens	C/Vietnam/1290/2014	nasopharyngeal swab	custom-table-row/m49_country/VNM
MK050092	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2015	APR	11	South Korea	1888	30978620	Influenza C virus	-	Homo sapiens	C/Seoul/APD462/2015	-	custom-table-row/m49_country/KOR
MZ330881	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2014	JUN	25	Philippines	1968	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB2-162/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330888	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2014	JUL	7	Philippines	1968	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB2-180/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330895	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2014	JUL	24	Philippines	1968	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB2-204/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330902	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2014	OCT	2	Philippines	1968	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB2-293/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330909	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2017	MAY	16	Philippines	1968	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-024/2017	nasal swab	custom-table-row/m49_country/PHL
MZ330916	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2017	JUN	15	Philippines	1968	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-067/2017	nasal swab	custom-table-row/m49_country/PHL
MZ330923	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2018	MAR	27	Philippines	1968	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-130/2018	nasal swab	custom-table-row/m49_country/PHL
MZ330930	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2018	APR	24	Philippines	1968	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-169/2018	nasal swab	custom-table-row/m49_country/PHL
MZ330937	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2019	JUL	8	Philippines	1968	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-271/2019	nasal swab	custom-table-row/m49_country/PHL
MZ330944	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2014	JUN	2	Philippines	1968	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-195/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330951	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2014	JUN	20	Philippines	1968	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-241/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330958	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2017	JUN	13	Philippines	1968	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-312/2017	nasal swab	custom-table-row/m49_country/PHL
MZ330965	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2016	JUN	29	Philippines	1968	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-498/2016	nasal swab	custom-table-row/m49_country/PHL
MZ330972	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2016	JUL	18	Philippines	1968	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-536/2016	nasal swab	custom-table-row/m49_country/PHL
MZ330979	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2016	AUG	23	Philippines	1968	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-625/2016	nasal swab	custom-table-row/m49_country/PHL
MZ330986	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2016	OCT	5	Philippines	1968	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-736/2016	nasal swab	custom-table-row/m49_country/PHL
MZ330993	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2014	JUL	10	Philippines	1968	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB8-250/2014	nasal swab	custom-table-row/m49_country/PHL
MZ331000	icv-ncbi-refseqs-seg4	4	4	Kanagawa	-	2015	JUL	3	Philippines	1968	-	Influenza C virus	-	Homo sapiens	C/Palawan/061/2015	nasal swab	custom-table-row/m49_country/PHL
MZ331007	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2014	MAR	18	Philippines	1968	-	Influenza C virus	-	Homo sapiens	C/Palawan/068/2014	nasal swab	custom-table-row/m49_country/PHL
NC_006310	icv-ncbi-refseqs-seg4	4	4	Taylor	-	-	-	-	-	2073	15218173	Influenza C virus (C/Ann Arbor/1/50)	-	-	C/Ann Arbor/1/50	-	-
OK254888	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2020	-	-	China	1965	-	Influenza C virus	-	Canis familiaris	C/canine/China/Guangzhou-1/2020	nasal swab	custom-table-row/m49_country/CHN
OK254895	icv-ncbi-refseqs-seg4	4	4	SaoPaolo	-	2020	-	-	China	1965	-	Influenza C virus	-	Canis familiaris	C/canine/China/Guangzhou-2/2020	nasal swab	custom-table-row/m49_country/CHN
AB126195	icv-ncbi-refseqs-seg5	5	5	-	-	-	-	-	-	1807	15218173	Influenza C virus (C/Ann Arbor/1/50)	-	-	C/Ann Arbor/1/50	-	-
AB684312	icv-ncbi-refseqs-seg5	5	5	-	-	2002	JAN	24	Japan	1754	22398038	Influenza C virus (C/Miyagi/4/2002)	-	-	C/Miyagi/4/2002	-	custom-table-row/m49_country/JPN
AB684314	icv-ncbi-refseqs-seg5	5	5	-	-	2005	SEP	7	Japan	1754	22398038	Influenza C virus (C/Yamagata/3/2005)	-	-	C/Yamagata/3/2005	-	custom-table-row/m49_country/JPN
