sequenceID	isolate	length	collection_year	collection_month	collection_month_day	gb_segment	country	place_sampled	pubmed_id	host_sci_name
CY155716	B/Brisbane/93/2005	1515	2005	SEP	15	6	Australia: Brisbane	Brisbane	-	Homo sapiens
CY155717	B/Brisbane/93/2005	1793	2005	SEP	15	5	Australia: Brisbane	Brisbane	-	Homo sapiens
CY155718	B/Brisbane/93/2005	1055	2005	SEP	15	8	Australia: Brisbane	Brisbane	-	Homo sapiens
CY155719	B/Brisbane/93/2005	2267	2005	SEP	15	3	Australia: Brisbane	Brisbane	-	Homo sapiens
CY155720	B/Brisbane/93/2005	2292	2005	SEP	15	1	Australia: Brisbane	Brisbane	-	Homo sapiens
CY155721	B/Brisbane/93/2005	2352	2005	SEP	15	2	Australia: Brisbane	Brisbane	-	Homo sapiens
CY155722	B/Brisbane/95/2005	1843	2005	SEP	21	4	Australia: Ipswich	Ipswich	-	human; gender F; age 2Y
CY155723	B/Brisbane/95/2005	1151	2005	SEP	21	7	Australia: Ipswich	Ipswich	-	human; gender F; age 2Y
CY155724	B/Brisbane/95/2005	1515	2005	SEP	21	6	Australia: Ipswich	Ipswich	-	human; gender F; age 2Y
CY155725	B/Brisbane/95/2005	1793	2005	SEP	21	5	Australia: Ipswich	Ipswich	-	human; gender F; age 2Y
CY155726	B/Brisbane/95/2005	1056	2005	SEP	21	8	Australia: Ipswich	Ipswich	-	human; gender F; age 2Y
CY155727	B/Brisbane/95/2005	2269	2005	SEP	21	3	Australia: Ipswich	Ipswich	-	human; gender F; age 2Y
CY155728	B/Brisbane/95/2005	2292	2005	SEP	21	1	Australia: Ipswich	Ipswich	-	human; gender F; age 2Y
CY155729	B/Brisbane/95/2005	2351	2005	SEP	21	2	Australia: Ipswich	Ipswich	-	human; gender F; age 2Y
CY155730	B/Newcastle/1/2005	1843	2005	SEP	26	4	Australia	-	-	Homo sapiens
CY155731	B/Newcastle/1/2005	1151	2005	SEP	26	7	Australia	-	-	Homo sapiens
CY155732	B/Newcastle/1/2005	1515	2005	SEP	26	6	Australia	-	-	Homo sapiens
CY155733	B/Newcastle/1/2005	1793	2005	SEP	26	5	Australia	-	-	Homo sapiens
CY155734	B/Newcastle/1/2005	1055	2005	SEP	26	8	Australia	-	-	Homo sapiens
CY155735	B/Newcastle/1/2005	2267	2005	SEP	26	3	Australia	-	-	Homo sapiens
CY155736	B/Newcastle/1/2005	2278	2005	SEP	26	1	Australia	-	-	Homo sapiens
CY155737	B/Newcastle/1/2005	2352	2005	SEP	26	2	Australia	-	-	Homo sapiens
CY155738	B/Brisbane/100/2005	1843	2005	SEP	30	4	Australia: Brisbane	Brisbane	-	human; gender F; age 1Y
CY155739	B/Brisbane/100/2005	1151	2005	SEP	30	7	Australia: Brisbane	Brisbane	-	human; gender F; age 1Y
CY155740	B/Brisbane/100/2005	1515	2005	SEP	30	6	Australia: Brisbane	Brisbane	-	human; gender F; age 1Y
CY155741	B/Brisbane/100/2005	1793	2005	SEP	30	5	Australia: Brisbane	Brisbane	-	human; gender F; age 1Y
CY155742	B/Brisbane/100/2005	1056	2005	SEP	30	8	Australia: Brisbane	Brisbane	-	human; gender F; age 1Y
CY155743	B/Brisbane/100/2005	2267	2005	SEP	30	3	Australia: Brisbane	Brisbane	-	human; gender F; age 1Y
CY155744	B/Brisbane/100/2005	2292	2005	SEP	30	1	Australia: Brisbane	Brisbane	-	human; gender F; age 1Y
CY155745	B/Brisbane/100/2005	2351	2005	SEP	30	2	Australia: Brisbane	Brisbane	-	human; gender F; age 1Y
CY155746	B/Victoria/530/2005	1843	2005	OCT	16	4	Australia	-	-	human; gender F; age 63Y
CY155747	B/Victoria/530/2005	1151	2005	OCT	16	7	Australia	-	-	human; gender F; age 63Y
CY155748	B/Victoria/530/2005	1515	2005	OCT	16	6	Australia	-	-	human; gender F; age 63Y
CY155749	B/Victoria/530/2005	1793	2005	OCT	16	5	Australia	-	-	human; gender F; age 63Y
CY155750	B/Victoria/530/2005	1055	2005	OCT	16	8	Australia	-	-	human; gender F; age 63Y
CY155751	B/Victoria/530/2005	2269	2005	OCT	16	3	Australia	-	-	human; gender F; age 63Y
CY155752	B/Victoria/530/2005	2321	2005	OCT	16	1	Australia	-	-	human; gender F; age 63Y
CY155753	B/Victoria/530/2005	2366	2005	OCT	16	2	Australia	-	-	human; gender F; age 63Y
CY155754	B/Victoria/531/2005	1843	2005	OCT	20	4	Australia	-	-	human; gender M; age <1Y
CY155755	B/Victoria/531/2005	1151	2005	OCT	20	7	Australia	-	-	human; gender M; age <1Y
CY155756	B/Victoria/531/2005	1515	2005	OCT	20	6	Australia	-	-	human; gender M; age <1Y
CY155757	B/Victoria/531/2005	1793	2005	OCT	20	5	Australia	-	-	human; gender M; age <1Y
CY155758	B/Victoria/531/2005	1055	2005	OCT	20	8	Australia	-	-	human; gender M; age <1Y
CY155759	B/Victoria/531/2005	2267	2005	OCT	20	3	Australia	-	-	human; gender M; age <1Y
CY155760	B/Victoria/531/2005	2292	2005	OCT	20	1	Australia	-	-	human; gender M; age <1Y
CY155761	B/Victoria/531/2005	2352	2005	OCT	20	2	Australia	-	-	human; gender M; age <1Y
CY155762	B/Brisbane/104/2005	1843	2005	OCT	31	4	Australia: Ipswich	Ipswich	-	human; gender F; age 5Y
CY155763	B/Brisbane/104/2005	1151	2005	OCT	31	7	Australia: Ipswich	Ipswich	-	human; gender F; age 5Y
CY155764	B/Brisbane/104/2005	1515	2005	OCT	31	6	Australia: Ipswich	Ipswich	-	human; gender F; age 5Y
CY155765	B/Brisbane/104/2005	1809	2005	OCT	31	5	Australia: Ipswich	Ipswich	-	human; gender F; age 5Y
CY155766	B/Brisbane/104/2005	1055	2005	OCT	31	8	Australia: Ipswich	Ipswich	-	human; gender F; age 5Y
CY155767	B/Brisbane/104/2005	2269	2005	OCT	31	3	Australia: Ipswich	Ipswich	-	human; gender F; age 5Y
CY155768	B/Brisbane/104/2005	2291	2005	OCT	31	1	Australia: Ipswich	Ipswich	-	human; gender F; age 5Y
CY155769	B/Brisbane/104/2005	2347	2005	OCT	31	2	Australia: Ipswich	Ipswich	-	human; gender F; age 5Y
CY155770	B/Brisbane/105/2005	1843	2005	NOV	19	4	Australia	-	-	human; gender M; age <1Y
CY155771	B/Brisbane/105/2005	1152	2005	NOV	19	7	Australia	-	-	human; gender M; age <1Y
CY155772	B/Brisbane/105/2005	1515	2005	NOV	19	6	Australia	-	-	human; gender M; age <1Y
CY155773	B/Brisbane/105/2005	1793	2005	NOV	19	5	Australia	-	-	human; gender M; age <1Y
CY155774	B/Brisbane/105/2005	1055	2005	NOV	19	8	Australia	-	-	human; gender M; age <1Y
CY155775	B/Brisbane/105/2005	2267	2005	NOV	19	3	Australia	-	-	human; gender M; age <1Y
CY155776	B/Brisbane/105/2005	2292	2005	NOV	19	1	Australia	-	-	human; gender M; age <1Y
CY155777	B/Brisbane/105/2005	2352	2005	NOV	19	2	Australia	-	-	human; gender M; age <1Y
CY155778	B/Brisbane/3/2006	1840	2006	MAY	4	4	Australia: Palm Island	Palm Island	-	human; gender F; age 11Y
CY155779	B/Brisbane/3/2006	1151	2006	MAY	4	7	Australia: Palm Island	Palm Island	-	human; gender F; age 11Y
CY155780	B/Brisbane/3/2006	1515	2006	MAY	4	6	Australia: Palm Island	Palm Island	-	human; gender F; age 11Y
CY155781	B/Brisbane/3/2006	1809	2006	MAY	4	5	Australia: Palm Island	Palm Island	-	human; gender F; age 11Y
CY155782	B/Brisbane/3/2006	1052	2006	MAY	4	8	Australia: Palm Island	Palm Island	-	human; gender F; age 11Y
CY155783	B/Brisbane/3/2006	2264	2006	MAY	4	3	Australia: Palm Island	Palm Island	-	human; gender F; age 11Y
CY155784	B/Brisbane/3/2006	2321	2006	MAY	4	1	Australia: Palm Island	Palm Island	-	human; gender F; age 11Y
CY155785	B/Brisbane/3/2006	2347	2006	MAY	4	2	Australia: Palm Island	Palm Island	-	human; gender F; age 11Y
CY155786	B/Brisbane/4/2006	1840	2006	MAY	4	4	Australia: Palm Island	Palm Island	-	human; gender F; age 41Y
CY155787	B/Brisbane/4/2006	1151	2006	MAY	4	7	Australia: Palm Island	Palm Island	-	human; gender F; age 41Y
CY155788	B/Brisbane/4/2006	1513	2006	MAY	4	6	Australia: Palm Island	Palm Island	-	human; gender F; age 41Y
CY155789	B/Brisbane/4/2006	1802	2006	MAY	4	5	Australia: Palm Island	Palm Island	-	human; gender F; age 41Y
CY155790	B/Brisbane/4/2006	1052	2006	MAY	4	8	Australia: Palm Island	Palm Island	-	human; gender F; age 41Y
CY155791	B/Brisbane/4/2006	2265	2006	MAY	4	3	Australia: Palm Island	Palm Island	-	human; gender F; age 41Y
CY155792	B/Brisbane/4/2006	2328	2006	MAY	4	1	Australia: Palm Island	Palm Island	-	human; gender F; age 41Y
CY155793	B/Brisbane/4/2006	2347	2006	MAY	4	2	Australia: Palm Island	Palm Island	-	human; gender F; age 41Y
CY155794	B/Brisbane/5/2006	1840	2006	MAY	6	4	Australia: Palm Island	Palm Island	-	human; gender F; age 43Y
CY155795	B/Brisbane/5/2006	1142	2006	MAY	6	7	Australia: Palm Island	Palm Island	-	human; gender F; age 43Y
CY155796	B/Brisbane/5/2006	1513	2006	MAY	6	6	Australia: Palm Island	Palm Island	-	human; gender F; age 43Y
CY155797	B/Brisbane/5/2006	1802	2006	MAY	6	5	Australia: Palm Island	Palm Island	-	human; gender F; age 43Y
CY155798	B/Brisbane/5/2006	1052	2006	MAY	6	8	Australia: Palm Island	Palm Island	-	human; gender F; age 43Y
CY155799	B/Brisbane/5/2006	2264	2006	MAY	6	3	Australia: Palm Island	Palm Island	-	human; gender F; age 43Y
CY155800	B/Brisbane/5/2006	2296	2006	MAY	6	1	Australia: Palm Island	Palm Island	-	human; gender F; age 43Y
CY155801	B/Brisbane/5/2006	2351	2006	MAY	6	2	Australia: Palm Island	Palm Island	-	human; gender F; age 43Y
CY155802	B/Townsville/3/2006	1840	2006	MAY	6	4	Australia: Palm Island	Palm Island	-	human; gender F; age 8Y
CY155803	B/Townsville/3/2006	1151	2006	MAY	6	7	Australia: Palm Island	Palm Island	-	human; gender F; age 8Y
CY155804	B/Townsville/3/2006	1513	2006	MAY	6	6	Australia: Palm Island	Palm Island	-	human; gender F; age 8Y
CY155805	B/Townsville/3/2006	1802	2006	MAY	6	5	Australia: Palm Island	Palm Island	-	human; gender F; age 8Y
CY155806	B/Townsville/3/2006	1052	2006	MAY	6	8	Australia: Palm Island	Palm Island	-	human; gender F; age 8Y
CY155807	B/Townsville/3/2006	2267	2006	MAY	6	3	Australia: Palm Island	Palm Island	-	human; gender F; age 8Y
CY155808	B/Townsville/3/2006	2296	2006	MAY	6	1	Australia: Palm Island	Palm Island	-	human; gender F; age 8Y
CY155809	B/Townsville/3/2006	2352	2006	MAY	6	2	Australia: Palm Island	Palm Island	-	human; gender F; age 8Y
CY155810	B/Brisbane/6/2006	1840	2006	MAY	6	4	Australia: Palm Island	Palm Island	-	human; gender F; age 26Y
CY155811	B/Brisbane/6/2006	1151	2006	MAY	6	7	Australia: Palm Island	Palm Island	-	human; gender F; age 26Y
CY155812	B/Brisbane/6/2006	1513	2006	MAY	6	6	Australia: Palm Island	Palm Island	-	human; gender F; age 26Y
CY155813	B/Brisbane/6/2006	1802	2006	MAY	6	5	Australia: Palm Island	Palm Island	-	human; gender F; age 26Y
CY155814	B/Brisbane/6/2006	1052	2006	MAY	6	8	Australia: Palm Island	Palm Island	-	human; gender F; age 26Y
CY155815	B/Brisbane/6/2006	2267	2006	MAY	6	3	Australia: Palm Island	Palm Island	-	human; gender F; age 26Y
CY155816	B/Brisbane/6/2006	2323	2006	MAY	6	1	Australia: Palm Island	Palm Island	-	human; gender F; age 26Y
CY155817	B/Brisbane/6/2006	2347	2006	MAY	6	2	Australia: Palm Island	Palm Island	-	human; gender F; age 26Y
CY155818	B/Townsville/4/2006	1840	2006	MAY	9	4	Australia: Palm Island	Palm Island	-	human; gender M; age 23Y
CY155819	B/Townsville/4/2006	1142	2006	MAY	9	7	Australia: Palm Island	Palm Island	-	human; gender M; age 23Y
CY155820	B/Townsville/4/2006	1513	2006	MAY	9	6	Australia: Palm Island	Palm Island	-	human; gender M; age 23Y
CY155821	B/Townsville/4/2006	1802	2006	MAY	9	5	Australia: Palm Island	Palm Island	-	human; gender M; age 23Y
CY155822	B/Townsville/4/2006	1052	2006	MAY	9	8	Australia: Palm Island	Palm Island	-	human; gender M; age 23Y
CY155823	B/Townsville/4/2006	2267	2006	MAY	9	3	Australia: Palm Island	Palm Island	-	human; gender M; age 23Y
CY155824	B/Townsville/4/2006	2296	2006	MAY	9	1	Australia: Palm Island	Palm Island	-	human; gender M; age 23Y
CY155825	B/Townsville/4/2006	2352	2006	MAY	9	2	Australia: Palm Island	Palm Island	-	human; gender M; age 23Y
CY155826	B/Townsville/1/2006	1840	2006	MAY	19	4	Australia: Palm Island	Palm Island	-	human; gender F; age 2Y
CY155827	B/Townsville/1/2006	1142	2006	MAY	19	7	Australia: Palm Island	Palm Island	-	human; gender F; age 2Y
CY155828	B/Townsville/1/2006	1513	2006	MAY	19	6	Australia: Palm Island	Palm Island	-	human; gender F; age 2Y
CY155829	B/Townsville/1/2006	1802	2006	MAY	19	5	Australia: Palm Island	Palm Island	-	human; gender F; age 2Y
CY155830	B/Townsville/1/2006	1052	2006	MAY	19	8	Australia: Palm Island	Palm Island	-	human; gender F; age 2Y
CY155831	B/Townsville/1/2006	2265	2006	MAY	19	3	Australia: Palm Island	Palm Island	-	human; gender F; age 2Y
CY155832	B/Townsville/1/2006	2323	2006	MAY	19	1	Australia: Palm Island	Palm Island	-	human; gender F; age 2Y
CY155833	B/Townsville/1/2006	2351	2006	MAY	19	2	Australia: Palm Island	Palm Island	-	human; gender F; age 2Y
CY155834	B/Townsville/2/2006	1840	2006	MAY	21	4	Australia: Palm Island	Palm Island	-	human; gender F; age 1Y
CY155835	B/Townsville/2/2006	1142	2006	MAY	21	7	Australia: Palm Island	Palm Island	-	human; gender F; age 1Y
CY155836	B/Townsville/2/2006	1513	2006	MAY	21	6	Australia: Palm Island	Palm Island	-	human; gender F; age 1Y
CY155837	B/Townsville/2/2006	1802	2006	MAY	21	5	Australia: Palm Island	Palm Island	-	human; gender F; age 1Y
CY155838	B/Townsville/2/2006	1052	2006	MAY	21	8	Australia: Palm Island	Palm Island	-	human; gender F; age 1Y
CY155839	B/Townsville/2/2006	2267	2006	MAY	21	3	Australia: Palm Island	Palm Island	-	human; gender F; age 1Y
CY155840	B/Townsville/2/2006	2296	2006	MAY	21	1	Australia: Palm Island	Palm Island	-	human; gender F; age 1Y
CY155841	B/Townsville/2/2006	2347	2006	MAY	21	2	Australia: Palm Island	Palm Island	-	human; gender F; age 1Y
CY155842	B/Waikato/1/2006	1840	2006	MAY	24	4	New Zealand	-	-	human; gender F; age 3Y
CY155843	B/Waikato/1/2006	1142	2006	MAY	24	7	New Zealand	-	-	human; gender F; age 3Y
CY155844	B/Waikato/1/2006	1513	2006	MAY	24	6	New Zealand	-	-	human; gender F; age 3Y
CY155845	B/Waikato/1/2006	1802	2006	MAY	24	5	New Zealand	-	-	human; gender F; age 3Y
CY155846	B/Waikato/1/2006	1055	2006	MAY	24	8	New Zealand	-	-	human; gender F; age 3Y
CY155847	B/Waikato/1/2006	2264	2006	MAY	24	3	New Zealand	-	-	human; gender F; age 3Y
CY155848	B/Waikato/1/2006	2321	2006	MAY	24	1	New Zealand	-	-	human; gender F; age 3Y
CY155849	B/Waikato/1/2006	2352	2006	MAY	24	2	New Zealand	-	-	human; gender F; age 3Y
CY155850	B/Sydney/507/2006	1843	2006	JUN	16	4	Australia	-	-	human; gender M; age 5Y
CY155851	B/Sydney/507/2006	1151	2006	JUN	16	7	Australia	-	-	human; gender M; age 5Y
CY155852	B/Sydney/507/2006	1515	2006	JUN	16	6	Australia	-	-	human; gender M; age 5Y
CY155853	B/Sydney/507/2006	1802	2006	JUN	16	5	Australia	-	-	human; gender M; age 5Y
CY155854	B/Sydney/507/2006	1054	2006	JUN	16	8	Australia	-	-	human; gender M; age 5Y
CY155855	B/Sydney/507/2006	2267	2006	JUN	16	3	Australia	-	-	human; gender M; age 5Y
CY155856	B/Sydney/507/2006	2292	2006	JUN	16	1	Australia	-	-	human; gender M; age 5Y
CY155857	B/Sydney/507/2006	2352	2006	JUN	16	2	Australia	-	-	human; gender M; age 5Y
CY155858	B/Sydney/511/2006	1843	2006	JUN	28	4	Australia	-	-	human; gender M; age 1Y
CY155859	B/Sydney/511/2006	1151	2006	JUN	28	7	Australia	-	-	human; gender M; age 1Y
CY155860	B/Sydney/511/2006	1515	2006	JUN	28	6	Australia	-	-	human; gender M; age 1Y
CY155861	B/Sydney/511/2006	1797	2006	JUN	28	5	Australia	-	-	human; gender M; age 1Y
CY155862	B/Sydney/511/2006	1055	2006	JUN	28	8	Australia	-	-	human; gender M; age 1Y
CY155863	B/Sydney/511/2006	2267	2006	JUN	28	3	Australia	-	-	human; gender M; age 1Y
CY155864	B/Sydney/511/2006	2292	2006	JUN	28	1	Australia	-	-	human; gender M; age 1Y
CY155865	B/Sydney/511/2006	2352	2006	JUN	28	2	Australia	-	-	human; gender M; age 1Y
CY155866	B/Sydney/209/2006	1843	2006	SEP	4	4	Australia: Glebe	Glebe	-	human; gender F; age 3Y
CY155867	B/Sydney/209/2006	1151	2006	SEP	4	7	Australia: Glebe	Glebe	-	human; gender F; age 3Y
CY155868	B/Sydney/209/2006	1515	2006	SEP	4	6	Australia: Glebe	Glebe	-	human; gender F; age 3Y
CY155869	B/Sydney/209/2006	1809	2006	SEP	4	5	Australia: Glebe	Glebe	-	human; gender F; age 3Y
CY155870	B/Sydney/209/2006	1055	2006	SEP	4	8	Australia: Glebe	Glebe	-	human; gender F; age 3Y
CY155871	B/Sydney/209/2006	2269	2006	SEP	4	3	Australia: Glebe	Glebe	-	human; gender F; age 3Y
CY155872	B/Sydney/209/2006	2321	2006	SEP	4	1	Australia: Glebe	Glebe	-	human; gender F; age 3Y
CY155873	B/Sydney/209/2006	2352	2006	SEP	4	2	Australia: Glebe	Glebe	-	human; gender F; age 3Y
CY155874	B/Christchurch/1/2007	1847	2007	JAN	25	4	New Zealand: Christchurch	Christchurch	-	human; gender F; age 59Y
CY155875	B/Christchurch/1/2007	1146	2007	JAN	25	7	New Zealand: Christchurch	Christchurch	-	human; gender F; age 59Y
CY155876	B/Christchurch/1/2007	1522	2007	JAN	25	6	New Zealand: Christchurch	Christchurch	-	human; gender F; age 59Y
CY155877	B/Christchurch/1/2007	1790	2007	JAN	25	5	New Zealand: Christchurch	Christchurch	-	human; gender F; age 59Y
CY155878	B/Christchurch/1/2007	1032	2007	JAN	25	8	New Zealand: Christchurch	Christchurch	-	human; gender F; age 59Y
CY155879	B/Christchurch/1/2007	2181	2007	JAN	25	3	New Zealand: Christchurch	Christchurch	-	human; gender F; age 59Y
CY155880	B/Christchurch/1/2007	2259	2007	JAN	25	1	New Zealand: Christchurch	Christchurch	-	human; gender F; age 59Y
CY155881	B/Christchurch/1/2007	2352	2007	JAN	25	2	New Zealand: Christchurch	Christchurch	-	human; gender F; age 59Y
CY155882	B/Brisbane/1/2007	1829	2007	JAN	25	4	Australia: Nambour	Nambour	-	human; gender M; age 7Y
CY155883	B/Brisbane/1/2007	1159	2007	JAN	25	7	Australia: Nambour	Nambour	-	human; gender M; age 7Y
CY155884	B/Brisbane/1/2007	1515	2007	JAN	25	6	Australia: Nambour	Nambour	-	human; gender M; age 7Y
CY155885	B/Brisbane/1/2007	1793	2007	JAN	25	5	Australia: Nambour	Nambour	-	human; gender M; age 7Y
CY155886	B/Brisbane/1/2007	1055	2007	JAN	25	8	Australia: Nambour	Nambour	-	human; gender M; age 7Y
CY155887	B/Brisbane/1/2007	2275	2007	JAN	25	3	Australia: Nambour	Nambour	-	human; gender M; age 7Y
CY155888	B/Brisbane/1/2007	2259	2007	JAN	25	1	Australia: Nambour	Nambour	-	human; gender M; age 7Y
CY155889	B/Brisbane/1/2007	2365	2007	JAN	25	2	Australia: Nambour	Nambour	-	human; gender M; age 7Y
CY155890	B/Christchurch/2/2007	1847	2007	FEB	1	4	New Zealand	-	-	human; gender F; age 17Y
CY155891	B/Christchurch/2/2007	1151	2007	FEB	1	7	New Zealand	-	-	human; gender F; age 17Y
CY155892	B/Christchurch/2/2007	1522	2007	FEB	1	6	New Zealand	-	-	human; gender F; age 17Y
CY155893	B/Christchurch/2/2007	1790	2007	FEB	1	5	New Zealand	-	-	human; gender F; age 17Y
CY155894	B/Christchurch/2/2007	1032	2007	FEB	1	8	New Zealand	-	-	human; gender F; age 17Y
CY155895	B/Christchurch/2/2007	2181	2007	FEB	1	3	New Zealand	-	-	human; gender F; age 17Y
CY155896	B/Christchurch/2/2007	2259	2007	FEB	1	1	New Zealand	-	-	human; gender F; age 17Y
CY155897	B/Christchurch/2/2007	2352	2007	FEB	1	2	New Zealand	-	-	human; gender F; age 17Y
CY155898	B/Brisbane/3/2007	1847	2007	MAR	9	4	Australia	-	-	human; gender M; age 49Y
CY155899	B/Brisbane/3/2007	1076	2007	MAR	9	7	Australia	-	-	human; gender M; age 49Y
CY155900	B/Brisbane/3/2007	1515	2007	MAR	9	6	Australia	-	-	human; gender M; age 49Y
CY155901	B/Brisbane/3/2007	1809	2007	MAR	9	5	Australia	-	-	human; gender M; age 49Y
CY155902	B/Brisbane/3/2007	1055	2007	MAR	9	8	Australia	-	-	human; gender M; age 49Y
CY155903	B/Brisbane/3/2007	2181	2007	MAR	9	3	Australia	-	-	human; gender M; age 49Y
CY155904	B/Brisbane/3/2007	2340	2007	MAR	9	1	Australia	-	-	human; gender M; age 49Y
CY155905	B/Brisbane/3/2007	2365	2007	MAR	9	2	Australia	-	-	human; gender M; age 49Y
CY155906	B/Sydney/1/2007	1843	2007	MAR	12	4	Australia	-	-	human; gender M; age 25Y
CY155907	B/Sydney/1/2007	1151	2007	MAR	12	7	Australia	-	-	human; gender M; age 25Y
CY155908	B/Sydney/1/2007	1515	2007	MAR	12	6	Australia	-	-	human; gender M; age 25Y
CY155909	B/Sydney/1/2007	1788	2007	MAR	12	5	Australia	-	-	human; gender M; age 25Y
CY155910	B/Sydney/1/2007	1056	2007	MAR	12	8	Australia	-	-	human; gender M; age 25Y
CY155911	B/Sydney/1/2007	2269	2007	MAR	12	3	Australia	-	-	human; gender M; age 25Y
CY155912	B/Sydney/1/2007	2292	2007	MAR	12	1	Australia	-	-	human; gender M; age 25Y
CY155913	B/Sydney/1/2007	2366	2007	MAR	12	2	Australia	-	-	human; gender M; age 25Y
CY155914	B/Christchurch/1002/2007	1829	2007	APR	13	4	New Zealand	-	-	human; gender M; age 51Y
CY155915	B/Christchurch/1002/2007	1142	2007	APR	13	7	New Zealand	-	-	human; gender M; age 51Y
CY155916	B/Christchurch/1002/2007	1514	2007	APR	13	6	New Zealand	-	-	human; gender M; age 51Y
CY155917	B/Christchurch/1002/2007	1802	2007	APR	13	5	New Zealand	-	-	human; gender M; age 51Y
CY155918	B/Christchurch/1002/2007	1059	2007	APR	13	8	New Zealand	-	-	human; gender M; age 51Y
CY155919	B/Christchurch/1002/2007	2264	2007	APR	13	3	New Zealand	-	-	human; gender M; age 51Y
CY155920	B/Christchurch/1002/2007	2296	2007	APR	13	1	New Zealand	-	-	human; gender M; age 51Y
CY155921	B/Christchurch/1002/2007	2353	2007	APR	13	2	New Zealand	-	-	human; gender M; age 51Y
CY155922	B/Auckland/1/2007	1829	2007	MAY	16	4	New Zealand	-	-	human; gender F; age 34Y
CY155923	B/Auckland/1/2007	1144	2007	MAY	16	7	New Zealand	-	-	human; gender F; age 34Y
CY155924	B/Auckland/1/2007	1514	2007	MAY	16	6	New Zealand	-	-	human; gender F; age 34Y
CY155925	B/Auckland/1/2007	1788	2007	MAY	16	5	New Zealand	-	-	human; gender F; age 34Y
CY155926	B/Auckland/1/2007	1057	2007	MAY	16	8	New Zealand	-	-	human; gender F; age 34Y
CY155927	B/Auckland/1/2007	2261	2007	MAY	16	3	New Zealand	-	-	human; gender F; age 34Y
CY155928	B/Auckland/1/2007	2329	2007	MAY	16	1	New Zealand	-	-	human; gender F; age 34Y
CY155929	B/Auckland/1/2007	2349	2007	MAY	16	2	New Zealand	-	-	human; gender F; age 34Y
CY155930	B/Sydney/3/2007	1829	2007	MAY	20	4	Australia	-	-	Homo sapiens
CY155931	B/Sydney/3/2007	1159	2007	MAY	20	7	Australia	-	-	Homo sapiens
CY155932	B/Sydney/3/2007	1515	2007	MAY	20	6	Australia	-	-	Homo sapiens
CY155933	B/Sydney/3/2007	1810	2007	MAY	20	5	Australia	-	-	Homo sapiens
CY155934	B/Sydney/3/2007	1055	2007	MAY	20	8	Australia	-	-	Homo sapiens
CY155935	B/Sydney/3/2007	2181	2007	MAY	20	3	Australia	-	-	Homo sapiens
CY155936	B/Sydney/3/2007	2339	2007	MAY	20	1	Australia	-	-	Homo sapiens
CY155937	B/Sydney/3/2007	2313	2007	MAY	20	2	Australia	-	-	Homo sapiens
CY155938	B/Sydney/500/2007	1843	2007	MAY	23	4	Australia	-	-	human; gender F; age <1Y
CY155939	B/Sydney/500/2007	1136	2007	MAY	23	7	Australia	-	-	human; gender F; age <1Y
CY155940	B/Sydney/500/2007	1515	2007	MAY	23	6	Australia	-	-	human; gender F; age <1Y
CY155941	B/Sydney/500/2007	1782	2007	MAY	23	5	Australia	-	-	human; gender F; age <1Y
CY155942	B/Sydney/500/2007	1054	2007	MAY	23	8	Australia	-	-	human; gender F; age <1Y
CY155943	B/Sydney/500/2007	2269	2007	MAY	23	3	Australia	-	-	human; gender F; age <1Y
CY155944	B/Sydney/500/2007	2330	2007	MAY	23	1	Australia	-	-	human; gender F; age <1Y
CY155945	B/Sydney/500/2007	2352	2007	MAY	23	2	Australia	-	-	human; gender F; age <1Y
CY155946	B/Auckland/3/2007	1829	2007	JUN	28	4	New Zealand	-	-	human; gender M; age 24Y
CY155947	B/Auckland/3/2007	1151	2007	JUN	28	7	New Zealand	-	-	human; gender M; age 24Y
CY155948	B/Auckland/3/2007	1515	2007	JUN	28	6	New Zealand	-	-	human; gender M; age 24Y
CY155949	B/Auckland/3/2007	1810	2007	JUN	28	5	New Zealand	-	-	human; gender M; age 24Y
CY155950	B/Auckland/3/2007	1056	2007	JUN	28	8	New Zealand	-	-	human; gender M; age 24Y
CY155951	B/Auckland/3/2007	2181	2007	JUN	28	3	New Zealand	-	-	human; gender M; age 24Y
CY155952	B/Auckland/3/2007	2340	2007	JUN	28	1	New Zealand	-	-	human; gender M; age 24Y
CY155953	B/Auckland/3/2007	2313	2007	JUN	28	2	New Zealand	-	-	human; gender M; age 24Y
CY155954	B/Auckland/4/2007	1829	2007	JUL	2	4	New Zealand	-	-	human; gender M; age 24Y
CY155955	B/Auckland/4/2007	1076	2007	JUL	2	7	New Zealand	-	-	human; gender M; age 24Y
CY155956	B/Auckland/4/2007	1515	2007	JUL	2	6	New Zealand	-	-	human; gender M; age 24Y
CY155957	B/Auckland/4/2007	1810	2007	JUL	2	5	New Zealand	-	-	human; gender M; age 24Y
CY155958	B/Auckland/4/2007	1056	2007	JUL	2	8	New Zealand	-	-	human; gender M; age 24Y
CY155959	B/Auckland/4/2007	2275	2007	JUL	2	3	New Zealand	-	-	human; gender M; age 24Y
CY155960	B/Auckland/4/2007	2259	2007	JUL	2	1	New Zealand	-	-	human; gender M; age 24Y
CY155961	B/Auckland/4/2007	2313	2007	JUL	2	2	New Zealand	-	-	human; gender M; age 24Y
CY155962	B/Sydney/2/2007	1829	2007	JUL	4	4	Australia	-	-	Homo sapiens
CY155963	B/Sydney/2/2007	1151	2007	JUL	4	7	Australia	-	-	Homo sapiens
