isolate	gb_serotype	rec_serotype	mlca_serotype	genome_lineage	iso_year	iso_month	iso_day	origin_type	iso_host	sample_type	iso_country	iso_place_name	segment1_accession	segment2_accession	segment3_accession	segment4_accession	segment5_accession	segment6_accession	segment7_accession
C/Biliran/TB2-180/2014	-	-	-	-|-|-|-|-|-|-	2014	JUL	7	host	Homo sapiens	nasal swab	Philippines	-	-	-	-	-	-	MZ330889	MZ330891
C/Mie/199/2012egg	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	-	-	-	host	-	-	Japan	-	-	-	-	AB751596	-	-	-
C/Miyagi/1/2008	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2008	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739861	-	-	-
C/Minnesota/20/2015	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2015	MAR	29	host	Homo sapiens	-	USA	-	-	-	-	CY239452	-	CY239453	-
C/Singapore/DSO-050530/2006	-	-	-	-|-|-|-|-|-|-	2006	MAY	18	host	Homo sapiens	-	Singapore	-	-	-	-	-	-	JX963106	JX963114
C/Mie/193/2012	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	-	-	-	host	-	-	Japan	-	-	-	-	AB751597	-	-	-
C/Yamagata/31/2018	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2018	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512506	-	-	-
C/Yamagata/24/2016	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC385864	-	-	-
C/Minnesota/26/2015	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2015	APR	15	host	Homo sapiens	-	USA	-	-	-	-	CY239463	-	CY239464	-
C/Bovine/Oklahoma/2/2017	-	-	-	-|-|-|-|-|-|-	2017	DEC	1	host	Bos taurus	nasal swab	USA	-	-	-	-	-	-	MH421865	-
C/Catalonia/1754/2009	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2009	NOV	9	host	Homo sapiens	nasopharyngeal swab	Spain	-	-	-	-	HM748624	-	-	-
C/Alberta/2616/2011	-	-	-	-|-|-|-|-|-|-	2011	FEB	25	host	Homo sapiens	auger suction	Canada	-	-	-	-	-	-	JX133150	-
C/Minnesota/03/2015	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2015	JAN	14	host	Homo sapiens	-	USA	-	-	-	-	CY239422	-	CY239423	-
C/Miyagi/11/2002	-	-	-	-|-|-|-|-|-|-	2002	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123826	LC124990
C/Yamagata/12/2016	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC385863	-	-	-
C/Philippines/1813-2011/2011	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2011	-	-	host	Homo sapiens	nasopharynx/oropharynx	Philippines	-	-	-	-	ON013505	-	-	-
C/Melbourne/1/2011	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2011	SEP	6	host	Homo sapiens	throat swab	Australia	-	-	-	-	JQ045710	-	-	-
C/Yamagata/26/2016	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC385865	-	-	-
C/Miyagi/1/2006	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2006	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739856	-	-	-
C/Yamagata/11/2008	-	-	-	-|-|-|-|-|-|-	2008	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123855	LC125019
C/Minnesota/13/2015	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2015	MAR	21	host	Homo sapiens	-	USA	-	-	-	-	CY239440	-	CY239441	-
C/Philippines/1536-2011/2011	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2011	-	-	host	Homo sapiens	nasopharynx/oropharynx	Philippines	-	-	-	-	ON013515	-	-	-
C/Yamagata/4/92	-	-	-	-|-|-|-|-|-|-	1992	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123821	LC124986
C/Yamagata/27/2016	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512493	-	-	-
C/Yamagata/16/2008	-	-	-	-|-|-|-|-|-|-	2008	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123856	LC125020
C/Thailand/B12983_PB1_gene/2015	-	-	-	-|-|-|-|-|-|-	2015	SEP	25	host	Homo sapiens	nasal swab	Thailand	-	-	MK480596	-	-	-	-	-
C/Miyagi/6/2016	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739895	-	-	-
C/Yamagata/11/88	-	-	-	-|-|-|-|-|-|-	1988	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC603642	LC603644
C/Alberta/21100/2010	-	-	-	-|-|-|-|-|-|-	2010	DEC	21	host	Homo sapiens	nasopharyngeal swab	Canada	-	-	-	-	-	-	JX133156	-
C/Yamagata/16/2010	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2010	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512487	-	-	-
C/Hiroshima/252/2000	-	-	Yamagata	-|-|-|Yamagata|-|-|-	-	-	-	host	-	human throat swab from child with bronchitis	Japan	-	-	-	-	AB093479	-	-	-
C/Yamagata/1/2007	-	-	-	-|-|-|-|-|-|-	2007	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123853	LC125017
CaenBO1	-	-	Yamagata	-|-|-|Yamagata|-|-|-	2004	-	-	host	-	-	France	-	-	-	-	EU086908	-	-	-
C/Miyagi/12/2008	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2008	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739868	-	-	-
C/Miyagi/3/2010	-	-	-	-|-|-|-|-|-|-	2010	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123860	LC125024
CaenBR1	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2006	-	-	host	-	-	France	-	-	-	-	EU086916	-	-	-
C/Biliran/TB2-204/2014	-	-	-	-|-|-|-|-|-|-	2014	JUL	24	host	Homo sapiens	nasal swab	Philippines	-	-	-	-	-	-	MZ330896	MZ330898
C/Saitama/1/2004	-	-	Mississippi	-|-|-|Mississippi|-|-|-	-	-	-	host	-	-	Japan	-	-	-	-	AB252160	-	-	-
C/Yamagata/6/2016	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC385862	-	-	-
C/China/Taian003/2020	-	-	-	-|-|-|-|-|-|-	2020	OCT	16	host	Homo sapiens	oropharyngeal swab	China	-	-	-	-	-	-	-	OQ733375
C/Miyagi/5/2012	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2012	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739878	-	-	-
C/Minnesota/01/2014	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2014	DEC	27	host	Homo sapiens	-	USA	-	-	-	-	CY239417	-	CY239416	-
C/Greece/1/79	-	-	Mississippi	-|-|-|Mississippi|-|-|-	1979	-	-	host	Homo sapiens	-	Greece	-	LC123296	LC123398	LC123500	AB035363	-	-	-
C/Yamagata/3/88	-	-	Yamagata	-|-|-|Yamagata|-|-|-	-	-	-	host	-	-	-	-	-	-	-	D63473	-	-	-
C/Miyagi/5/2014	-	-	-	-|-|-|-|-|-|-	2014	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123879	LC125043
C/Miyagi/12/2004	-	-	-	-|-|-|-|-|-|-	2004	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123836	LC125000
C/Kaohsiung/105032177/2016	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2016	MAR	21	host	Homo sapiens	throat swab	Taiwan	-	-	-	-	MH185833	-	-	-
C/Milan/550/2008	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2008	-	-	host	Homo sapiens	nasopharyngeal swab	Italy	-	-	-	-	JX129181	-	-	-
C/Minnesota/04/2014	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2014	DEC	25	host	Homo sapiens	-	USA	-	-	-	-	CY239467	-	CY239468	-
Aomori/74	-	-	-	-|-|-|-|-|-|-	-	-	-	host	-	-	-	-	-	-	-	-	-	D16259	-
C/Philippines/2410-2009/2009	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2009	-	-	host	Homo sapiens	nasopharynx/oropharynx	Philippines	-	-	-	-	ON013516	-	-	-
C/Minnesota/04/2015	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2015	FEB	6	host	Homo sapiens	-	USA	-	-	-	-	CY239424	-	CY239425	-
C/Miyagi/8/2012	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2012	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739881	-	-	-
C/Minnesota/32/2015	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2015	MAR	2	host	Homo sapiens	-	USA	-	-	-	-	CY239479	-	CY239480	-
C/Yamagata/20/2004	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	-	-	-	host	-	-	-	-	-	-	-	AB219079	-	-	-
C/Miyagi/9/2008	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2008	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739866	-	-	-
C/Miyagi/2/2005	-	-	-	-|-|-|-|-|-|-	2005	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123843	LC125007
C/England/83	-	-	-	-|-|-|-|-|-|-	-	-	-	host	Homo sapiens	-	-	-	D78387	D78388	D78386	-	D78431	AB000725	-
C/Minnesota/14/2015	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2015	MAR	23	host	Homo sapiens	-	USA	-	-	-	-	CY239442	-	CY239443	-
C/Philippines/2811-2010/2010	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2010	-	-	host	Homo sapiens	nasopharynx/oropharynx	Philippines	-	-	-	-	ON013506	-	-	-
C/Yamagata/21/2004	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	-	-	-	host	-	-	-	-	-	-	-	AB219080	-	-	-
C/Thailand/B12983_M_gene/2015	-	-	-	-|-|-|-|-|-|-	2015	SEP	25	host	Homo sapiens	nasal swab	Thailand	-	-	-	-	-	-	MK480593	-
C/Minnesota/01/2015	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2015	JAN	1	host	Homo sapiens	-	USA	-	-	-	-	CY239418	-	CY239419	-
C/Catalonia/1266/2009	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2009	AUG	25	host	Homo sapiens	nasopharyngeal swab	Spain	-	-	-	-	HM748629	-	-	-
C/Biliran/TB4-067/2017	-	-	-	-|-|-|-|-|-|-	2017	JUN	15	host	Homo sapiens	nasal swab	Philippines	-	-	-	-	-	-	MZ330917	MZ330919
C/Yamagata/26/2004	-	-	-	-|-|-|-|-|-|-	2004	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123834	LC124998
C/Hiroshima/4/2004	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	-	-	-	host	-	-	Japan	-	-	-	-	AB252163	-	-	-
