strain_id	complete	seq_count	cg_subtype	hn_subtype	iso_year	iso_month	iso_day	iso_host	iso_source	iso_country	iso_place_name	segment1_accession	segment2_accession	segment3_accession	segment4_accession	segment5_accession	segment6_accession	segment7_accession	segment8_accession	segment_1_counts	segment_2_counts	segment_3_counts	segment_4_counts	segment_5_counts	segment_6_counts	segment_7_counts	segment_8_counts
A/Cambodia/X0123312/2013	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2013	JAN	23	Homo sapiens	-	Cambodia	Kampong Speu	KF001377	KF001378	KF001379	KF001380	KF001381	KF001382	KF001383	KF001384	1	1	1	1	1	1	1	1
A/chicken/Bhutan/418/2012	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2012	FEB	18	Gallus gallus	-	Bhutan	NULL	KX215303	KX215327	KX215249	KJ682312	KX215402	KJ682313	KX215422	KX215328	1	1	1	1	1	1	1	1
A/hooded crane/Kagoshima/4612J004/2010	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2010	-	-	Grus monacha	-	Japan	Kagoshima	AB760268	AB760269	AB760270	AB760271	AB760272	AB760273	AB760274	AB760275	1	1	1	1	1	1	1	1
A/chicken/Nigeria/16VIR5840-66/2015	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2015	AUG	21	Gallus gallus	-	Nigeria	NULL	MF112319	MF112416	MF112513	MF112607	MF112707	MF112807	MF112907	MF113004	1	1	1	1	1	1	1	1
A/chicken/Yamaguchi/7/2004	TRUE	18	A3|D1|A12|H5|A8|N1|A|A	H5N1	2004	-	-	Gallus gallus	-	Japan	NULL	AB166859	AB166860	GU186713	KX531259	GU186711	GU186710	AB166865	GU186712	2	2	2	4	2	2	2	2
A/chicken/Thai Binh/07-89/2007	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	-	-	Gallus gallus	-	Viet Nam	NULL	GU050530	GU050529	GU050528	GU050523	GU050526	GU050525	GU050524	GU050527	1	1	1	1	1	1	1	1
A/duck/Hubei/xn/2007	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	NOV	14	Anseriformes sp.	-	China	NULL	KJ003984	KJ003985	KJ003986	KJ003987	KJ003988	KJ003989	KJ003990	KJ003991	1	1	1	1	1	1	1	1
A/duck/Laos/A0617/2007(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	-	-	Anseriformes sp.	-	Laos	NULL	CY040955	CY040956	CY040957	CY040958	CY040959	CY040960	CY040961	CY040962	1	1	1	1	1	1	1	1
A/chicken/Yunnan/564/2003(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2003	-	-	Gallus gallus	-	China	NULL	CY029361	CY029362	CY029363	CY028976	CY029364	CY029365	CY029366	CY029367	1	1	1	1	1	1	1	1
A/duck/India/12TR04/2014	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2014	-	-	Anseriformes sp.	-	India	NULL	KT867349	KT867350	KT867351	KT867352	KT867353	KT867354	KT867355	KT867356	1	1	1	1	1	1	1	1
A/duck/Hai Duong/07-40/2007	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	-	-	Anseriformes sp.	-	Viet Nam	NULL	GU050396	GU050395	GU050394	GU050389	GU050392	GU050391	GU050390	GU050393	1	1	1	1	1	1	1	1
A/duck/Bangladesh/34749/2018	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2018	JAN	24	Anas platyrhynchos	-	Bangladesh	NULL	MH791867	MH791855	MH791581	MH791710	MH791714	MH791753	MH791751	MH791546	1	1	1	1	1	1	1	1
A/chicken/Nigeria/08RS848-14/2006(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	JUN	7	Gallus gallus	-	Nigeria	Lagos	CY048200	CY048201	CY048202	CY048203	CY048204	CY048205	CY048206	CY048207	1	1	1	1	1	1	1	1
A/chicken/East Java/UT6017/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	-	-	Gallus gallus	-	Indonesia	East Java	GQ122544	GQ122545	GQ122546	GQ122547	GQ122548	GQ122549	GQ122550	GQ122551	1	1	1	1	1	1	1	1
A/goose/Yunnan/6193/2006(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	-	-	Anser sp.	-	China	NULL	CY030974	CY030975	CY030976	CY030977	CY030978	CY030979	CY030980	CY030981	1	1	1	1	1	1	1	1
A/chicken/Nigeria/08RS848-74/2007(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	FEB	26	Gallus gallus	-	Nigeria	Enugu	CY048496	CY048497	CY048498	CY048499	CY048500	CY048501	CY048502	CY048503	1	1	1	1	1	1	1	1
A/Indonesia/CDC184/2005	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2005	NOV	8	Homo sapiens	gender:F; age:16; Throat Swab	Indonesia	NULL	CY014320	CY014319	CY014321	CY014197	CY014241	CY014237	CY014214	CY014255	1	1	1	1	1	1	1	1
A/chicken/Vietnam/NCVD-1104/2013	TRUE	10	A3|D1|A12|H5|A8|N1|A|A	H5N1	2013	FEB	5	Gallus gallus	-	Viet Nam	NULL	KY171511	KY171512	KY171513	KY171509	KY171515	KY171510	KY171517	KY171518	1	1	1	2	1	2	1	1
A/duck/Sukoharjo/04160290/2016	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2016	MAR	3	Anseriformes sp.	oropharyngeal swab	Indonesia	Central Java	KY614893	KY614894	KY614895	KY614896	KY614897	KY614898	KY614899	KY614900	1	1	1	1	1	1	1	1
A/Indonesia/536H/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	MAY	9	Homo sapiens	-	Indonesia	NULL	EU146775	EU146772	EU146769	EU146754	EU146763	EU146760	EU146757	EU146766	1	1	1	1	1	1	1	1
A/tufted duck/Fukushima/2/2011	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2011	-	-	-	-	Japan	Fukushima	AB615234	AB615235	AB615236	AB615237	AB615238	AB615239	AB615240	AB615241	1	1	1	1	1	1	1	1
A/American wigeon/Washington/196340/2015	TRUE	8	A3|E1|A7|H5|A8|N1|A|A	H5N1	2015	JAN	2	Mareca sp.	oropharyngeal/cloacal swab pool from individual bird	USA	Whatcom County, Washington	KU201861	KU201862	KU201863	KU201864	KU201865	KU201866	KU201867	KU201868	1	1	1	1	1	1	1	1
A/chicken/West Bengal/155505/2009	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2009	-	-	Gallus gallus	dead bird	India	NULL	GU271995	GU271996	GU271997	GU271998	GU271999	GU272000	GU272001	GU272002	1	1	1	1	1	1	1	1
A/duck/Giza/15292S/2015	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2015	-	-	Anseriformes sp.	-	Egypt	Giza	LC106047	LC106056	LC106065	LC106074	LC106083	LC106092	LC106101	LC106110	1	1	1	1	1	1	1	1
A/duck/Vietnam/1771/2005(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2005	-	-	Anseriformes sp.	-	Viet Nam	NULL	CY029548	CY029549	CY029550	CY029551	CY029552	CY029553	CY029554	CY029555	1	1	1	1	1	1	1	1
A/duck/Bangladesh/23655/2014	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2014	OCT	18	Anas sp.	-	Bangladesh	NULL	KY629459	KY629430	KY629519	KY629514	KY629489	KY629504	KY629448	KY629482	1	1	1	1	1	1	1	1
A/chicken/Egypt/S3093A/2011	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2011	MAR	30	Gallus gallus	-	Egypt	NULL	KF881324	KF881325	KF881326	CY099593	KF881327	KF881328	KF881329	KF881330	1	1	1	1	1	1	1	1
A/mallard/Maryland/802/2007	TRUE	16	B9|E1|A3|H5|A8|N1|B|A	H5N1	2007	AUG	18	Anas platyrhynchos	age:I	USA	Maryland	CY053884	CY053883	JF758814	JF758813	JF758810	JF758811	JF758812	CY053881	2	2	2	2	2	2	2	2
A/duck/Yunnan/119/2003(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2003	-	-	Anseriformes sp.	-	China	NULL	CY029347	CY029348	CY029349	CY028974	CY029350	CY029351	CY029352	CY029353	1	1	1	1	1	1	1	1
A/duck/Vietnam/HU3-16/2015(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2015	-	-	Anas platyrhynchos	-	Viet Nam	NULL	LC194812	LC194813	LC194814	LC194815	LC194816	LC194817	LC194818	LC194819	1	1	1	1	1	1	1	1
A/goose/Inner Mongolia/IM-192/2014	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2014	OCT	26	Anser sp.	-	China	Inner Mongolia	KR010408	KR010409	KR010410	KR010411	KR010412	KR010413	KR010414	KR010415	1	1	1	1	1	1	1	1
A/chicken/Egypt/S3806D/2011	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2011	SEP	4	Gallus gallus	-	Egypt	NULL	KF881346	KF881347	KF881348	JX912991	KF881349	KF881350	KF881351	KF881352	1	1	1	1	1	1	1	1
A/duck/Cambodia/D1PV/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	AUG	7	Anseriformes sp.	-	Cambodia	Prey Veng Province	HQ200471	HQ200470	HQ200472	HQ200467	HQ200473	HQ200468	HQ200469	HQ200474	1	1	1	1	1	1	1	1
A/duck/Bangladesh/40532/2019	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2019	JUL	10	Anas sp.	Cloacal	Bangladesh	NULL	MT090510	MT090516	MT090511	MT090514	MT090512	MT090513	MT090509	MT090515	1	1	1	1	1	1	1	1
A/chicken/Korea/Gimje/2008	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2008	APR	1	Gallus gallus	-	South Korea	NULL	GQ412033	GQ412039	GQ412045	GQ412053	GQ412057	GQ412064	GQ412069	GQ412075	1	1	1	1	1	1	1	1
A/openbill stork/Thailand/VSMU-6-BKK/2004	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2004	FEB	13	Anastomus oscitans	tracheal swab; coacal swab	Thailand	Bangkok	HM627926	HM627927	HM627928	HM627929	HM627930	HM627931	HM627932	HM627933	1	1	1	1	1	1	1	1
A/chicken/Sichuan/81/2005	TRUE	8	A3|D1|A12|H5|A8|N1|A|X	H5N1	2005	-	-	Gallus gallus	-	China	Sichuan	HM172452	HM172357	HM172309	HM172069	HM172214	HM172167	HM172118	HM172261	1	1	1	1	1	1	1	1
A/wild bird/Bhutan/326/2012	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2012	JAN	27	Aves	-	Bhutan	NULL	KX215273	KX215354	KX215414	KJ682266	KX215385	KJ682267	KX215443	KX215395	1	1	1	1	1	1	1	1
A/goose/Egypt/M2794E/2011	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2011	JAN	20	Anser sp.	-	Egypt	NULL	KF881608	KF881609	KF881610	CY099591	KF881611	KF881612	KF881613	KF881614	1	1	1	1	1	1	1	1
A/crow/India/01CA12/2012	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2012	JAN	3	Corvidae sp.	-	India	NULL	KP336323	KP336324	KP336325	KP336326	KP336327	KP336328	KP336329	KP336330	1	1	1	1	1	1	1	1
A/American wigeon/Washington/196336/2015	TRUE	8	A3|E1|A7|H5|A8|N1|A|A	H5N1	2015	JAN	2	Mareca sp.	oropharyngeal/cloacal swab pool from individual bird	USA	Whatcom County, Washington	KU201853	KU201854	KU201855	KU201856	KU201857	KU201858	KU201859	KU201860	1	1	1	1	1	1	1	1
A/chicken/Denpasar/06160095/2016	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2016	-	-	Gallus gallus	tissue	Indonesia	Bali	KY614988	KY614989	KY614990	KY614991	KY614992	KY614993	KY614994	KY614995	1	1	1	1	1	1	1	1
A/chicken/Sukhothai/NIAH114843/2008	TRUE	16	A3|D1|A12|H5|A8|N1|A|A	H5N1	2008	-	-	Gallus gallus	-	Thailand	Sukhothai province	FJ868022	FJ750825	FJ868024	FJ868025	FJ868026	FJ750821	FJ868028	FJ750823	2	2	2	2	2	2	2	2
A/chicken/Thailand/NS-342/2008	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2008	-	-	Gallus gallus	-	Thailand	NULL	EU850421	EU850422	EU850423	EU850424	EU850425	EU850426	EU850427	EU850428	1	1	1	1	1	1	1	1
A/duck/Nigeria/16VIR5840-4/2015	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2015	JAN	13	Anseriformes sp.	-	Nigeria	NULL	MF112257	MF112356	MF112453	MF112545	MF112645	MF112745	MF112845	MF112945	1	1	1	1	1	1	1	1
A/chicken/Kuwait/KISR7/2007(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	-	-	Gallus gallus	-	Kuwait	NULL	CY029977	CY029978	CY029979	CY029980	CY029981	CY029982	CY029983	CY029984	1	1	1	1	1	1	1	1
A/chicken/West Bengal/148713/2009	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2009	-	-	Gallus gallus	dead bird	India	NULL	GU356580	GU356581	GU356582	GU356583	GU356584	GU356585	GU356586	GU356587	1	1	1	1	1	1	1	1
A/ruddy turnstone/New Jersey/AI07-69/2007	TRUE	8	B9|E1|A10|H5|A11|N1|B|A	H5N1	2007	JUL	26	Arenaria interpres	-	USA	North Reed's Beach, Cape May county, NJ	CY144746	CY144745	CY144744	CY144739	CY144742	CY144741	CY144740	CY144743	1	1	1	1	1	1	1	1
A/chicken/Kurgan/3654at/2005	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	-	-	-	-	-	-	NULL	HQ724520	HQ724521	HQ724522	HQ724523	HQ724524	HQ724525	HQ724527	HQ724526	1	1	1	1	1	1	1	1
A/guinea fowl/Nigeria/16VIR5840-98/2016	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2016	MAR	19	Numididae sp.	-	Nigeria	NULL	MF112350	MF112447	MF112540	MF112639	MF112739	MF112839	MF112939	MF113039	1	1	1	1	1	1	1	1
A/chicken/Vietnam/NCVD-117/2008	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2008	-	-	Gallus gallus	-	Viet Nam	NULL	KR732507	KR732452	KR732476	KR732499	KR732544	KR732471	KR732419	KR732409	1	1	1	1	1	1	1	1
A/chicken/Nigeria/16VIR5840-10/2015	TRUE	56	A5|D1|A12|H5|A8|N1|A|A	H5N1	2015	JAN	25	Gallus gallus	-	Nigeria	NULL	MF112263	MF112362	MF112459	MF112551	MF112651	MF112751	MF112851	MF112948	1	1	1	1	1	1	1	1
A/muscovy duck/Vietnam/LBM669/2014	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2014	-	-	Cairina moschata	-	Viet Nam	NULL	LC010725	LC010726	LC010727	LC010728	LC010729	LC010730	LC010731	LC010732	1	1	1	1	1	1	1	1
A/tufted duck/Fukushima/7/2011	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2011	-	-	Aythya fuligula	-	Japan	Fukushima	AB675541	AB675542	AB675543	AB675544	AB675545	AB675546	AB675547	AB675548	1	1	1	1	1	1	1	1
A/Indonesia/175H/2005	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2005	NOV	11	Homo sapiens	-	Indonesia	NULL	EU146647	EU146646	EU146645	EU146640	EU146643	EU146642	EU146641	EU146644	1	1	1	1	1	1	1	1
A/goose/Nigeria/16VIR5840-3/2015	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2015	JAN	13	Anser sp.	-	Nigeria	NULL	MF112256	MF112355	MF112452	MF112544	MF112644	MF112744	MF112844	MF112944	1	1	1	1	1	1	1	1
A/duck/Lao/981/2010	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2010	-	-	Anseriformes sp.	-	Laos	NULL	CY098441	CY098442	CY098443	CY098444	CY098445	CY098446	CY098447	CY098448	1	1	1	1	1	1	1	1
A/Indonesia/CDC669/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	JUN	13	Homo sapiens	gender:M; age:14; Pleural Fluid	Indonesia	NULL	CY014484	CY014483	CY014482	CY014481	CY014487	CY014486	CY014485	CY014488	1	1	1	1	1	1	1	1
A/muscovy duck/Ha Nam/07-47/2007	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	-	-	Cairina moschata	-	Viet Nam	NULL	GU050412	GU050411	GU050410	GU050405	GU050408	GU050407	GU050406	GU050409	1	1	1	1	1	1	1	1
A/duck/Vietnam/QT1484/2012	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2012	FEB	3	Anas platyrhynchos	-	Viet Nam	NULL	KX513364	KX644127	KX513284	KX513156	KX513151	KX513257	KX513385	KX513269	1	1	1	1	1	1	1	1
A/duck/Bangladesh/40832/2019	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2019	SEP	13	Anas sp.	Oral-pharyngeal	Bangladesh	NULL	MT090604	MT090600	MT090599	MT090603	MT090605	MT090602	MT090598	MT090601	1	1	1	1	1	1	1	1
A/duck/Bac Lieu/1213/2007	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	JAN	6	Anseriformes sp.	-	Viet Nam	NULL	JX420211	JX420212	JX420213	JX420214	JX420215	JX420216	JX420217	JX420218	1	1	1	1	1	1	1	1
A/chicken/Egypt/08124S-NLQP/2008	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2008	JAN	10	Gallus gallus	cloacal swab	Egypt	Behera	CY057200	CY057201	CY057202	GQ184246	CY057203	GQ184285	CY057204	CY057205	1	1	1	1	1	1	1	1
A/Indonesia/CDC625/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	MAY	21	Homo sapiens	gender:M; age:32; Throat Swab	Indonesia	NULL	CY014436	CY014435	CY014434	CY014433	CY014439	CY014438	CY014437	CY014440	1	1	1	1	1	1	1	1
A/openbill stork/Thailand/VSMU-8-BKK/2004	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2004	FEB	12	Anastomus oscitans	tracheal swab; coacal swab	Thailand	Bangkok	HM627934	HM627935	HM627936	HM627937	HM627938	HM627939	HM627940	HM627941	1	1	1	1	1	1	1	1
A/bar-headed goose/China/47/2015	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2015	-	-	Anser indicus	feces	China	NULL	MK641377	MK641376	MK641375	MK641370	MK641373	MK641372	MK641371	MK641374	1	1	1	1	1	1	1	1
A/partridge/Shantou/478/2002(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2002	-	-	Phasianidae sp.	-	China	NULL	CY029123	CY029124	CY029125	CY028942	CY029126	CY029127	CY029128	CY029129	1	1	1	1	1	1	1	1
A/duck/Vietnam/HU3-1265/2015	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2015	-	-	Anas platyrhynchos	-	Viet Nam	NULL	LC167715	LC167716	LC167717	LC167718	LC167719	LC167720	LC167721	LC167722	1	1	1	1	1	1	1	1
A/chicken/Gansu/6/2012	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2012	JUN	5	Gallus gallus	-	China	NULL	KX160161	KX160160	KX160163	KX160156	KX160158	KX160157	KX160162	KX160159	1	1	1	1	1	1	1	1
A/chicken/Miyazaki/8/2011	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2011	-	-	-	-	Japan	Miyazaki	AB684147	AB684148	AB684149	AB684250	AB684150	AB684151	AB684152	AB684153	1	1	1	1	1	1	1	1
A/duck/Bangladesh/34097/2017	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2017	NOV	28	Anas sp.	-	Bangladesh	NULL	MH791543	MH791768	MH791918	MH791792	MH791563	MH791846	MH791815	MH791600	1	1	1	1	1	1	1	1
A/environment/Xinjiang/6/2009	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2009	JAN	16	Environment	-	China	Xinjiang	CY098835	CY098836	CY098837	CY098838	CY098839	CY098840	CY098841	CY099014	1	1	1	1	1	1	1	1
A/duck/Vietnam/HU5-1572/2016	TRUE	16	A3|D1|A12|H5|A8|N1|A|A	H5N1	2016	-	-	Anas platyrhynchos	-	Viet Nam	NULL	LC363985	LC363986	LC363987	LC363988	LC363989	LC363990	LC363991	LC363992	1	1	1	1	1	1	1	1
A/chicken/Bhutan/317/2012	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2012	JAN	15	Gallus gallus	-	Bhutan	NULL	KX215305	KX215374	KX215275	KJ682234	KX215208	KJ682235	KX215370	KX215447	1	1	1	1	1	1	1	1
A/chicken/Kuwait/KISR3/2007(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	-	-	Gallus gallus	-	Kuwait	NULL	CY029953	CY029954	CY029955	CY029956	CY029957	CY029958	CY029959	CY029960	1	1	1	1	1	1	1	1
A/Duck/Hong Kong/ww461/2000(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|B	H5N1	-	-	-	-	-	-	NULL	AY059523	AY059516	AY059530	AY059478	AY059495	AY059487	AY059509	AY059502	1	1	1	1	1	1	1	1
A/Indonesia/341H/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	FEB	21	Homo sapiens	-	Indonesia	NULL	EU146736	EU146735	EU146734	EU146729	EU146732	EU146731	EU146730	EU146733	1	1	1	1	1	1	1	1
A/Goose/Hong Kong/3014.8/2000(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	-	-	-	-	-	-	NULL	AY059529	AY059519	AY059533	AY059482	AY059498	AY059491	AY059512	AY059505	1	1	1	1	1	1	1	1
A/chicken/Nigeria/16VIR5840-29/2015	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2015	FEB	13	Gallus gallus	-	Nigeria	NULL	MF112282	MF112381	MF112478	MF112570	MF112670	MF112770	MF112870	MF112967	1	1	1	1	1	1	1	1
A/mink/China/G/2015	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2015	JUL	7	Neovison vison	-	China	NULL	KX867862	KX867863	KX867864	KX867865	KX867866	KX867867	KX867868	KX867869	1	1	1	1	1	1	1	1
A/Hong Kong/378.1/2001	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2001	-	-	Homo sapiens	-	China	NULL	GU052096	GU052095	GU052094	GU052089	GU052092	GU052091	GU052090	GU052093	1	1	1	1	1	1	1	1
A/duck/Korea/NJ83/2011	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2011	-	-	Anseriformes sp.	-	South Korea	NULL	JN807916	JN807945	JN807969	JN807987	JN808012	JN808039	JN808064	JN808095	1	1	1	1	1	1	1	1
A/bar-headed goose/Tibet/8/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	-	-	Anser indicus	-	China	Tibet	HM172419	HM172372	HM172318	HM172087	HM172249	HM172185	HM172128	HM172277	1	1	1	1	1	1	1	1
A/chicken/Nigeria/VRD21-37_21VIR2288-2/2021	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2021	-	-	Gallus gallus	isolates	Nigeria	NULL	MW961475	MW961474	MW961473	MW961468	MW961471	MW961470	MW961469	MW961472	1	1	1	1	1	1	1	1
A/goose/Vietnam/HU10-1141/2018	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2018	-	-	Anser cygnoides domesticus	-	Viet Nam	NULL	LC500363	LC500364	LC500365	LC500366	LC500367	LC500368	LC500369	LC500370	1	1	1	1	1	1	1	1
A/Vietnam/UT3040/2004	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2004	JAN	6	Homo sapiens	throat swab	Viet Nam	NULL	HM114478	HM114479	HM114480	HM114481	HM114482	HM114483	HM114484	HM114485	1	1	1	1	1	1	1	1
A/muscovy duck/Bac Ninh/07-69/2007	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	-	-	Cairina moschata	-	Viet Nam	NULL	GU050356	GU050355	GU050354	GU050349	GU050352	GU050351	GU050350	GU050353	1	1	1	1	1	1	1	1
A/mute swan/Aktau/1460/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|B	H5N1	2006	-	-	Cygnus olor	-	Kazakhstan	NULL	FJ434380	FJ434379	FJ434378	FJ434373	FJ434377	FJ434374	FJ434375	FJ434376	1	1	1	1	1	1	1	1
A/domestic duck/VinhLong/0184/2013	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2013	NOV	11	Anas platyrhynchos	cloacal swab and throat swab	Viet Nam	VinhLong	KU311535	KU311536	KU311537	KU311538	KU311539	KU311540	KU311541	KU311542	1	1	1	1	1	1	1	1
A/great crested grebe/Denmark/7498/06	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	-	-	-	-	-	Denmark	NULL	EF523713	EF523716	EF523725	EF523695	EF523735	EF523705	EF523744	EF523753	1	1	1	1	1	1	1	1
A/duck/Vietnam/QT1483/2012	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2012	FEB	3	Anas platyrhynchos	-	Viet Nam	NULL	KX513305	KX644111	KX513195	KX513313	KX513110	KX513330	KX513112	KX513354	1	1	1	1	1	1	1	1
A/chicken/Nigeria/16VIR5840-23/2015	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2015	FEB	8	Gallus gallus	-	Nigeria	NULL	MF112276	MF112375	MF112472	MF112564	MF112664	MF112764	MF112864	MF112961	1	1	1	1	1	1	1	1
A/duck/Bangladesh/30892/2016	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2016	SEP	27	Anas sp.	-	Bangladesh	NULL	MG042268	MG042423	MG042139	MG042204	MG042400	MG042294	MG042130	MG042440	1	1	1	1	1	1	1	1
A/Indonesia/CDC357/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	JAN	30	Homo sapiens	gender:M; age:15; Throat Swab	Indonesia	NULL	CY014352	CY014351	CY014353	CY014207	CY014246	CY014230	CY014220	CY014259	1	1	1	1	1	1	1	1
A/chicken/Egypt/S3806B/2011	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2011	SEP	4	Gallus gallus	-	Egypt	NULL	KF881593	KF881594	KF881595	JX912995	KF881596	KF881597	KF881598	KF881599	1	1	1	1	1	1	1	1
A/chicken/Nigeria/16VIR5840-70/2015	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2015	SEP	30	Gallus gallus	-	Nigeria	NULL	MF112323	MF112420	MF112517	MF112611	MF112711	MF112811	MF112911	MF113008	1	1	1	1	1	1	1	1
A/duck/Bangladesh/25890/2015	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2015	JUL	10	Anas sp.	-	Bangladesh	NULL	KY635527	KY635510	KY635566	KY635474	KY635713	KY635451	KY635460	KY635793	1	1	1	1	1	1	1	1
A/Indonesia/CDC594/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	MAY	9	Homo sapiens	gender:M; age:19; Pleural Fluid	Indonesia	NULL	CY014269	CY014270	CY014271	CY014272	CY014273	CY014274	CY014275	CY014276	1	1	1	1	1	1	1	1
