cg_subtype	strain_count
B10|E1|A7|H2|A11|N3|B|B	1
A3|B1|A12|H5|A11|N7|A|A	1
B10|D1|A3|H11|A11|N5|B|A	4
A5|E1|A3|H3|A11|N8|A|B	2
B10|E1|A10|H10|A11|N9|B|A	2
B10|E1|A3|H7|A8|N3|B|A	2
B9|E1|A3|H3|A11|N1|B|B	1
B9|E1|A7|H3|A11|N1|B|B	1
B4|E1|A8|H6|A11|N8|A|A	1
B10|E1|A11|H7|A8|N1|B|A	2
B8|E1|A11|H11|A11|N9|B|A	1
B10|E1|A12|H2|A8|N4|B|A	1
A4|D1|A12|H5|A8|N6|A|X	3
B8|E1|A7|H2|A11|N1|B|A	1
A4|D1|A12|H2|A8|N9|A|A	6
B8|E1|A7|H9|A11|N1|B|A	1
B8|E1|A11|H6|A8|N1|B|B	1
B9|E1|A10|H2|A11|N9|B|B	1
A4|D1|A7|H2|A8|N3|A|A	4
B8|E1|A10|H11|A11|N9|B|B	4
B8|E1|A3|H2|A11|N4|B|A	1
A5|D1|A12|H5|A8|N1|A|B	3
A3|D1|A12|H5|A8|N7|A|A	1
A4|D1|A7|H2|A8|N2|A|B	1
A3|D1|A12|H8|A8|N2|A|A	1
A4|D1|A12|H9|A8|N2|A|B	1
B1|E1|A2|H5|A4|N3|B|A	1
B4|E1|A8|H11|A11|N9|B|A	19
B10|E1|A3|H3|A11|N2|B|B	2
B9|E1|A10|H7|A11|N1|B|A	1
B10|E1|A11|H2|A11|N1|B|B	3
B7|C1|A7|H1|A3|N2|A|A	1
B8|E1|A7|H3|A11|N2|B|B	1
B10|E1|A3|H10|A11|N1|B|B	3
B9|E1|A7|H10|A11|N3|B|A	2
B9|E1|A10|H5|A10|N2|B3|B	100
A5|E1|A5|H10|A8|N8|A|A	1
A3|E1|A12|H4|A8|N6|A|A	1
A5|D1|A12|H1|A11|N4|A|B	1
A3|D1|A7|H3|A8|N2|A|B	1
A3|D1|A5|H1|A8|N2|A|A	7
B8|E1|A7|H7|A11|N5|B|A	1
A5|D1|A12|H2|A8|N2|A|A	3
A5|D1|A12|H6|A8|N8|B|A	8
B9|E1|A3|H12|A11|N5|B|A	24
B4|E1|A7|H10|A11|N1|B|A	1
B8|E1|A3|H5|A11|N2|B|B	4
B10|E1|A10|H2|A11|N5|B|A	2
A4|E1|A3|H10|A11|N7|A|B	1
B9|E1|A10|H4|A11|N9|B|A	3
B9|E1|A11|H4|A11|N5|B|A	1
B3|E1|A8|H3|A11|N1|B|A	1
A3|D1|A5|H9|A8|N2|B|A	1
B10|E1|A1|H1|A3|N1|B1|A	2
B4|E1|A3|H6|A11|N1|A|A	1
B3|E1|A10|H6|A11|N8|A|B	1
B4|E1|A7|H3|A11|N6|B|A	1
B10|E1|A10|H5|A11|N8|B|A	3
B5|C1|A7|H1|A3|N2|A|X	2
B8|E1|A7|H11|A11|N9|B|B	3
B9|E1|A3|H2|A11|N9|B|A	2
B8|E1|A7|H4|A11|N8|B|A	3
B10|E1|A3|H14|A8|N3|B|A	2
B10|E1|A11|H4|A11|N8|B|A	7
B9|E1|A3|H1|A11|N5|B|A	1
A3|D1|A12|H4|A8|N9|A|A	6
B8|E1|A11|H6|A11|N5|B|A	2
B10|E1|A12|H9|A11|N2|B|A	2
A5|D1|A12|H7|A8|N3|A|B	4
B8|E1|A10|H3|A11|N1|B|B	1
B6|C1|A7|H1|A3|N1|B1|X	35
B9|E1|A11|H2|A11|N1|B|A	3
B10|E1|A3|H4|A8|N8|B|A	1
B9|E1|A10|H1|A11|N3|B|A	6
B3|E1|A8|H5|A11|N2|B|A	3
B8|E1|A3|H4|A11|N6|B|A	16
A3|D1|A5|H4|A8|N3|A|A	1
B9|E1|A11|H1|A11|N1|B|A	21
A5|D1|A12|H7|A8|N2|A|A	7
B3|E1|A7|H4|A11|N2|B|A	2
B8|E1|A3|H3|A11|N2|B|B	1
B4|E1|A11|H6|A11|N2|B|B	1
B4|E1|A10|H6|A11|N8|B|B	4
B10|E1|A11|H5|A11|N3|B|A	4
A3|D1|A5|H3|A8|N3|A|B	1
B5|E1|A3|H5|A11|N2|B|B	4
B10|E1|A11|H8|A11|N4|B|B	5
B10|E1|A3|H1|A11|N1|B|B	20
A5|D1|A12|H1|A8|N1|B|A	1
A1|E1|A7|H13|A7|N2|B|A	2
B8|E1|A7|H3|A11|N7|B|A	1
B2|E1|A1|H1|A2|N2|B|A	1
B10|E1|A11|H11|A8|N1|B|A	1
B10|E1|A3|H10|A11|N8|B|A	3
B10|E1|A10|H10|A8|N7|B|B	1
B5|E1|A11|H7|A11|N3|B|A	1
B9|E1|A3|H12|A11|N4|B|A	5
B9|E1|A10|H10|A11|N5|B|A	1
A5|D1|A12|H5|A8|N6|A|A	70
B5|E1|A1|H1|A3|N1|B1|A	1
B3|E1|A10|H3|A11|N2|B|B	1
A3|D1|A4|H1|A11|N2|B|A	34
B3|E1|A7|H2|A11|N1|B|A	1
A3|D1|A12|H4|A8|N1|A|B	1
B3|E1|A3|H6|A11|N2|B|A	2
A3|D1|A5|H11|A8|N3|A|A	8
B9|E1|A11|H4|A11|N9|B|A	2
A4|D1|A5|H5|A8|N1|A|A	2
A4|D1|A7|H6|A8|N1|A|A	1
A5|E1|A12|H6|A8|N6|A|A	2
A3|D1|A12|H6|A11|N8|A|A	6
A3|D1|A4|H1|A8|N2|A|X	1
B4|E1|A7|H12|A11|N5|B|B	4
B5|E1|A3|H12|A11|N4|B|A	1
B5|E1|A11|H2|A11|N8|B|A	1
A5|D1|A5|H6|A8|N9|A|A	1
B8|E1|A7|H1|A11|N1|B|B	1
A5|D1|A12|H15|A8|N4|A|B	1
A4|D1|A12|H1|A8|N1|A|B	1
B8|E1|A7|H3|A11|N8|B|B	56
B9|E1|A3|H10|A11|N8|B|B	1
B3|E1|A3|H7|A11|N5|B|A	1
B1|E1|A2|H6|A4|N1|B|A	1
A3|D1|A12|H10|A8|N7|A|A	13
B10|E1|A12|H11|A11|N9|B|B	3
B10|E1|A10|H4|A11|N8|B|B	4
B5|E1|A7|H4|A11|N6|B|A	2
B8|E1|A3|H11|A11|N9|B|A	9
B8|E1|A3|H4|A11|N3|B|A	3
B9|E1|A8|H4|A11|N2|B|A	1
B7|C1|A7|H1|A3|N2|A|X	3
B3|E1|A7|H6|A11|N2|B|A	2
A5|D1|A12|H7|A11|N1|A|B	5
B5|E1|A3|H9|A11|N5|B|A	1
B4|E1|A11|H3|A11|N2|B|B	1
B10|E1|A7|H3|A11|N8|B|A	23
A5|D1|A12|H1|A8|N8|A|A	1
A3|D1|A12|H3|A11|N8|A|A	2
B10|E1|A7|H10|A11|N2|B|A	15
B3|E1|A11|H3|A11|N2|B|A	1
B8|E1|A7|H3|A11|N8|B|A	13
B4|D1|A3|H3|A11|N8|B|B	2
A3|D1|A5|H11|A8|N3|A|B	1
A2|E1|A12|H16|A7|N6|A|A	1
B10|E1|A10|H10|A11|N6|B|B	1
B4|E1|A3|H4|A11|N8|B|A	3
B10|E1|A7|H12|A11|N5|B|A	6
A4|D1|A5|H6|A8|N1|A|A	1
B10|E1|A7|H2|A11|N5|B|B	1
A3|D1|A5|H1|A8|N8|A|B	1
B10|E1|A3|H10|A11|N3|B|A	46
A3|D1|A4|H3|A3|N2|A|A	2
B3|E1|A8|H6|A11|N8|B|B	1
A3|D1|A12|H10|A8|N7|A|B	2
B3|E1|A11|H3|A11|N8|B|B	1
B8|E1|A11|H4|A11|N6|B|A	7
A5|D1|A11|H2|A8|N2|A|B	1
B4|E1|A3|H7|A11|N3|B|A	2
B10|E1|A7|H4|A11|N6|B|A	20
B4|E1|A3|H11|A11|N4|B|A	1
B4|E1|A7|H6|A11|N1|B|A	7
B9|E1|A10|H8|A11|N4|B|A	12
B3|E1|A3|H4|A11|N1|B|A	2
A3|D1|A12|H3|A8|N9|A|A	1
A5|D1|A5|H10|A8|N7|A|A	1
B10|E1|A11|H5|A11|N2|B|A	41
B4|E1|A11|H1|A11|N3|B|A	2
B8|E1|A10|H11|A11|N9|B|A	1
A5|D1|A12|H3|A11|N8|A|A	15
B8|E1|A10|H8|A11|N4|B|A	1
B9|E1|A8|H5|A11|N1|B|A	1
B10|E1|A7|H10|A11|N1|B|A	15
B10|E1|A11|H8|A11|N4|B|A	34
B8|E1|A7|H3|A11|N6|B|A	5
B4|E1|A11|H10|A11|N7|B|A	1
B5|E1|A6|H6|A11|N1|B|B	2
B4|E1|A10|H5|A11|N6|B|B	3
B9|E1|A3|H4|A11|N9|B|A	2
B3|D1|A1|H3|A8|N2|B1|X	1
A4|D1|A12|H14|A8|N5|A|A	1
B9|E1|A11|H4|A11|N2|B|A	3
B10|E1|A7|H14|A11|N8|B|B	2
B9|E1|A11|H3|A8|N8|B|A	1
B10|E1|A3|H12|A11|N9|B|A	4
B4|E1|A10|H11|A11|N3|B|B	1
A5|D1|A12|H2|A8|N1|A|B	1
A3|D1|A12|H2|A8|N3|A|A	4
B4|E1|A11|H2|A11|N3|B|A	2
A3|D1|A4|H1|A11|N1|A|X	2
B10|E1|A11|H6|A11|N5|B|B	2
B4|E1|A10|H2|A11|N3|B|B	1
B4|E1|A11|H11|A11|N9|B|B	2
B2|A1|A1|H1|A3|N1|B|A	8
B10|E1|A3|H11|A11|N8|B|B	1
B4|E1|A8|H3|A11|N4|B|A	2
B5|E1|A10|H9|A11|N2|A|A	1
B8|E1|A3|H2|A11|N1|B|A	1
B9|E1|A11|H9|A11|N2|B|A	2
B4|E1|A3|H3|A11|N2|B|A	2
B10|E1|A10|H5|A11|N9|B|A	1
B5|E1|A10|H10|A11|N6|B|A	2
B4|E1|A3|H3|A11|N8|B|A	11
B4|E1|A3|H7|A11|N2|B|B	27
B9|E1|A11|H10|A11|N5|B|A	2
B4|E1|A3|H6|A11|N8|B|B	1
B8|E1|A3|H6|A11|N1|B|B	1
B9|E1|A3|H2|A11|N9|B|B	2
B4|E1|A8|H4|A11|N6|B|B	1
B9|E1|A12|H11|A11|N9|B|B	1
B10|E1|A7|H9|A11|N1|B|A	1
B8|E1|A3|H1|A11|N3|B|B	2
A3|E1|A12|H11|A8|N6|A|A	1
A3|D1|A12|H3|A8|N3|A|A	1
B5|E1|A3|H12|A11|N2|B|A	1
B9|E1|A11|H6|A11|N1|B|A	25
B8|E1|A3|H4|A11|N8|B|B	1
B4|E1|A11|H4|A11|N6|B|B	8
B10|E1|A11|H7|A11|N6|B|B	1
A5|E1|A7|H4|A8|N6|A|A	1
B10|E1|A3|H5|A11|N8|B|A	1
B5|E1|A10|H12|A11|N5|B|A	1
B4|E1|A10|H5|A11|N2|B|B	40
B10|E1|A1|H1|A3|N1|B|A	1
A5|D1|A12|H3|A8|N8|A|A	91
B6|C1|A7|H1|A3|N1|A|X	65
B8|E1|A10|H11|A11|N1|B|A	1
B9|E1|A11|H2|A11|N3|B|B	1
B8|D1|A12|H7|A8|N1|A|A	1
B9|E1|A11|H7|A11|N6|B|A	1
A5|D1|A12|H1|A8|N3|A|A	7
A5|D1|A12|H12|A8|N5|A|B	7
B8|E1|A8|H6|A11|N8|B|A	3
B3|E1|A8|H1|A11|N2|B|A	1
A5|E1|A7|H4|A8|N6|A|B	1
B10|E1|A11|H6|A11|N1|B|A	22
B9|E1|A7|H7|A11|N2|B|A	1
A5|D1|A12|H6|A11|N2|A|B	4
B2|C1|A1|H3|A2|N2|B2|A	15477
B8|E1|A3|H7|A11|N3|B|A	5
B10|E1|A7|H8|A11|N4|B|B	1
B5|E1|A11|H2|A11|N9|B|A	1
B2|D1|A1|H3|A2|N2|B|A	1
B9|E1|A10|H3|A11|N7|B|A	2
B10|E1|A12|H5|A11|N2|B|A	4
B3|E1|A7|H5|A11|N2|B|B	3
B10|E1|A12|H2|A11|N3|B|B	10
A3|D1|A5|H7|A8|N9|A|B	5
A5|D1|A12|H12|A11|N9|A|A	1
B10|E1|A3|H6|A11|N8|B|A	4
B10|E1|A11|H3|A11|N6|B|A	9
B6|C1|A7|H1|A3|N2|A|X	57
A5|D1|A12|H12|A8|N1|A|B	1
A5|D1|A12|H4|A11|N6|A|A	6
B10|E1|A12|H7|A11|N7|B|A	1
B9|E1|A11|H4|A11|N8|B|B	5
B10|E1|A3|H11|A11|N5|B|B	5
B4|E1|A10|H5|A11|N5|B|B	29
B10|E1|A3|H12|A11|N5|B|B	6
B9|E1|A7|H3|A11|N6|B|B	3
A3|D1|A12|H7|A8|N8|A|A	5
B4|E1|A3|H9|A11|N2|B|A	1
B9|E1|A3|H5|A11|N3|B|A	5
B9|E1|A7|H3|A11|N6|B|A	17
A5|D1|A12|H11|A8|N9|A|A	72
B10|E1|A7|H4|A11|N2|B|A	2
B10|E1|A11|H5|A11|N2|B|B	52
B2|D1|A1|H1|A2|N1|B|A	1
A3|D1|A12|H7|A8|N7|A|A	25
B10|E1|A3|H7|A11|N1|B|A	15
B9|E1|A10|H9|A11|N2|B|B	1
B8|E1|A7|H6|A11|N4|B|A	4
B3|D1|A8|H1|A3|N1|B1|X	1
B4|E1|A3|H8|A11|N1|B|B	1
B10|E1|A3|H10|A5|N2|B|B	4
B5|E1|A3|H1|A11|N1|B|A	7
B9|E1|A3|H5|A8|N1|B|A	1
B8|E1|A3|H11|A11|N2|B|B	2
B10|E1|A3|H5|A8|N3|B|A	1
B3|E1|A3|H3|A11|N5|B|A	7
B2|C1|A1|H1|A2|N1|B2|A	10
A3|D1|A12|H6|A11|N2|A|B	1
B10|E1|A3|H5|A11|N9|B|A	6
B4|E1|A8|H5|A10|N2|B3|B	11
B10|E1|A7|H2|A11|N9|B|B	1
B10|E1|A11|H10|A11|N5|B|A	1
A5|D1|A12|H1|A8|N2|A|B	8
B10|E1|A3|H10|A5|N9|B|A	1
A5|D1|A12|H10|A8|N8|A|B	20
B5|E1|A5|H1|A3|N2|B1|X	1
B10|E1|A3|H3|A11|N3|B|B	1
A5|D1|A12|H5|A11|N3|A|B	1
B4|E1|A3|H2|A11|N3|B|A	3
B9|E1|A3|H10|A11|N4|B|B	4
B8|E1|A11|H3|A8|N8|B|B	1
B4|E1|A7|H6|A11|N8|A|A	1
B1|E1|A2|H6|A5|N8|B|B	1
A3|D1|A4|H3|A11|N2|A|A	58
B9|E1|A3|H10|A11|N7|B|A	31
B4|E1|A7|H10|A11|N2|A|A	2
A5|D1|A5|H10|A8|N3|A|A	1
A3|D1|A12|H5|A8|N2|A|A	77
A3|D1|A12|H4|A8|N2|A|A	11
B1|E1|A2|H11|A4|N2|B|A	6
A4|D1|A12|H2|A8|N2|A|A	2
B10|E1|A10|H11|A11|N3|B|B	2
B8|E1|A11|H7|A11|N3|B|B	5
A5|E1|A7|H3|A11|N8|B|B	4
B9|E1|A10|H11|A11|N1|B|A	2
B10|E1|A3|H7|A11|N1|B|B	1
B3|E1|A10|H3|A11|N2|B|A	1
B4|E1|A3|H6|A11|N6|B|A	1
B3|D1|A1|H3|A3|N1|B1|X	1
B4|E1|A10|H6|A11|N2|B|A	2
B9|E1|A7|H9|A11|N2|B|A	6
B5|E1|A3|H3|A11|N8|B|A	6
A3|D1|A7|H10|A8|N9|A|A	1
A5|D1|A12|H11|A8|N9|A|B	18
B10|E1|A11|H9|A11|N1|B|B	1
B4|E1|A3|H10|A11|N2|B|B	1
B8|E1|A11|H6|A11|N8|B|A	4
B10|E1|A7|H6|A11|N8|B|A	2
B8|E1|A7|H4|A11|N6|B|A	7
A4|E1|A12|H6|A8|N6|A|A	4
B10|E1|A3|H1|A11|N8|B|A	3
B10|E1|A10|H1|A11|N1|B|B	3
B9|E1|A3|H6|A11|N2|B|A	15
B5|E1|A8|H2|A11|N3|B|B	1
A3|D1|A10|H3|A8|N2|A|A	23
A3|B1|A12|H9|A9|N5|A|A	1
B3|E1|A7|H12|A11|N5|B|A	2
B8|E1|A3|H11|A11|N9|B|B	4
B4|E1|A3|H5|A11|N2|B|B	18
B5|E1|A10|H9|A11|N1|A|A	6
A3|E1|A12|H10|A8|N8|A|A	2
B10|E1|A11|H11|A11|N8|B|A	1
B4|E1|A10|H4|A11|N8|B|A	2
B5|E1|A3|H11|A11|N1|B|A	3
B10|E1|A11|H7|A11|N1|B|A	2
B9|E1|A3|H8|A11|N4|B|A	19
B9|E1|A10|H10|A11|N6|B|A	1
B10|E1|A7|H6|A11|N8|B|B	1
A5|D1|A5|H6|A8|N6|A|A	7
B8|E1|A10|H9|A11|N9|B|A	1
B4|E1|A11|H10|A11|N1|B|B	1
B4|E1|A3|H3|A8|N6|B|B	2
B9|E1|A3|H3|A11|N2|B|A	35
A3|D1|A4|H1|A8|N1|B|A	59
B9|E1|A11|H4|A11|N3|B|A	2
A5|E1|A12|H5|A8|N2|B|A	1
A3|D1|A12|H9|A8|N2|A|A	172
A5|D1|A12|H11|A8|N2|A|B	1
B9|E1|A11|H7|A11|N9|B|A	1
A4|E1|A4|H2|A8|N1|A|A	1
B9|E1|A7|H3|A8|N8|B|B	2
A5|D1|A7|H12|A11|N9|B|A	1
B10|E1|A3|H10|A11|N6|B|A	3
B3|E1|A8|H6|A11|N2|B|A	3
B10|E1|A3|H3|A11|N8|B|B	126
B9|E1|A3|H1|A11|N1|B|B	8
B9|E1|A10|H7|A11|N4|B|A	1
B4|E1|A3|H10|A11|N2|B|A	1
B4|E1|A10|H4|A11|N2|B|A	3
B10|E1|A3|H7|A11|N3|B|A	120
A5|D1|A7|H3|A8|N8|A|B	2
B10|E1|A11|H10|A11|N7|B|A	5
A5|D1|A12|H2|A8|N7|A|A	13
B10|E1|A12|H5|A11|N1|B|B	1
B4|E1|A10|H6|A11|N2|B|B	2
B10|E1|A11|H3|A11|N2|B|B	1
A5|D1|A5|H9|A8|N9|A|A	9
B8|E1|A3|H3|A11|N6|B|B	3
B9|E1|A11|H5|A11|N1|B|A	1
A2|E1|A6|H13|A7|N8|A|A	3
B10|E1|A10|H14|A11|N6|B|B	1
A4|E1|A7|H4|A8|N6|A|A	1
B8|E1|A11|H6|A11|N8|B|B	2
B8|E1|A3|H5|A11|N8|B|B	1
B10|E1|A10|H6|A11|N2|B|A	4
B9|E1|A10|H14|A11|N2|B|B	1
B3|E1|A8|H3|A11|N2|B|A	2
B8|E1|A10|H6|A11|N6|B|A	2
B9|E1|A11|H5|A11|N9|B|A	1
B9|E1|A11|H4|A11|N8|B|A	10
B5|E1|A10|H5|A11|N2|B|B	1
B9|E1|A3|H3|A11|N7|B|A	9
A5|D1|A12|H2|A8|N1|A|A	1
B10|E1|A11|H10|A11|N6|B|B	2
B9|E1|A10|H6|A11|N1|B|A	15
B10|E1|A7|H3|A11|N8|B|B	30
B9|E1|A10|H3|A11|N9|B|A	1
B8|E1|A8|H6|A11|N6|B|A	1
B4|E1|A3|H7|A8|N3|B|A	1
B9|E1|A11|H10|A11|N4|B|A	1
A3|E1|A7|H5|A8|N1|A|A	4
B8|E1|A11|H7|A11|N9|B|B	1
A3|D1|A12|H3|A11|N8|B|A	2
A3|E1|A7|H3|A11|N8|A|A	1
A3|D1|A4|H1|A8|N2|B|A	102
B3|E1|A8|H7|A11|N2|B|B	11
A5|E1|A12|H9|A11|N2|A|A	1
B9|E1|A7|H11|A11|N8|B|B	9
B1|E1|A2|H4|A4|N6|B|A	4
A5|D1|A12|H8|A8|N4|A|B	9
B8|E1|A10|H10|A11|N1|B|A	1
B8|E1|A3|H4|A11|N6|B|B	6
B8|E1|A12|H3|A11|N8|B|B	1
B4|E1|A11|H11|A11|N2|B|A	1
B3|E1|A3|H1|A11|N1|B|A	2
B10|E1|A11|H1|A11|N3|B|A	2
B10|E1|A7|H4|A11|N6|B|B	46
B9|E1|A10|H4|A11|N6|B|B	48
B8|E1|A10|H3|A11|N6|B|B	3
B5|E1|A10|H9|A11|N9|A|A	2
B4|E1|A7|H1|A11|N7|B|A	1
A3|D1|A7|H1|A8|N1|A|B	1
A5|E1|A12|H5|A11|N3|B|A	1
B9|E1|A7|H3|A11|N2|B|B	2
B10|E1|A3|H7|A11|N7|B|A	6
B9|E1|A3|H1|A11|N8|B|A	4
B10|E1|A3|H3|A11|N1|B|A	6
B8|E1|A1|H1|A3|N2|B1|X	2
B10|E1|A7|H5|A11|N2|B|A	16
B4|E1|A3|H11|A11|N9|B|A	6
B5|C1|A7|H1|A3|N1|A|X	6
A5|D1|A5|H1|A8|N2|A|A	2
B10|E1|A3|H10|A11|N5|B|A	27
B8|E1|A10|H4|A11|N6|A|A	1
B3|E1|A3|H3|A11|N1|B|A	1
B1|E1|A2|H2|A4|N2|B|A	1
B10|E1|A3|H10|A5|N8|B|A	1
A5|D1|A12|H11|A8|N3|A|B	3
A3|D1|A5|H3|A8|N7|A|B	1
A5|E1|A12|H5|A8|N1|A|B	2
B8|E1|A10|H11|A11|N1|A|A	6
B8|E1|A7|H4|A11|N2|B|A	2
A3|D1|A5|H1|A8|N3|A|A	23
B9|E1|A10|H5|A11|N6|B|B	1
B4|E1|A7|H5|A11|N2|B|B	4
B10|D1|A12|H13|A7|N2|A|A	2
B9|E1|A11|H9|A11|N9|B|A	1
B4|E1|A11|H1|A11|N4|B|A	1
B10|E1|A11|H10|A11|N8|B|A	3
B10|E1|A3|H3|A11|N5|B|A	1
B10|E1|A10|H2|A11|N8|B|A	1
A3|D1|A5|H7|A8|N2|A|A	1
B10|E1|A3|H6|A11|N5|B|B	7
B10|E1|A11|H12|A11|N1|B|A	6
B9|E1|A3|H6|A11|N5|B|A	4
A3|D1|A12|H9|A8|N6|A|A	2
A5|D1|A12|H3|A8|N3|A|A	9
A4|E1|A12|H15|A11|N9|A|A	4
B10|E1|A10|H4|A11|N8|B|A	10
A4|D1|A5|H6|A8|N8|A|B	1
B10|E1|A11|H2|A11|N9|B|B	1
B7|C1|A7|H3|A2|N1|B2|A	1
A3|E1|A7|H11|A11|N6|A|A	1
B10|E1|A3|H5|A11|N3|B|B	1
B1|E1|A3|H5|A11|N9|B|A	1
A3|D1|A4|H1|A11|N2|A|X	1
A5|D1|A5|H9|A8|N8|A|A	5
B4|E1|A11|H2|A11|N5|B|B	3
B9|E1|A10|H6|A8|N8|B|A	1
B4|E1|A7|H4|A11|N6|B|B	11
B10|E1|A11|H2|A11|N8|B|A	1
B9|E1|A12|H4|A8|N6|B|B	1
B7|C1|A7|H3|A3|N2|B|X	4
A3|D1|A12|H4|A8|N7|A|A	1
B2|D1|A1|H1|A2|N1|B2|A	136
B9|E1|A6|H6|A11|N8|B|B	1
B10|E1|A11|H4|A8|N6|B|B	1
B3|E1|A11|H6|A11|N1|B|B	2
A5|D1|A12|H8|A11|N4|A|A	2
B10|E1|A3|H7|A11|N2|B|A	1
A5|D1|A12|H9|A8|N2|A|A	259
B10|E1|A3|H6|A11|N8|B|B	6
B8|E1|A10|H1|A11|N1|B|B	4
B9|E1|A11|H10|A11|N7|B|A	6
B9|E1|A7|H1|A11|N3|B|A	3
B10|E1|A3|H3|A8|N8|A|B	1
B9|E1|A11|H4|A11|N3|B|B	1
A3|D1|A12|H7|A8|N9|A|B	3
B10|E1|A11|H10|A11|N3|B|A	5
B10|E1|A3|H11|A11|N2|B|A	10
B8|E1|A3|H4|A11|N2|B|A	4
B9|E1|A3|H7|A11|N1|B|A	3
A5|D1|A12|H10|A6|N5|A|A	3
A5|D1|A12|H2|A8|N9|A|B	2
B9|E1|A3|H3|A11|N6|B|A	21
B8|E1|A11|H12|A11|N5|B|A	2
B9|E1|A11|H10|A11|N6|B|A	2
B3|E1|A7|H8|A11|N4|B|A	2
B8|E1|A11|H3|A11|N2|B|B	2
B9|E1|A11|H14|A11|N3|B|A	7
B4|E1|A3|H2|A11|N2|B|B	1
B4|E1|A10|H14|A11|N5|B|A	1
A5|D1|A12|H3|A8|N8|A|B	69
A5|D1|A12|H11|A8|N7|A|A	1
B10|D1|A3|H11|A11|N9|B|A	14
B10|E1|A3|H5|A11|N9|B|B	1
A5|D1|A12|H3|A8|N5|A|B	1
B10|E1|A7|H14|A11|N6|B|B	1
A5|D1|A5|H3|A8|N8|A|A	3
A5|D1|A5|H5|A8|N2|A|A	10
B3|E1|A10|H1|A11|N9|B|B	1
B5|C1|A7|H3|A3|N2|A|X	1
B9|E1|A7|H6|A11|N2|B|A	3
B10|E1|A3|H10|A11|N9|B|A	5
B10|E1|A11|H10|A11|N3|B|B	1
B8|E1|A8|H11|A11|N9|B|A	3
B9|E1|A7|H7|A11|N9|B|A	1
B3|E1|A3|H3|A11|N3|B|A	1
B9|E1|A10|H7|A11|N9|B|A	6
B9|E1|A7|H5|A11|N2|B|B	2
B8|E1|A7|H6|A11|N8|B|A	2
B4|E1|A7|H4|A11|N6|B|A	2
B8|E1|A10|H9|A11|N5|A|A	2
B7|D1|A7|H1|A3|N1|A|A	1
A4|D1|A5|H6|A8|N6|B|A	6
B3|E1|A3|H3|A11|N2|B|A	2
B2|C1|A1|H3|A2|N2|B1|A	10
A3|D1|A12|H4|A11|N6|B|A	1
B4|E1|A12|H11|A11|N9|B|A	1
A5|D1|A12|H2|A8|N6|A|A	2
B10|E1|A7|H4|A11|N8|B|A	4
B1|E1|A2|H7|A4|N9|B|A	1
A5|D1|A12|H1|A8|N1|A|A	61
A3|D1|A12|H2|A8|N2|A|B	2
B10|E1|A11|H6|A11|N9|B|A	1
A3|E1|A7|H4|A8|N6|A|A	1
A4|E1|A12|H7|A11|N1|B|A	5
B9|E1|A10|H6|A11|N2|B|A	7
A2|E1|A12|H13|A7|N6|A|A	13
B4|E1|A8|H2|A11|N2|B|B	17
B10|E1|A12|H2|A11|N3|B|A	14
B4|E1|A8|H3|A11|N8|B|A	2
A3|D1|A12|H2|A11|N1|A|B	3
A3|D1|A12|H10|A8|N6|A|A	5
B9|E1|A10|H8|A11|N2|B|A	1
B9|E1|A10|H11|A11|N2|B|B	1
B9|E1|A11|H11|A11|N2|B|B	2
B9|E1|A7|H14|A11|N3|B|A	1
B10|E1|A10|H12|A11|N5|B|A	24
B9|A1|A1|H1|A3|N1|B|A	2
B7|C1|A7|H1|A3|N1|B|X	13
B10|E1|A3|H1|A11|N1|B|A	44
B10|D1|A12|H9|A8|N7|B|A	1
B2|A1|A1|H9|A2|N1|B|A	1
A5|D1|A12|H3|A8|N5|A|A	1
B9|E1|A11|H2|A11|N9|B|B	1
A3|D1|A12|H5|A8|N1|A|X	40
A3|D1|A7|H3|A8|N2|A|A	148
B10|E1|A11|H5|A11|N8|B|A	1
B10|E1|A12|H3|A8|N8|B|B	1
B2|E1|A1|H2|A2|N2|B2|A	85
A5|D1|A12|H9|A8|N1|A|A	2
B3|E1|A8|H1|A11|N1|B|B	1
A4|D1|A12|H1|A3|N2|A|X	1
B8|E1|A8|H5|A11|N2|B|B	1
B7|C1|A1|H3|A2|N2|B2|A	134
A3|D1|A12|H4|A11|N2|A|A	1
B4|E1|A12|H4|A8|N7|B|A	1
A3|E1|A12|H1|A8|N2|A|A	1
A3|D1|A7|H4|A8|N2|A|A	1
B9|E1|A3|H1|A11|N3|B|B	2
B4|E1|A11|H1|A11|N4|B|B	1
B5|E1|A1|H1|A3|N1|B1|X	45
B4|E1|A3|H3|A11|N4|A|A	1
A3|D1|A4|H3|A8|N2|B|A	18
B4|E1|A3|H3|A11|N1|B|B	1
B9|E1|A3|H14|A11|N3|B|A	2
B10|E1|A10|H5|A8|N2|B|A	1
B10|E1|A12|H4|A7|N7|B|A	1
B9|E1|A10|H2|A11|N9|B|A	1
B8|E1|A7|H6|A11|N1|B|A	6
A5|D1|A12|H1|A11|N7|A|A	2
B10|E1|A12|H5|A11|N8|B|B	2
B2|A1|A1|H3|A2|N2|B|A	37
B9|E1|A10|H3|A11|N2|B|B	1
B9|E1|A3|H7|A11|N6|B|A	1
B3|E1|A7|H11|A11|N9|B|B	1
B4|E1|A10|H4|A11|N6|B|A	24
A5|D1|A12|H5|A8|N7|A|B	1
