sequenceID	source.name	rec_segment	gb_segment	gb_subtype	rec_subtype	gb_year	gb_month	gb_day	gb_country	length	pubmed_id	full_name	gb_lab_host	gb_host	isolate	gb_source
LC123545	icv-ncbi-refseqs-seg3	3	3			2004				2139	27384661	Influenza C virus (C/Miyagi/47/2004)		Homo sapiens	C/Miyagi/47/2004	
LC122647	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2004				1926	27384661	Influenza C virus (C/Miyagi/47/2004)		Homo sapiens	C/Miyagi/47/2004	
LC123774	icv-ncbi-refseqs-seg5	5	5			2004				1754	27384661	Influenza C virus (C/Miyagi/47/2004)		Homo sapiens	C/Miyagi/47/2004	
LC123839	icv-ncbi-refseqs-seg6	6	6			2004				1125	27384661	Influenza C virus (C/Miyagi/47/2004)		Homo sapiens	C/Miyagi/47/2004	
LC125003	icv-ncbi-refseqs-seg7	7	7			2004				862	27384661	Influenza C virus (C/Miyagi/47/2004)		Homo sapiens	C/Miyagi/47/2004	
LC123381	icv-ncbi-refseqs-seg1	1	1			2014				2325	27384661	Influenza C virus (C/Miyagi/5/2014)		Homo sapiens	C/Miyagi/5/2014	
LC123483	icv-ncbi-refseqs-seg2	2	2			2014				2322	27384661	Influenza C virus (C/Miyagi/5/2014)		Homo sapiens	C/Miyagi/5/2014	
LC123585	icv-ncbi-refseqs-seg3	3	3			2014				2139	27384661	Influenza C virus (C/Miyagi/5/2014)		Homo sapiens	C/Miyagi/5/2014	
LC122675	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2014				1986	27384661	Influenza C virus (C/Miyagi/5/2014)		Homo sapiens	C/Miyagi/5/2014	
LC123811	icv-ncbi-refseqs-seg5	5	5			2014				1754	27384661	Influenza C virus (C/Miyagi/5/2014)		Homo sapiens	C/Miyagi/5/2014	
LC123879	icv-ncbi-refseqs-seg6	6	6			2014				1125	27384661	Influenza C virus (C/Miyagi/5/2014)		Homo sapiens	C/Miyagi/5/2014	
LC125043	icv-ncbi-refseqs-seg7	7	7			2014				880	27384661	Influenza C virus (C/Miyagi/5/2014)		Homo sapiens	C/Miyagi/5/2014	
LC123382	icv-ncbi-refseqs-seg1	1	1			2014				2325	27384661	Influenza C virus (C/Miyagi/6/2014)		Homo sapiens	C/Miyagi/6/2014	
LC123484	icv-ncbi-refseqs-seg2	2	2			2014				2322	27384661	Influenza C virus (C/Miyagi/6/2014)		Homo sapiens	C/Miyagi/6/2014	
LC123586	icv-ncbi-refseqs-seg3	3	3			2014				2139	27384661	Influenza C virus (C/Miyagi/6/2014)		Homo sapiens	C/Miyagi/6/2014	
LC122676	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2014				1986	27384661	Influenza C virus (C/Miyagi/6/2014)		Homo sapiens	C/Miyagi/6/2014	
LC123812	icv-ncbi-refseqs-seg5	5	5			2014				1754	27384661	Influenza C virus (C/Miyagi/6/2014)		Homo sapiens	C/Miyagi/6/2014	
LC123880	icv-ncbi-refseqs-seg6	6	6			2014				1125	27384661	Influenza C virus (C/Miyagi/6/2014)		Homo sapiens	C/Miyagi/6/2014	
LC125044	icv-ncbi-refseqs-seg7	7	7			2014				880	27384661	Influenza C virus (C/Miyagi/6/2014)		Homo sapiens	C/Miyagi/6/2014	
D78440	icv-ncbi-refseqs-seg5	5	5							600	8757991	Influenza C virus (C/Nara/2/85)		Homo sapiens	C/Nara/2/85	
D78441	icv-ncbi-refseqs-seg7	7	7							341	8757991	Influenza C virus (C/Nara/2/85)		Homo sapiens	C/Nara/2/85	
D30700	icv-ncbi-refseqs-seg1	1	1							379	7996155	Influenza C virus (C/Nara/2/85)			C/Nara/2/85	
D30698	icv-ncbi-refseqs-seg2	2	2							342	7996155	Influenza C virus (C/Nara/2/85)			C/Nara/2/85	
D30695	icv-ncbi-refseqs-seg3	3	3							259	7996155	Influenza C virus (C/Nara/2/85)			C/Nara/2/85	
D30697	icv-ncbi-refseqs-seg4	4	4	Yamagata						1987	7996155	Influenza C virus (C/Nara/2/85)			C/Nara/2/85	
D30701	icv-ncbi-refseqs-seg6	6	6							369	7996155	Influenza C virus (C/Nara/2/85)			C/Nara/2/85	
MZ331006	icv-ncbi-refseqs-seg1	1	1			2015	JUL	3		2325		Influenza C virus		Homo sapiens	C/Palawan/061/2015	nasal swab
MZ331005	icv-ncbi-refseqs-seg2	2	2			2015	JUL	3		2265		Influenza C virus		Homo sapiens	C/Palawan/061/2015	nasal swab
MZ331004	icv-ncbi-refseqs-seg3	3	3			2015	JUL	3		2130		Influenza C virus		Homo sapiens	C/Palawan/061/2015	nasal swab
MZ331000	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2015	JUL	3		1968		Influenza C virus		Homo sapiens	C/Palawan/061/2015	nasal swab
MZ331002	icv-ncbi-refseqs-seg5	5	5			2015	JUL	3		1698		Influenza C virus		Homo sapiens	C/Palawan/061/2015	nasal swab
MZ331001	icv-ncbi-refseqs-seg6	6	6			2015	JUL	3		1125		Influenza C virus		Homo sapiens	C/Palawan/061/2015	nasal swab
MZ331003	icv-ncbi-refseqs-seg7	7	7			2015	JUL	3		862		Influenza C virus		Homo sapiens	C/Palawan/061/2015	nasal swab
MZ331013	icv-ncbi-refseqs-seg1	1	1			2014	MAR	18		2325		Influenza C virus		Homo sapiens	C/Palawan/068/2014	nasal swab
MZ331012	icv-ncbi-refseqs-seg2	2	2			2014	MAR	18		2265		Influenza C virus		Homo sapiens	C/Palawan/068/2014	nasal swab
MZ331011	icv-ncbi-refseqs-seg3	3	3			2014	MAR	18		2130		Influenza C virus		Homo sapiens	C/Palawan/068/2014	nasal swab
MZ331007	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2014	MAR	18		1968		Influenza C virus		Homo sapiens	C/Palawan/068/2014	nasal swab
MZ331009	icv-ncbi-refseqs-seg5	5	5			2014	MAR	18		1698		Influenza C virus		Homo sapiens	C/Palawan/068/2014	nasal swab
MZ331008	icv-ncbi-refseqs-seg6	6	6			2014	MAR	18		1125		Influenza C virus		Homo sapiens	C/Palawan/068/2014	nasal swab
MZ331010	icv-ncbi-refseqs-seg7	7	7			2014	MAR	18		862		Influenza C virus		Homo sapiens	C/Palawan/068/2014	nasal swab
LC123287	icv-ncbi-refseqs-seg1	1	1			1967				2325	27384661	Influenza C virus (C/Paris/1/67)		Homo sapiens	C/Paris/1/67	
LC123389	icv-ncbi-refseqs-seg2	2	2			1967				2322	27384661	Influenza C virus (C/Paris/1/67)		Homo sapiens	C/Paris/1/67	
LC123491	icv-ncbi-refseqs-seg3	3	3			1967				2139	27384661	Influenza C virus (C/Paris/1/67)		Homo sapiens	C/Paris/1/67	
AB035357	icv-ncbi-refseqs-seg4	4		Taylor		1967				1987	10811928	Influenza C virus		Homo sapiens	C/Paris/1/67	
LC123725	icv-ncbi-refseqs-seg5	5	5			1967				1749	27384661	Influenza C virus (C/Paris/1/67)		Homo sapiens	C/Paris/1/67	
LC123817	icv-ncbi-refseqs-seg6	6	6			1967				1125	27384661	Influenza C virus (C/Paris/1/67)		Homo sapiens	C/Paris/1/67	
LC124980	icv-ncbi-refseqs-seg7	7	7			1967				880	27384661	Influenza C virus (C/Paris/1/67)		Homo sapiens	C/Paris/1/67	
KT835343	icv-ncbi-refseqs-seg1	1	1			2007				2221	26655269	Influenza C virus (C/Scotland/6855/2007)		Homo sapiens	C/Scotland/6855/2007	respiratory sample
KT835338	icv-ncbi-refseqs-seg2	2	2			2007				2194	26655269	Influenza C virus (C/Scotland/6855/2007)		Homo sapiens	C/Scotland/6855/2007	respiratory sample
KT835348	icv-ncbi-refseqs-seg3	3	3			2007				1998	26655269	Influenza C virus (C/Scotland/6855/2007)		Homo sapiens	C/Scotland/6855/2007	respiratory sample
KT835351	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2007				1817	26655269	Influenza C virus (C/Scotland/6855/2007)		Homo sapiens	C/Scotland/6855/2007	respiratory sample
KT835360	icv-ncbi-refseqs-seg5	5	5			2007				1633	26655269	Influenza C virus (C/Scotland/6855/2007)		Homo sapiens	C/Scotland/6855/2007	respiratory sample
KT835361	icv-ncbi-refseqs-seg6	6	6			2007				980	26655269	Influenza C virus (C/Scotland/6855/2007)		Homo sapiens	C/Scotland/6855/2007	respiratory sample
KT835370	icv-ncbi-refseqs-seg7	7	7			2007				735	26655269	Influenza C virus (C/Scotland/6855/2007)		Homo sapiens	C/Scotland/6855/2007	respiratory sample
KT835342	icv-ncbi-refseqs-seg1	1	1			2007				2221	26655269	Influenza C virus (C/Scotland/7274/2007)		Homo sapiens	C/Scotland/7274/2007	respiratory sample
KT835339	icv-ncbi-refseqs-seg2	2	2			2007				2194	26655269	Influenza C virus (C/Scotland/7274/2007)		Homo sapiens	C/Scotland/7274/2007	respiratory sample
KT835347	icv-ncbi-refseqs-seg3	3	3			2007				1998	26655269	Influenza C virus (C/Scotland/7274/2007)		Homo sapiens	C/Scotland/7274/2007	respiratory sample
KT835352	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2007				1817	26655269	Influenza C virus (C/Scotland/7274/2007)		Homo sapiens	C/Scotland/7274/2007	respiratory sample
KT835358	icv-ncbi-refseqs-seg5	5	5			2007				1624	26655269	Influenza C virus (C/Scotland/7274/2007)		Homo sapiens	C/Scotland/7274/2007	respiratory sample
KT835362	icv-ncbi-refseqs-seg6	6	6			2007				982	26655269	Influenza C virus (C/Scotland/7274/2007)		Homo sapiens	C/Scotland/7274/2007	respiratory sample
KT835369	icv-ncbi-refseqs-seg7	7	7			2007				737	26655269	Influenza C virus (C/Scotland/7274/2007)		Homo sapiens	C/Scotland/7274/2007	respiratory sample
KT835341	icv-ncbi-refseqs-seg1	1	1			2007				2221	26655269	Influenza C virus (C/Scotland/7383/2007)		Homo sapiens	C/Scotland/7383/2007	respiratory sample
KT835337	icv-ncbi-refseqs-seg2	2	2			2007				2194	26655269	Influenza C virus (C/Scotland/7383/2007)		Homo sapiens	C/Scotland/7383/2007	respiratory sample
KT835346	icv-ncbi-refseqs-seg3	3	3			2007				1998	26655269	Influenza C virus (C/Scotland/7383/2007)		Homo sapiens	C/Scotland/7383/2007	respiratory sample
KT835353	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2007				1817	26655269	Influenza C virus (C/Scotland/7383/2007)		Homo sapiens	C/Scotland/7383/2007	respiratory sample
KT835356	icv-ncbi-refseqs-seg5	5	5			2007				1635	26655269	Influenza C virus (C/Scotland/7383/2007)		Homo sapiens	C/Scotland/7383/2007	respiratory sample
KT835364	icv-ncbi-refseqs-seg6	6	6			2007				973	26655269	Influenza C virus (C/Scotland/7383/2007)		Homo sapiens	C/Scotland/7383/2007	respiratory sample
KT835368	icv-ncbi-refseqs-seg7	7	7			2007				737	26655269	Influenza C virus (C/Scotland/7383/2007)		Homo sapiens	C/Scotland/7383/2007	respiratory sample
KT835340	icv-ncbi-refseqs-seg1	1	1			2007				2221	26655269	Influenza C virus (C/Scotland/7482/2007)		Homo sapiens	C/Scotland/7482/2007	respiratory sample
KT835336	icv-ncbi-refseqs-seg2	2	2			2007				2194	26655269	Influenza C virus (C/Scotland/7482/2007)		Homo sapiens	C/Scotland/7482/2007	respiratory sample
KT835345	icv-ncbi-refseqs-seg3	3	3			2007				1998	26655269	Influenza C virus (C/Scotland/7482/2007)		Homo sapiens	C/Scotland/7482/2007	respiratory sample
KT835354	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2007				1817	26655269	Influenza C virus (C/Scotland/7482/2007)		Homo sapiens	C/Scotland/7482/2007	respiratory sample
KT835357	icv-ncbi-refseqs-seg5	5	5			2007				799	26655269	Influenza C virus (C/Scotland/7482/2007)		Homo sapiens	C/Scotland/7482/2007	respiratory sample
KT835363	icv-ncbi-refseqs-seg6	6	6			2007				982	26655269	Influenza C virus (C/Scotland/7482/2007)		Homo sapiens	C/Scotland/7482/2007	respiratory sample
KT835367	icv-ncbi-refseqs-seg7	7	7			2007				737	26655269	Influenza C virus (C/Scotland/7482/2007)		Homo sapiens	C/Scotland/7482/2007	respiratory sample
MK050104	icv-ncbi-refseqs-seg1	1	1			2015	APR	11		2325	30978620	Influenza C virus		Homo sapiens	C/Seoul/APD462/2015	
MK050103	icv-ncbi-refseqs-seg2	2	2			2015	APR	11		2265	30978620	Influenza C virus		Homo sapiens	C/Seoul/APD462/2015	
MK050102	icv-ncbi-refseqs-seg3	3	3			2015	APR	11		2130	30978620	Influenza C virus		Homo sapiens	C/Seoul/APD462/2015	
MK050092	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2015	APR	11		1888	30978620	Influenza C virus		Homo sapiens	C/Seoul/APD462/2015	
MK050100	icv-ncbi-refseqs-seg5	5	5			2015	APR	11		1747	30978620	Influenza C virus		Homo sapiens	C/Seoul/APD462/2015	
MK050101	icv-ncbi-refseqs-seg6	6	6			2015	APR	11		1125	30978620	Influenza C virus		Homo sapiens	C/Seoul/APD462/2015	
MK050096	icv-ncbi-refseqs-seg7	7	7			2015	APR	11		778	30978620	Influenza C virus		Homo sapiens	C/Seoul/APD462/2015	
JX963126	icv-ncbi-refseqs-seg1	1	1			2006	MAY	18		2247		Influenza C virus (C/Singapore/DSO-050530/2006)		Homo sapiens	C/Singapore/DSO-050530/2006	
JX963122	icv-ncbi-refseqs-seg2	2	2			2006	MAY	18		2211		Influenza C virus (C/Singapore/DSO-050530/2006)		Homo sapiens	C/Singapore/DSO-050530/2006	
JX963118	icv-ncbi-refseqs-seg3	3	3			2006	MAY	18		2070		Influenza C virus (C/Singapore/DSO-050530/2006)		Homo sapiens	C/Singapore/DSO-050530/2006	
GQ853455	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2006	MAY	18		1987		Influenza C virus (C/Singapore/DSO-050530/2006)		Homo sapiens	C/Singapore/DSO-050530/2006	
JX963110	icv-ncbi-refseqs-seg5	5	5			2006	MAY	18		1682		Influenza C virus (C/Singapore/DSO-050530/2006)		Homo sapiens	C/Singapore/DSO-050530/2006	
JX963106	icv-ncbi-refseqs-seg6	6	6			2006	MAY	18		1059		Influenza C virus (C/Singapore/DSO-050530/2006)		Homo sapiens	C/Singapore/DSO-050530/2006	
JX963114	icv-ncbi-refseqs-seg7	7	7			2006	MAY	18		863		Influenza C virus (C/Singapore/DSO-050530/2006)		Homo sapiens	C/Singapore/DSO-050530/2006	
JX963127	icv-ncbi-refseqs-seg1	1	1			2006	NOV	17		2229		Influenza C virus (C/Singapore/DSO-070170/2006)		Homo sapiens	C/Singapore/DSO-070170/2006	
JX963123	icv-ncbi-refseqs-seg2	2	2			2006	NOV	17		2189		Influenza C virus (C/Singapore/DSO-070170/2006)		Homo sapiens	C/Singapore/DSO-070170/2006	
JX963119	icv-ncbi-refseqs-seg3	3	3			2006	NOV	17		2051		Influenza C virus (C/Singapore/DSO-070170/2006)		Homo sapiens	C/Singapore/DSO-070170/2006	
GQ853453	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2006	NOV	17		1983		Influenza C virus (C/Singapore/DSO-070170/2006)		Homo sapiens	C/Singapore/DSO-070170/2006	
JX963111	icv-ncbi-refseqs-seg5	5	5			2006	NOV	17		1669		Influenza C virus (C/Singapore/DSO-070170/2006)		Homo sapiens	C/Singapore/DSO-070170/2006	
JX963107	icv-ncbi-refseqs-seg6	6	6			2006	NOV	17		1058		Influenza C virus (C/Singapore/DSO-070170/2006)		Homo sapiens	C/Singapore/DSO-070170/2006	
JX963115	icv-ncbi-refseqs-seg7	7	7			2006	NOV	17		830		Influenza C virus (C/Singapore/DSO-070170/2006)		Homo sapiens	C/Singapore/DSO-070170/2006	
JX963128	icv-ncbi-refseqs-seg1	1	1			2006	NOV	29		2229		Influenza C virus (C/Singapore/DSO-070193/2006)		Homo sapiens	C/Singapore/DSO-070193/2006	
JX963124	icv-ncbi-refseqs-seg2	2	2			2006	NOV	29		2163		Influenza C virus (C/Singapore/DSO-070193/2006)		Homo sapiens	C/Singapore/DSO-070193/2006	
JX963120	icv-ncbi-refseqs-seg3	3	3			2006	NOV	29		2044		Influenza C virus (C/Singapore/DSO-070193/2006)		Homo sapiens	C/Singapore/DSO-070193/2006	
GQ853454	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2006	NOV	29		1997		Influenza C virus (C/Singapore/DSO-070193/2006)		Homo sapiens	C/Singapore/DSO-070193/2006	
JX963112	icv-ncbi-refseqs-seg5	5	5			2006	NOV	29		1662		Influenza C virus (C/Singapore/DSO-070193/2006)		Homo sapiens	C/Singapore/DSO-070193/2006	
JX963108	icv-ncbi-refseqs-seg6	6	6			2006	NOV	29		1059		Influenza C virus (C/Singapore/DSO-070193/2006)		Homo sapiens	C/Singapore/DSO-070193/2006	
JX963116	icv-ncbi-refseqs-seg7	7	7			2006	NOV	29		822		Influenza C virus (C/Singapore/DSO-070193/2006)		Homo sapiens	C/Singapore/DSO-070193/2006	
JX963129	icv-ncbi-refseqs-seg1	1	1			2006	DEC	4		2242		Influenza C virus (C/Singapore/DSO-070203/2006)		Homo sapiens	C/Singapore/DSO-070203/2006	
JX963125	icv-ncbi-refseqs-seg2	2	2			2006	DEC	4		2209		Influenza C virus (C/Singapore/DSO-070203/2006)		Homo sapiens	C/Singapore/DSO-070203/2006	
JX963121	icv-ncbi-refseqs-seg3	3	3			2006	DEC	4		2066		Influenza C virus (C/Singapore/DSO-070203/2006)		Homo sapiens	C/Singapore/DSO-070203/2006	
GQ853452	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2006	DEC	4		1988		Influenza C virus (C/Singapore/DSO-070203/2006)		Homo sapiens	C/Singapore/DSO-070203/2006	
JX963113	icv-ncbi-refseqs-seg5	5	5			2006	DEC	4		1682		Influenza C virus (C/Singapore/DSO-070203/2006)		Homo sapiens	C/Singapore/DSO-070203/2006	
JX963109	icv-ncbi-refseqs-seg6	6	6			2006	DEC	4		1065		Influenza C virus (C/Singapore/DSO-070203/2006)		Homo sapiens	C/Singapore/DSO-070203/2006	
JX963117	icv-ncbi-refseqs-seg7	7	7			2006	DEC	4		863		Influenza C virus (C/Singapore/DSO-070203/2006)		Homo sapiens	C/Singapore/DSO-070203/2006	
LC123383	icv-ncbi-refseqs-seg1	1	1			2014				2325	27384661	Influenza C virus (C/Tokyo/1/2014)		Homo sapiens	C/Tokyo/1/2014	
LC123485	icv-ncbi-refseqs-seg2	2	2			2014				2322	27384661	Influenza C virus (C/Tokyo/1/2014)		Homo sapiens	C/Tokyo/1/2014	
LC123587	icv-ncbi-refseqs-seg3	3	3			2014				2139	27384661	Influenza C virus (C/Tokyo/1/2014)		Homo sapiens	C/Tokyo/1/2014	
LC122677	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2014				1986	27384661	Influenza C virus (C/Tokyo/1/2014)		Homo sapiens	C/Tokyo/1/2014	
LC123813	icv-ncbi-refseqs-seg5	5	5			2014				1754	27384661	Influenza C virus (C/Tokyo/1/2014)		Homo sapiens	C/Tokyo/1/2014	
LC123881	icv-ncbi-refseqs-seg6	6	6			2014				1125	27384661	Influenza C virus (C/Tokyo/1/2014)		Homo sapiens	C/Tokyo/1/2014	
LC125045	icv-ncbi-refseqs-seg7	7	7			2014				880	27384661	Influenza C virus (C/Tokyo/1/2014)		Homo sapiens	C/Tokyo/1/2014	
LC123363	icv-ncbi-refseqs-seg1	1	1			2010				2325	27384661	Influenza C virus (C/Tokyo/3/2010)		Homo sapiens	C/Tokyo/3/2010	
LC123465	icv-ncbi-refseqs-seg2	2	2			2010				2322	27384661	Influenza C virus (C/Tokyo/3/2010)		Homo sapiens	C/Tokyo/3/2010	
LC123567	icv-ncbi-refseqs-seg3	3	3			2010				2139	27384661	Influenza C virus (C/Tokyo/3/2010)		Homo sapiens	C/Tokyo/3/2010	
LC122666	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2010				1986	27384661	Influenza C virus (C/Tokyo/3/2010)		Homo sapiens	C/Tokyo/3/2010	
LC123793	icv-ncbi-refseqs-seg5	5	5			2010				1754	27384661	Influenza C virus (C/Tokyo/3/2010)		Homo sapiens	C/Tokyo/3/2010	
LC123861	icv-ncbi-refseqs-seg6	6	6			2010				1125	27384661	Influenza C virus (C/Tokyo/3/2010)		Homo sapiens	C/Tokyo/3/2010	
LC125025	icv-ncbi-refseqs-seg7	7	7			2010				880	27384661	Influenza C virus (C/Tokyo/3/2010)		Homo sapiens	C/Tokyo/3/2010	
LC123384	icv-ncbi-refseqs-seg1	1	1			2014				2325	27384661	Influenza C virus (C/Tokyo/4/2014)		Homo sapiens	C/Tokyo/4/2014	
LC123486	icv-ncbi-refseqs-seg2	2	2			2014				2322	27384661	Influenza C virus (C/Tokyo/4/2014)		Homo sapiens	C/Tokyo/4/2014	
LC123588	icv-ncbi-refseqs-seg3	3	3			2014				2141	27384661	Influenza C virus (C/Tokyo/4/2014)		Homo sapiens	C/Tokyo/4/2014	
LC122678	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2014				1986	27384661	Influenza C virus (C/Tokyo/4/2014)		Homo sapiens	C/Tokyo/4/2014	
LC123814	icv-ncbi-refseqs-seg5	5	5			2014				1754	27384661	Influenza C virus (C/Tokyo/4/2014)		Homo sapiens	C/Tokyo/4/2014	
LC123882	icv-ncbi-refseqs-seg6	6	6			2014				1125	27384661	Influenza C virus (C/Tokyo/4/2014)		Homo sapiens	C/Tokyo/4/2014	
LC125046	icv-ncbi-refseqs-seg7	7	7			2014				880	27384661	Influenza C virus (C/Tokyo/4/2014)		Homo sapiens	C/Tokyo/4/2014	
KM504277	icv-ncbi-refseqs-seg1	1	1			2012				2365		Influenza C virus (C/Victoria/2/2012)		Homo sapiens	C/Victoria/2/2012	
KM504278	icv-ncbi-refseqs-seg2	2	2			2012				2363		Influenza C virus (C/Victoria/2/2012)		Homo sapiens	C/Victoria/2/2012	
KM504279	icv-ncbi-refseqs-seg3	3	3			2012				2183		Influenza C virus (C/Victoria/2/2012)		Homo sapiens	C/Victoria/2/2012	
KM504280	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2012				2073		Influenza C virus (C/Victoria/2/2012)		Homo sapiens	C/Victoria/2/2012	
KM504281	icv-ncbi-refseqs-seg5	5	5			2012				1807		Influenza C virus (C/Victoria/2/2012)		Homo sapiens	C/Victoria/2/2012	
KM504282	icv-ncbi-refseqs-seg6	6	6			2012				1180		Influenza C virus (C/Victoria/2/2012)		Homo sapiens	C/Victoria/2/2012	
KM504283	icv-ncbi-refseqs-seg7	7	7			2012				935		Influenza C virus (C/Victoria/2/2012)		Homo sapiens	C/Victoria/2/2012	
MH828694	icv-ncbi-refseqs-seg1	1	1			2014	APR	16		2325	32499763	Influenza C virus		Homo sapiens	C/Vietnam/1290/2014	nasopharyngeal swab
MH828693	icv-ncbi-refseqs-seg2	2	2			2014	APR	16		2322	32499763	Influenza C virus		Homo sapiens	C/Vietnam/1290/2014	nasopharyngeal swab
MH828692	icv-ncbi-refseqs-seg3	3	3			2014	APR	16		2183	32499763	Influenza C virus		Homo sapiens	C/Vietnam/1290/2014	nasopharyngeal swab
MH828688	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2014	APR	16		1867	32499763	Influenza C virus		Homo sapiens	C/Vietnam/1290/2014	nasopharyngeal swab
MH828690	icv-ncbi-refseqs-seg5	5	5			2014	APR	16		1333	32499763	Influenza C virus		Homo sapiens	C/Vietnam/1290/2014	nasopharyngeal swab
MH828689	icv-ncbi-refseqs-seg6	6	6			2014	APR	16		1155	32499763	Influenza C virus		Homo sapiens	C/Vietnam/1290/2014	nasopharyngeal swab
MH828691	icv-ncbi-refseqs-seg7	7	7			2014	APR	16		880	32499763	Influenza C virus		Homo sapiens	C/Vietnam/1290/2014	nasopharyngeal swab
LC123342	icv-ncbi-refseqs-seg1	1	1			2005				2325	27384661	Influenza C virus (C/Yamagata/1/2005)		Homo sapiens	C/Yamagata/1/2005	
LC123444	icv-ncbi-refseqs-seg2	2	2			2005				2322	27384661	Influenza C virus (C/Yamagata/1/2005)		Homo sapiens	C/Yamagata/1/2005	
LC123546	icv-ncbi-refseqs-seg3	3	3			2005				2139	27384661	Influenza C virus (C/Yamagata/1/2005)		Homo sapiens	C/Yamagata/1/2005	
LC122648	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2005				1986	27384661	Influenza C virus (C/Yamagata/1/2005)		Homo sapiens	C/Yamagata/1/2005	
LC123775	icv-ncbi-refseqs-seg5	5	5			2005				1754	27384661	Influenza C virus (C/Yamagata/1/2005)		Homo sapiens	C/Yamagata/1/2005	
LC123840	icv-ncbi-refseqs-seg6	6	6			2005				1125	27384661	Influenza C virus (C/Yamagata/1/2005)		Homo sapiens	C/Yamagata/1/2005	
LC125004	icv-ncbi-refseqs-seg7	7	7			2005				880	27384661	Influenza C virus (C/Yamagata/1/2005)		Homo sapiens	C/Yamagata/1/2005	
LC123349	icv-ncbi-refseqs-seg1	1	1			2006				2325	27384661	Influenza C virus (C/Yamagata/1/2006)		Homo sapiens	C/Yamagata/1/2006	
LC123451	icv-ncbi-refseqs-seg2	2	2			2006				2322	27384661	Influenza C virus (C/Yamagata/1/2006)		Homo sapiens	C/Yamagata/1/2006	
LC123553	icv-ncbi-refseqs-seg3	3	3			2006				2139	27384661	Influenza C virus (C/Yamagata/1/2006)		Homo sapiens	C/Yamagata/1/2006	
LC122655	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2006				1986	27384661	Influenza C virus (C/Yamagata/1/2006)		Homo sapiens	C/Yamagata/1/2006	
LC123781	icv-ncbi-refseqs-seg5	5	5			2006				1754	27384661	Influenza C virus (C/Yamagata/1/2006)		Homo sapiens	C/Yamagata/1/2006	
LC123847	icv-ncbi-refseqs-seg6	6	6			2006				1125	27384661	Influenza C virus (C/Yamagata/1/2006)		Homo sapiens	C/Yamagata/1/2006	
LC125011	icv-ncbi-refseqs-seg7	7	7			2006				880	27384661	Influenza C virus (C/Yamagata/1/2006)		Homo sapiens	C/Yamagata/1/2006	
LC123355	icv-ncbi-refseqs-seg1	1	1			2007				2325	27384661	Influenza C virus (C/Yamagata/1/2007)		Homo sapiens	C/Yamagata/1/2007	
LC123457	icv-ncbi-refseqs-seg2	2	2			2007				2322	27384661	Influenza C virus (C/Yamagata/1/2007)		Homo sapiens	C/Yamagata/1/2007	
LC123559	icv-ncbi-refseqs-seg3	3	3			2007				2139	27384661	Influenza C virus (C/Yamagata/1/2007)		Homo sapiens	C/Yamagata/1/2007	
LC122660	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2007				1986	27384661	Influenza C virus (C/Yamagata/1/2007)		Homo sapiens	C/Yamagata/1/2007	
AB684315	icv-ncbi-refseqs-seg5	5	5			2007	JAN	17		1754	22398038	Influenza C virus (C/Yamagata/1/2007)			C/Yamagata/1/2007	
LC123853	icv-ncbi-refseqs-seg6	6	6			2007				1125	27384661	Influenza C virus (C/Yamagata/1/2007)		Homo sapiens	C/Yamagata/1/2007	
LC125017	icv-ncbi-refseqs-seg7	7	7			2007				880	27384661	Influenza C virus (C/Yamagata/1/2007)		Homo sapiens	C/Yamagata/1/2007	
LC123364	icv-ncbi-refseqs-seg1	1	1			2012				2325	27384661	Influenza C virus (C/Yamagata/1/2012)		Homo sapiens	C/Yamagata/1/2012	
LC123466	icv-ncbi-refseqs-seg2	2	2			2012				2322	27384661	Influenza C virus (C/Yamagata/1/2012)		Homo sapiens	C/Yamagata/1/2012	
LC123568	icv-ncbi-refseqs-seg3	3	3			2012				2139	27384661	Influenza C virus (C/Yamagata/1/2012)		Homo sapiens	C/Yamagata/1/2012	
LC122667	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2012				1986	27384661	Influenza C virus (C/Yamagata/1/2012)		Homo sapiens	C/Yamagata/1/2012	
